,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
156,Brandon Dubinsky (C/LW),Columbus Blue Jackets,80,12,29,41,0.51,91,16,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2016-2015,nhl,Brandon Dubinsky ,C/LW
157,Keith Yandle (D),Florida Panthers,82,5,36,41,0.50,39,-6,https://www.eliteprospects.com/player/10247/keith-yandle,2016-2015,nhl,Keith Yandle ,D
158,Michael Grabner (LW/RW),New York Rangers,76,27,13,40,0.53,10,22,https://www.eliteprospects.com/player/8494/michael-grabner,2016-2015,nhl,Michael Grabner ,LW/RW
159,Adam Henrique (C/LW),New Jersey Devils,82,20,20,40,0.49,38,-20,https://www.eliteprospects.com/player/19043/adam-henrique,2016-2015,nhl,Adam Henrique ,C/LW
160,Paul Stastny (C),St. Louis Blues,66,18,22,40,0.61,36,4,https://www.eliteprospects.com/player/10212/paul-stastny,2016-2015,nhl,Paul Stastny ,C
161,Brayden Point (C),Tampa Bay Lightning,68,18,22,40,0.59,14,4,https://www.eliteprospects.com/player/62204/brayden-point,2016-2015,nhl,Brayden Point ,C
162,Lee Stempniak (RW),Carolina Hurricanes,82,16,24,40,0.49,32,2,https://www.eliteprospects.com/player/10199/lee-stempniak,2016-2015,nhl,Lee Stempniak ,RW
163,Phillip Danault (C/LW),Montréal Canadiens,82,13,27,40,0.49,35,5,https://www.eliteprospects.com/player/45282/phillip-danault,2016-2015,nhl,Phillip Danault ,C/LW
164,P.K. Subban (D),Nashville Predators,66,10,30,40,0.61,44,-8,https://www.eliteprospects.com/player/11251/p.k.-subban,2016-2015,nhl,P.K. Subban ,D
165,Ryan Suter (D),Minnesota Wild,82,9,31,40,0.49,36,34,https://www.eliteprospects.com/player/8897/ryan-suter,2016-2015,nhl,Ryan Suter ,D
166,Martin Hanzal (C),totals,71,20,19,39,0.55,53,-17,https://www.eliteprospects.com/player/9237/martin-hanzal,2016-2015,nhl,Martin Hanzal ,C
167,Derick Brassard (C/LW),Ottawa Senators,81,14,25,39,0.48,24,12,https://www.eliteprospects.com/player/9366/derick-brassard,2016-2015,nhl,Derick Brassard ,C/LW
168,Oliver Ekman Larsson (D),Arizona Coyotes,79,12,27,39,0.49,48,-25,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2016-2015,nhl,Oliver Ekman Larsson ,D
169,Mark Giordano (D),Calgary Flames,81,12,27,39,0.48,59,22,https://www.eliteprospects.com/player/9161/mark-giordano,2016-2015,nhl,Mark Giordano ,D
170,Ryan Spooner (C/LW),Boston Bruins,78,11,28,39,0.50,14,-8,https://www.eliteprospects.com/player/23117/ryan-spooner,2016-2015,nhl,Ryan Spooner ,C/LW
171,Cam Fowler (D),Anaheim Ducks,80,11,28,39,0.49,20,7,https://www.eliteprospects.com/player/31261/cam-fowler,2016-2015,nhl,Cam Fowler ,D
172,Alec Martinez (D),Los Angeles Kings,82,9,30,39,0.48,24,-17,https://www.eliteprospects.com/player/12531/alec-martinez,2016-2015,nhl,Alec Martinez ,D
173,Shayne Gostisbehere (D),Philadelphia Flyers,76,7,32,39,0.51,32,-21,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2016-2015,nhl,Shayne Gostisbehere ,D
174,Matt Niskanen (D),Washington Capitals,78,5,34,39,0.50,32,20,https://www.eliteprospects.com/player/9214/matt-niskanen,2016-2015,nhl,Matt Niskanen ,D
175,Brady Skjei (D),New York Rangers,80,5,34,39,0.49,42,11,https://www.eliteprospects.com/player/90352/brady-skjei,2016-2015,nhl,Brady Skjei ,D
176,Brent Seabrook (D),Chicago Blackhawks,79,3,36,39,0.49,26,5,https://www.eliteprospects.com/player/8879/brent-seabrook,2016-2015,nhl,Brent Seabrook ,D
177,Rick Nash (LW/RW),New York Rangers,67,23,15,38,0.57,26,9,https://www.eliteprospects.com/player/3658/rick-nash,2016-2015,nhl,Rick Nash ,LW/RW
178,Mikko Rantanen (W/C),Colorado Avalanche,75,20,18,38,0.51,22,-25,https://www.eliteprospects.com/player/91186/mikko-rantanen,2016-2015,nhl,Mikko Rantanen ,W/C
179,David Backes (RW/C),Boston Bruins,74,17,21,38,0.51,69,2,https://www.eliteprospects.com/player/11435/david-backes,2016-2015,nhl,David Backes ,RW/C
180,Ryan Ellis (D),Nashville Predators,71,16,22,38,0.54,29,17,https://www.eliteprospects.com/player/14012/ryan-ellis,2016-2015,nhl,Ryan Ellis ,D
181,Oscar Klefbom (D),Edmonton Oilers,82,12,26,38,0.46,6,7,https://www.eliteprospects.com/player/16804/oscar-klefbom,2016-2015,nhl,Oscar Klefbom ,D
182,Jared Spurgeon (D),Minnesota Wild,76,10,28,38,0.50,20,33,https://www.eliteprospects.com/player/11611/jared-spurgeon,2016-2015,nhl,Jared Spurgeon ,D
183,Max Domi (C/LW),Arizona Coyotes,59,9,29,38,0.64,40,-9,https://www.eliteprospects.com/player/95484/max-domi,2016-2015,nhl,Max Domi ,C/LW
184,Tyson Barrie (D),Colorado Avalanche,74,7,31,38,0.51,18,-34,https://www.eliteprospects.com/player/15127/tyson-barrie,2016-2015,nhl,Tyson Barrie ,D
185,Nick Bonino (C/LW),Pittsburgh Penguins,80,18,19,37,0.46,16,-5,https://www.eliteprospects.com/player/14686/nick-bonino,2016-2015,nhl,Nick Bonino ,C/LW
186,Justin Faulk (D),Carolina Hurricanes,75,17,20,37,0.49,32,-18,https://www.eliteprospects.com/player/20715/justin-faulk,2016-2015,nhl,Justin Faulk ,D
187,Kris Versteeg (RW/LW),Calgary Flames,69,15,22,37,0.54,46,-3,https://www.eliteprospects.com/player/9486/kris-versteeg,2016-2015,nhl,Kris Versteeg ,RW/LW
188,Reilly Smith (RW/LW),Florida Panthers,80,15,22,37,0.46,17,-13,https://www.eliteprospects.com/player/33903/reilly-smith,2016-2015,nhl,Reilly Smith ,RW/LW
189,Mika Zibanejad (C),New York Rangers,56,14,23,37,0.66,16,9,https://www.eliteprospects.com/player/23856/mika-zibanejad,2016-2015,nhl,Mika Zibanejad ,C
190,Scott Hartnell (LW),Columbus Blue Jackets,78,13,24,37,0.47,63,14,https://www.eliteprospects.com/player/8764/scott-hartnell,2016-2015,nhl,Scott Hartnell ,LW
191,John Carlson (D),Washington Capitals,72,9,28,37,0.51,10,7,https://www.eliteprospects.com/player/18590/john-carlson,2016-2015,nhl,John Carlson ,D
192,Connor Brown (RW),Toronto Maple Leafs,82,20,16,36,0.44,10,3,https://www.eliteprospects.com/player/97341/connor-brown,2016-2015,nhl,Connor Brown ,RW
193,Alex Killorn (LW),Tampa Bay Lightning,81,19,17,36,0.44,66,-9,https://www.eliteprospects.com/player/12523/alex-killorn,2016-2015,nhl,Alex Killorn ,LW
194,Anthony Mantha (RW/LW),Detroit Red Wings,60,17,19,36,0.60,53,10,https://www.eliteprospects.com/player/104045/anthony-mantha,2016-2015,nhl,Anthony Mantha ,RW/LW
195,Mike Green (D),Detroit Red Wings,72,14,22,36,0.50,40,-20,https://www.eliteprospects.com/player/9476/mike-green,2016-2015,nhl,Mike Green ,D
196,Dustin Brown (RW/LW),Los Angeles Kings,80,14,22,36,0.45,22,-4,https://www.eliteprospects.com/player/9099/dustin-brown,2016-2015,nhl,Dustin Brown ,RW/LW
197,Andrei Markov (D),Montréal Canadiens,62,6,30,36,0.58,16,18,https://www.eliteprospects.com/player/8579/andrei-markov,2016-2015,nhl,Andrei Markov ,D
198,T.J. Brodie (D),Calgary Flames,82,6,30,36,0.44,24,-16,https://www.eliteprospects.com/player/19170/t.j.-brodie,2016-2015,nhl,T.J. Brodie ,D
199,Alex Goligoski (D),Arizona Coyotes,82,6,30,36,0.44,28,-9,https://www.eliteprospects.com/player/9435/alex-goligoski,2016-2015,nhl,Alex Goligoski ,D
200,Nikita Zaitsev (D),Toronto Maple Leafs,82,4,32,36,0.44,38,-22,https://www.eliteprospects.com/player/34773/nikita-zaitsev,2016-2015,nhl,Nikita Zaitsev ,D
201,Sven Bärtschi (LW),Vancouver Canucks,68,18,17,35,0.52,8,-6,https://www.eliteprospects.com/player/33591/sven-bartschi,2016-2015,nhl,Sven Bärtschi ,LW
202,Mark Letestu (C),Edmonton Oilers,78,16,19,35,0.45,17,-2,https://www.eliteprospects.com/player/11423/mark-letestu,2016-2015,nhl,Mark Letestu ,C
203,Andrew Cogliano (C/LW),Anaheim Ducks,82,16,19,35,0.43,26,11,https://www.eliteprospects.com/player/9187/andrew-cogliano,2016-2015,nhl,Andrew Cogliano ,C/LW
204,Brian Gionta (RW),Buffalo Sabres,82,15,20,35,0.43,22,-11,https://www.eliteprospects.com/player/9048/brian-gionta,2016-2015,nhl,Brian Gionta ,RW
205,André Burakovsky (LW/RW),Washington Capitals,64,12,23,35,0.55,14,13,https://www.eliteprospects.com/player/38705/andre-burakovsky,2016-2015,nhl,André Burakovsky ,LW/RW
206,Colin Wilson (LW/C),Nashville Predators,70,12,23,35,0.50,18,7,https://www.eliteprospects.com/player/9325/colin-wilson,2016-2015,nhl,Colin Wilson ,LW/C
207,Andrej Sekera (D),Edmonton Oilers,80,8,27,35,0.44,18,14,https://www.eliteprospects.com/player/9249/andrej-sekera,2016-2015,nhl,Andrej Sekera ,D
208,Colton Parayko (D),St. Louis Blues,81,4,31,35,0.43,32,7,https://www.eliteprospects.com/player/89411/colton-parayko,2016-2015,nhl,Colton Parayko ,D
209,Patrik Berglund (C),St. Louis Blues,82,23,11,34,0.42,32,-7,https://www.eliteprospects.com/player/3637/patrik-berglund,2016-2015,nhl,Patrik Berglund ,C
210,Boone Jenner (C),Columbus Blue Jackets,82,18,16,34,0.42,52,14,https://www.eliteprospects.com/player/45587/boone-jenner,2016-2015,nhl,Boone Jenner ,C
211,Brandon Sutter (C/RW),Vancouver Canucks,81,17,17,34,0.42,12,-20,https://www.eliteprospects.com/player/9339/brandon-sutter,2016-2015,nhl,Brandon Sutter ,C/RW
212,Tyler Toffoli (W/C),Los Angeles Kings,63,16,18,34,0.54,22,6,https://www.eliteprospects.com/player/23813/tyler-toffoli,2016-2015,nhl,Tyler Toffoli ,W/C
213,Tobias Rieder (W/C),Arizona Coyotes,80,16,18,34,0.43,6,-8,https://www.eliteprospects.com/player/34851/tobias-rieder,2016-2015,nhl,Tobias Rieder ,W/C
214,Sean Couturier (C),Philadelphia Flyers,66,14,20,34,0.52,33,12,https://www.eliteprospects.com/player/32885/sean-couturier,2016-2015,nhl,Sean Couturier ,C
215,Matt Dumba (D),Minnesota Wild,76,11,23,34,0.45,59,15,https://www.eliteprospects.com/player/53542/matt-dumba,2016-2015,nhl,Matt Dumba ,D
216,Nick Holden (D),New York Rangers,80,11,23,34,0.43,35,13,https://www.eliteprospects.com/player/11700/nick-holden,2016-2015,nhl,Nick Holden ,D
217,Kris Letang (D),Pittsburgh Penguins,41,5,29,34,0.83,32,2,https://www.eliteprospects.com/player/9189/kris-letang,2016-2015,nhl,Kris Letang ,D
218,Jaccob Slavin (D),Carolina Hurricanes,82,5,29,34,0.42,12,23,https://www.eliteprospects.com/player/97621/jaccob-slavin,2016-2015,nhl,Jaccob Slavin ,D
219,Jason Chimera (LW/RW),New York Islanders,82,20,13,33,0.40,40,1,https://www.eliteprospects.com/player/8762/jason-chimera,2016-2015,nhl,Jason Chimera ,LW/RW
220,Gabriel Landeskog (LW/RW),Colorado Avalanche,72,18,15,33,0.46,62,-25,https://www.eliteprospects.com/player/10393/gabriel-landeskog,2016-2015,nhl,Gabriel Landeskog ,LW/RW
221,Jake Guentzel (W/C),Pittsburgh Penguins,40,16,17,33,0.83,10,7,https://www.eliteprospects.com/player/199870/jake-guentzel,2016-2015,nhl,Jake Guentzel ,W/C
222,Christian Dvorak (LW/C),Arizona Coyotes,78,15,18,33,0.42,22,7,https://www.eliteprospects.com/player/194889/christian-dvorak,2016-2015,nhl,Christian Dvorak ,LW/C
223,Devin Shore (C),Dallas Stars,82,13,20,33,0.40,14,-4,https://www.eliteprospects.com/player/149937/devin-shore,2016-2015,nhl,Devin Shore ,C
224,Radek Faksa (C),Dallas Stars,80,12,21,33,0.41,67,-6,https://www.eliteprospects.com/player/98300/radek-faksa,2016-2015,nhl,Radek Faksa ,C
225,Jean-Gabriel Pageau (C),Ottawa Senators,82,12,21,33,0.40,24,13,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2016-2015,nhl,Jean-Gabriel Pageau ,C
226,Jacob Trouba (D),Winnipeg Jets,60,8,25,33,0.55,54,4,https://www.eliteprospects.com/player/90349/jacob-trouba,2016-2015,nhl,Jacob Trouba ,D
227,Dmitri Orlov (D),Washington Capitals,82,6,27,33,0.40,51,30,https://www.eliteprospects.com/player/17758/dmitri-orlov,2016-2015,nhl,Dmitri Orlov ,D
228,Markus Granlund (C/LW),Vancouver Canucks,69,19,13,32,0.46,14,-19,https://www.eliteprospects.com/player/19426/markus-granlund,2016-2015,nhl,Markus Granlund ,C/LW
229,Dylan Larkin (C),Detroit Red Wings,80,17,15,32,0.40,37,-28,https://www.eliteprospects.com/player/177693/dylan-larkin,2016-2015,nhl,Dylan Larkin ,C
230,Zack Smith (C/LW),Ottawa Senators,74,16,16,32,0.43,61,6,https://www.eliteprospects.com/player/14495/zack-smith,2016-2015,nhl,Zack Smith ,C/LW
231,Matt Moulson (LW/RW),Buffalo Sabres,81,14,18,32,0.40,10,-4,https://www.eliteprospects.com/player/9744/matt-moulson,2016-2015,nhl,Matt Moulson ,LW/RW
232,Ryan Dzingel (C/W),Ottawa Senators,81,14,18,32,0.40,30,7,https://www.eliteprospects.com/player/49315/ryan-dzingel,2016-2015,nhl,Ryan Dzingel ,C/W
233,Leo Komarov (W/C),Toronto Maple Leafs,82,14,18,32,0.39,31,6,https://www.eliteprospects.com/player/7617/leo-komarov,2016-2015,nhl,Leo Komarov ,W/C
234,Andrew Ladd (LW),New York Islanders,78,23,8,31,0.40,45,-14,https://www.eliteprospects.com/player/6668/andrew-ladd,2016-2015,nhl,Andrew Ladd ,LW
235,Ryan Hartman (RW/C),Chicago Blackhawks,76,19,12,31,0.41,70,13,https://www.eliteprospects.com/player/90345/ryan-hartman,2016-2015,nhl,Ryan Hartman ,RW/C
236,Alexandre Burrows (RW/LW),totals,75,15,16,31,0.41,62,3,https://www.eliteprospects.com/player/10224/alexandre-burrows,2016-2015,nhl,Alexandre Burrows ,RW/LW
237,Calle Järnkrok (C/W),Nashville Predators,81,15,16,31,0.38,25,-1,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2016-2015,nhl,Calle Järnkrok ,C/W
238,Matt Cullen (C),Pittsburgh Penguins,72,13,18,31,0.43,30,4,https://www.eliteprospects.com/player/8754/matt-cullen,2016-2015,nhl,Matt Cullen ,C
239,Michael Cammalleri (W/C),New Jersey Devils,61,10,21,31,0.51,21,-9,https://www.eliteprospects.com/player/9104/michael-cammalleri,2016-2015,nhl,Michael Cammalleri ,W/C
240,Damon Severson (D),New Jersey Devils,80,3,28,31,0.39,58,-31,https://www.eliteprospects.com/player/55867/damon-severson,2016-2015,nhl,Damon Severson ,D
241,Ryan Strome (C/RW),New York Islanders,69,13,17,30,0.44,40,-8,https://www.eliteprospects.com/player/44789/ryan-strome,2016-2015,nhl,Ryan Strome ,C/RW
242,Jay Beagle (C/RW),Washington Capitals,81,13,17,30,0.37,22,20,https://www.eliteprospects.com/player/14825/jay-beagle,2016-2015,nhl,Jay Beagle ,C/RW
243,Dion Phaneuf (D),Ottawa Senators,81,9,21,30,0.37,100,-6,https://www.eliteprospects.com/player/8564/dion-phaneuf,2016-2015,nhl,Dion Phaneuf ,D
244,Ivan Provorov (D),Philadelphia Flyers,82,6,24,30,0.37,34,-7,https://www.eliteprospects.com/player/242584/ivan-provorov,2016-2015,nhl,Ivan Provorov ,D
245,Andreas Athanasiou (C/W),Detroit Red Wings,64,18,11,29,0.45,28,-7,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2016-2015,nhl,Andreas Athanasiou ,C/W
246,Josh Anderson (RW/LW),Columbus Blue Jackets,78,17,12,29,0.37,89,12,https://www.eliteprospects.com/player/95853/josh-anderson,2016-2015,nhl,Josh Anderson ,RW/LW
247,Adam Lowry (C),Winnipeg Jets,82,15,14,29,0.35,52,1,https://www.eliteprospects.com/player/45633/adam-lowry,2016-2015,nhl,Adam Lowry ,C
248,Andrew Shaw (RW/C),Montréal Canadiens,68,12,17,29,0.43,110,4,https://www.eliteprospects.com/player/37671/andrew-shaw,2016-2015,nhl,Andrew Shaw ,RW/C
249,Craig Smith (RW/C),Nashville Predators,78,12,17,29,0.37,30,7,https://www.eliteprospects.com/player/27038/craig-smith,2016-2015,nhl,Craig Smith ,RW/C
250,Robby Fabbri (C/LW),St. Louis Blues,51,11,18,29,0.57,27,-16,https://www.eliteprospects.com/player/156923/robby-fabbri,2016-2015,nhl,Robby Fabbri ,C/LW
251,Derek Ryan (C/RW),Carolina Hurricanes,67,11,18,29,0.43,22,-8,https://www.eliteprospects.com/player/67660/derek-ryan,2016-2015,nhl,Derek Ryan ,C/RW
252,Brendan Gallagher (RW),Montréal Canadiens,64,10,19,29,0.45,39,7,https://www.eliteprospects.com/player/25705/brendan-gallagher,2016-2015,nhl,Brendan Gallagher ,RW
253,Zdeno Chára (D),Boston Bruins,75,10,19,29,0.39,59,18,https://www.eliteprospects.com/player/4530/zdeno-chara,2016-2015,nhl,Zdeno Chára ,D
254,Joel Ward (RW),San Jose Sharks,78,10,19,29,0.37,30,-2,https://www.eliteprospects.com/player/11014/joel-ward,2016-2015,nhl,Joel Ward ,RW
255,Chris Kunitz (LW),Pittsburgh Penguins,71,9,20,29,0.41,36,0,https://www.eliteprospects.com/player/8523/chris-kunitz,2016-2015,nhl,Chris Kunitz ,LW
256,Noah Hanifin (D),Carolina Hurricanes,81,4,25,29,0.36,26,-19,https://www.eliteprospects.com/player/177710/noah-hanifin,2016-2015,nhl,Noah Hanifin ,D
257,Artturi Lehkonen (LW),Montréal Canadiens,73,18,10,28,0.38,8,-1,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2016-2015,nhl,Artturi Lehkonen ,LW
258,Bryan Rust (RW/LW),Pittsburgh Penguins,57,15,13,28,0.49,8,4,https://www.eliteprospects.com/player/20708/bryan-rust,2016-2015,nhl,Bryan Rust ,RW/LW
259,Nick Ritchie (LW),Anaheim Ducks,77,14,14,28,0.36,62,4,https://www.eliteprospects.com/player/99036/nick-ritchie,2016-2015,nhl,Nick Ritchie ,LW
260,Pierre-Alexandre Parenteau (RW),totals,67,13,15,28,0.42,35,-18,https://www.eliteprospects.com/player/9520/pierre-alexandre-parenteau,2016-2015,nhl,Pierre-Alexandre Parenteau ,RW
261,Jussi Jokinen (W/C),Florida Panthers,69,11,17,28,0.41,39,-15,https://www.eliteprospects.com/player/2716/jussi-jokinen,2016-2015,nhl,Jussi Jokinen ,W/C
262,Travis Konecny (RW/LW),Philadelphia Flyers,70,11,17,28,0.40,49,-2,https://www.eliteprospects.com/player/205148/travis-konecny,2016-2015,nhl,Travis Konecny ,RW/LW
263,Vladislav Namestnikov (C/LW),Tampa Bay Lightning,74,10,18,28,0.38,31,-4,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2016-2015,nhl,Vladislav Namestnikov ,C/LW
264,Tomas Plekanec (C),Montréal Canadiens,78,10,18,28,0.36,24,10,https://www.eliteprospects.com/player/8668/tomas-plekanec,2016-2015,nhl,Tomas Plekanec ,C
265,Zach Hyman (W/C),Toronto Maple Leafs,82,10,18,28,0.34,30,2,https://www.eliteprospects.com/player/75045/zach-hyman,2016-2015,nhl,Zach Hyman ,W/C
266,Antoine Vermette (C),Anaheim Ducks,72,9,19,28,0.39,42,-7,https://www.eliteprospects.com/player/8840/antoine-vermette,2016-2015,nhl,Antoine Vermette ,C
267,Jason Demers (D),Florida Panthers,81,9,19,28,0.35,53,-14,https://www.eliteprospects.com/player/12154/jason-demers,2016-2015,nhl,Jason Demers ,D
268,Jake Muzzin (D),Los Angeles Kings,82,9,19,28,0.34,46,-21,https://www.eliteprospects.com/player/13614/jake-muzzin,2016-2015,nhl,Jake Muzzin ,D
269,Jeff Petry (D),Montréal Canadiens,80,8,20,28,0.35,22,3,https://www.eliteprospects.com/player/12265/jeff-petry,2016-2015,nhl,Jeff Petry ,D
270,Nick Schmaltz (C/RW),Chicago Blackhawks,61,6,22,28,0.46,6,10,https://www.eliteprospects.com/player/156966/nick-schmaltz,2016-2015,nhl,Nick Schmaltz ,C/RW
271,Marc-Édouard Vlasic (D),San Jose Sharks,75,6,22,28,0.37,35,4,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2016-2015,nhl,Marc-Édouard Vlasic ,D
272,Nathan Beaulieu (D),Montréal Canadiens,74,4,24,28,0.38,44,8,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2016-2015,nhl,Nathan Beaulieu ,D
273,Jimmy Vesey (LW),New York Rangers,80,16,11,27,0.34,26,-13,https://www.eliteprospects.com/player/121865/jimmy-vesey,2016-2015,nhl,Jimmy Vesey ,LW
274,Jarome Iginla (RW),totals,80,14,13,27,0.34,70,-30,https://www.eliteprospects.com/player/9036/jarome-iginla,2016-2015,nhl,Jarome Iginla ,RW
275,Antoine Roussel (LW/C),Dallas Stars,60,12,15,27,0.45,115,1,https://www.eliteprospects.com/player/12125/antoine-roussel,2016-2015,nhl,Antoine Roussel ,LW/C
276,Mark Streit (D),totals,68,6,21,27,0.40,28,-12,https://www.eliteprospects.com/player/4092/mark-streit,2016-2015,nhl,Mark Streit ,D
277,Shane Doan (RW),Arizona Coyotes,74,6,21,27,0.37,48,-3,https://www.eliteprospects.com/player/9137/shane-doan,2016-2015,nhl,Shane Doan ,RW
278,Morgan Rielly (D),Toronto Maple Leafs,76,6,21,27,0.36,21,-20,https://www.eliteprospects.com/player/41184/morgan-rielly,2016-2015,nhl,Morgan Rielly ,D
279,Erik Haula (LW/C),Minnesota Wild,72,15,11,26,0.36,28,5,https://www.eliteprospects.com/player/16042/erik-haula,2016-2015,nhl,Erik Haula ,LW/C
280,Sam Bennett (C/LW),Calgary Flames,81,13,13,26,0.32,75,-16,https://www.eliteprospects.com/player/189371/sam-bennett,2016-2015,nhl,Sam Bennett ,C/LW
281,Jonathan Huberdeau (LW),Florida Panthers,31,10,16,26,0.84,13,-2,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,2016-2015,nhl,Jonathan Huberdeau ,LW
282,Mikkel Bødker (LW/RW),San Jose Sharks,81,10,16,26,0.32,10,0,https://www.eliteprospects.com/player/5996/mikkel-bodker,2016-2015,nhl,Mikkel Bødker ,LW/RW
283,Scott Wilson (C/LW),Pittsburgh Penguins,78,8,18,26,0.33,32,0,https://www.eliteprospects.com/player/62534/scott-wilson,2016-2015,nhl,Scott Wilson ,C/LW
284,Ian Cole (D),Pittsburgh Penguins,81,5,21,26,0.32,72,26,https://www.eliteprospects.com/player/11456/ian-cole,2016-2015,nhl,Ian Cole ,D
285,Paul Martin (D),San Jose Sharks,81,4,22,26,0.32,20,10,https://www.eliteprospects.com/player/8778/paul-martin,2016-2015,nhl,Paul Martin ,D
286,Micheal Ferland (LW/RW),Calgary Flames,76,15,10,25,0.33,50,-1,https://www.eliteprospects.com/player/45473/micheal-ferland,2016-2015,nhl,Micheal Ferland ,LW/RW
287,Bobby Ryan (RW/LW),Ottawa Senators,62,13,12,25,0.40,24,-3,https://www.eliteprospects.com/player/9210/bobby-ryan,2016-2015,nhl,Bobby Ryan ,RW/LW
288,Troy Brouwer (RW/LW),Calgary Flames,74,13,12,25,0.34,31,-11,https://www.eliteprospects.com/player/10669/troy-brouwer,2016-2015,nhl,Troy Brouwer ,RW/LW
289,Brian Boyle (C/LW),totals,75,13,12,25,0.33,66,3,https://www.eliteprospects.com/player/11429/brian-boyle,2016-2015,nhl,Brian Boyle ,C/LW
290,Daniel Winnik (W/C),Washington Capitals,72,12,13,25,0.35,49,15,https://www.eliteprospects.com/player/11480/daniel-winnik,2016-2015,nhl,Daniel Winnik ,W/C
291,Lars Eller (C),Washington Capitals,81,12,13,25,0.31,36,15,https://www.eliteprospects.com/player/5995/lars-eller,2016-2015,nhl,Lars Eller ,C
292,Jordan Martinook (W/C),Arizona Coyotes,77,11,14,25,0.33,40,-8,https://www.eliteprospects.com/player/44271/jordan-martinook,2016-2015,nhl,Jordan Martinook ,W/C
293,Dominic Moore (C),Boston Bruins,82,11,14,25,0.31,44,2,https://www.eliteprospects.com/player/8964/dominic-moore,2016-2015,nhl,Dominic Moore ,C
294,Casey Cizikas (C),New York Islanders,59,8,17,25,0.42,30,9,https://www.eliteprospects.com/player/14960/casey-cizikas,2016-2015,nhl,Casey Cizikas ,C
295,William Karlsson (C),Columbus Blue Jackets,81,6,19,25,0.31,10,10,https://www.eliteprospects.com/player/19432/william-karlsson,2016-2015,nhl,William Karlsson ,C
296,Calvin de Haan (D),New York Islanders,82,5,20,25,0.31,36,15,https://www.eliteprospects.com/player/23814/calvin-de-haan,2016-2015,nhl,Calvin de Haan ,D
297,Mike Ribeiro (C),Nashville Predators,46,4,21,25,0.54,14,-5,https://www.eliteprospects.com/player/8715/mike-ribeiro,2016-2015,nhl,Mike Ribeiro ,C
298,Jonas Brodin (D),Minnesota Wild,68,3,22,25,0.37,20,5,https://www.eliteprospects.com/player/19980/jonas-brodin,2016-2015,nhl,Jonas Brodin ,D
299,Brett Ritchie (RW),Dallas Stars,78,16,8,24,0.31,38,11,https://www.eliteprospects.com/player/45554/brett-ritchie,2016-2015,nhl,Brett Ritchie ,RW
300,Alex Chiasson (RW/C),Calgary Flames,81,12,12,24,0.30,46,-6,https://www.eliteprospects.com/player/32978/alex-chiasson,2016-2015,nhl,Alex Chiasson ,RW/C
301,Trevor Lewis (C/RW),Los Angeles Kings,82,12,12,24,0.29,30,-6,https://www.eliteprospects.com/player/10461/trevor-lewis,2016-2015,nhl,Trevor Lewis ,C/RW
302,Loui Eriksson (W/C),Vancouver Canucks,65,11,13,24,0.37,8,-9,https://www.eliteprospects.com/player/683/loui-eriksson,2016-2015,nhl,Loui Eriksson ,W/C
303,Anthony Beauvillier (LW/C),New York Islanders,66,9,15,24,0.36,10,1,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2016-2015,nhl,Anthony Beauvillier ,LW/C
304,Colton Sceviour (C/W),Florida Panthers,80,9,15,24,0.30,25,-16,https://www.eliteprospects.com/player/12557/colton-sceviour,2016-2015,nhl,Colton Sceviour ,C/W
305,Pavel Zacha (C/LW),New Jersey Devils,70,8,16,24,0.34,19,-17,https://www.eliteprospects.com/player/130786/pavel-zacha,2016-2015,nhl,Pavel Zacha ,C/LW
306,Sven Andrighetto (W/C),totals,46,7,17,24,0.52,12,1,https://www.eliteprospects.com/player/70426/sven-andrighetto,2016-2015,nhl,Sven Andrighetto ,W/C
307,Zack Kassian (RW),Edmonton Oilers,79,7,17,24,0.30,101,4,https://www.eliteprospects.com/player/15390/zack-kassian,2016-2015,nhl,Zack Kassian ,RW
308,Troy Stecher (D),Vancouver Canucks,71,3,21,24,0.34,25,-16,https://www.eliteprospects.com/player/59042/troy-stecher,2016-2015,nhl,Troy Stecher ,D
309,Sami Vatanen (D),Anaheim Ducks,71,3,21,24,0.34,30,3,https://www.eliteprospects.com/player/16044/sami-vatanen,2016-2015,nhl,Sami Vatanen ,D
310,Brett Connolly (RW),Washington Capitals,66,15,8,23,0.35,40,20,https://www.eliteprospects.com/player/23297/brett-connolly,2016-2015,nhl,Brett Connolly ,RW
311,Marcus Foligno (LW/RW),Buffalo Sabres,80,13,10,23,0.29,73,-1,https://www.eliteprospects.com/player/18601/marcus-foligno,2016-2015,nhl,Marcus Foligno ,LW/RW
