,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
470,Tommy Wingels (C/W),totals,73,7,5,12,0.16,27,-11,https://www.eliteprospects.com/player/19230/tommy-wingels,2016-2015,nhl,Tommy Wingels ,C/W
471,Joakim Nordström (C/LW),Carolina Hurricanes,82,7,5,12,0.15,17,-12,https://www.eliteprospects.com/player/18332/joakim-nordstrom,2016-2015,nhl,Joakim Nordström ,C/LW
472,Kyle Clifford (LW),Los Angeles Kings,73,6,6,12,0.16,92,-2,https://www.eliteprospects.com/player/15480/kyle-clifford,2016-2015,nhl,Kyle Clifford ,LW
473,Ivan Barbashev (C/W),St. Louis Blues,30,5,7,12,0.40,2,5,https://www.eliteprospects.com/player/108659/ivan-barbashev,2016-2015,nhl,Ivan Barbashev ,C/W
474,Peter Holland (C),totals,48,5,7,12,0.25,22,-16,https://www.eliteprospects.com/player/24654/peter-holland,2016-2015,nhl,Peter Holland ,C
475,Lawson Crouse (LW),Arizona Coyotes,72,5,7,12,0.17,48,-20,https://www.eliteprospects.com/player/205155/lawson-crouse,2016-2015,nhl,Lawson Crouse ,LW
476,Braydon Coburn (D),Tampa Bay Lightning,80,5,7,12,0.15,50,-1,https://www.eliteprospects.com/player/9477/braydon-coburn,2016-2015,nhl,Braydon Coburn ,D
477,Chris Kelly (C/LW),Ottawa Senators,82,5,7,12,0.15,23,-17,https://www.eliteprospects.com/player/9013/chris-kelly,2016-2015,nhl,Chris Kelly ,C/LW
478,Devin Setoguchi (RW),Los Angeles Kings,45,4,8,12,0.27,14,-5,https://www.eliteprospects.com/player/9360/devin-setoguchi,2016-2015,nhl,Devin Setoguchi ,RW
479,Josh Jooris (C/RW),totals,54,4,8,12,0.22,16,-2,https://www.eliteprospects.com/player/76087/josh-jooris,2016-2015,nhl,Josh Jooris ,C/RW
480,Patrick Wiercioch (D),Colorado Avalanche,57,4,8,12,0.21,23,-18,https://www.eliteprospects.com/player/15528/patrick-wiercioch,2016-2015,nhl,Patrick Wiercioch ,D
481,Danny DeKeyser (D),Detroit Red Wings,82,4,8,12,0.15,33,-22,https://www.eliteprospects.com/player/46947/danny-dekeyser,2016-2015,nhl,Danny DeKeyser ,D
482,Cody Eakin (C),Dallas Stars,60,3,9,12,0.20,49,-7,https://www.eliteprospects.com/player/23166/cody-eakin,2016-2015,nhl,Cody Eakin ,C
483,Brandon Manning (D),Philadelphia Flyers,65,3,9,12,0.19,83,-12,https://www.eliteprospects.com/player/23346/brandon-manning,2016-2015,nhl,Brandon Manning ,D
484,Xavier Ouellet (D),Detroit Red Wings,66,3,9,12,0.18,51,2,https://www.eliteprospects.com/player/45164/xavier-ouellet,2016-2015,nhl,Xavier Ouellet ,D
485,Micheal Haley (C/W),San Jose Sharks,58,2,10,12,0.21,128,6,https://www.eliteprospects.com/player/14655/micheal-haley,2016-2015,nhl,Micheal Haley ,C/W
486,Ben Chiarot (D),Winnipeg Jets,59,2,10,12,0.20,33,2,https://www.eliteprospects.com/player/33875/ben-chiarot,2016-2015,nhl,Ben Chiarot ,D
487,Marc Methot (D),Ottawa Senators,68,0,12,12,0.18,24,13,https://www.eliteprospects.com/player/10993/marc-methot,2016-2015,nhl,Marc Methot ,D
488,Tyler Pitlick (C/RW),Edmonton Oilers,31,8,3,11,0.36,6,0,https://www.eliteprospects.com/player/40064/tyler-pitlick,2016-2015,nhl,Tyler Pitlick ,C/RW
489,Michael Raffl (LW/RW),Philadelphia Flyers,52,8,3,11,0.21,20,-7,https://www.eliteprospects.com/player/15216/michael-raffl,2016-2015,nhl,Michael Raffl ,LW/RW
490,Johan Larsson (C/LW),Buffalo Sabres,36,6,5,11,0.31,20,-7,https://www.eliteprospects.com/player/9009/johan-larsson,2016-2015,nhl,Johan Larsson ,C/LW
491,Eric Fehr (C/RW),totals,53,6,5,11,0.21,14,2,https://www.eliteprospects.com/player/10352/eric-fehr,2016-2015,nhl,Eric Fehr ,C/RW
492,Darnell Nurse (D),Edmonton Oilers,44,5,6,11,0.25,33,0,https://www.eliteprospects.com/player/97352/darnell-nurse,2016-2015,nhl,Darnell Nurse ,D
493,Marko Dano (LW/C),Winnipeg Jets,38,4,7,11,0.29,10,0,https://www.eliteprospects.com/player/94946/marko-dano,2016-2015,nhl,Marko Dano ,LW/C
494,Roman Polák (D),Toronto Maple Leafs,75,4,7,11,0.15,65,10,https://www.eliteprospects.com/player/9621/roman-polak,2016-2015,nhl,Roman Polák ,D
495,Jiri Hudler (LW),Dallas Stars,32,3,8,11,0.34,4,-3,https://www.eliteprospects.com/player/6665/jiri-hudler,2016-2015,nhl,Jiri Hudler ,LW
496,Fredrik Claesson (D),Ottawa Senators,33,3,8,11,0.33,4,5,https://www.eliteprospects.com/player/14412/fredrik-claesson,2016-2015,nhl,Fredrik Claesson ,D
497,Adam Clendening (D),New York Rangers,31,2,9,11,0.36,17,3,https://www.eliteprospects.com/player/20714/adam-clendening,2016-2015,nhl,Adam Clendening ,D
498,Zach Bogosian (D),Buffalo Sabres,56,2,9,11,0.20,46,-17,https://www.eliteprospects.com/player/14440/zach-bogosian,2016-2015,nhl,Zach Bogosian ,D
499,Ryan Murray (D),Columbus Blue Jackets,60,2,9,11,0.18,24,3,https://www.eliteprospects.com/player/41768/ryan-murray,2016-2015,nhl,Ryan Murray ,D
500,Dmitrij Jaskin (RW/LW),St. Louis Blues,51,1,10,11,0.22,18,5,https://www.eliteprospects.com/player/65564/dmitrij-jaskin,2016-2015,nhl,Dmitrij Jaskin ,RW/LW
501,Jake Dotchin (D),Tampa Bay Lightning,35,0,11,11,0.31,35,10,https://www.eliteprospects.com/player/96063/jake-dotchin,2016-2015,nhl,Jake Dotchin ,D
502,Stefan Noesen (RW),totals,44,8,2,10,0.23,24,6,https://www.eliteprospects.com/player/45567/stefan-noesen,2016-2015,nhl,Stefan Noesen ,RW
503,Colton Sissons (C/RW),Nashville Predators,58,8,2,10,0.17,12,11,https://www.eliteprospects.com/player/48393/colton-sissons,2016-2015,nhl,Colton Sissons ,C/RW
504,Reid Boucher (LW/RW),totals,39,6,4,10,0.26,8,-6,https://www.eliteprospects.com/player/38620/reid-boucher,2016-2015,nhl,Reid Boucher ,LW/RW
505,Denis Malgin (C/W),Florida Panthers,47,6,4,10,0.21,8,-5,https://www.eliteprospects.com/player/117376/denis-malgin,2016-2015,nhl,Denis Malgin ,C/W
506,Brian Flynn (C/W),Montréal Canadiens,51,6,4,10,0.20,4,2,https://www.eliteprospects.com/player/33228/brian-flynn,2016-2015,nhl,Brian Flynn ,C/W
507,Josh Ho-Sang (RW),New York Islanders,21,4,6,10,0.48,12,1,https://www.eliteprospects.com/player/161290/josh-ho-sang,2016-2015,nhl,Josh Ho-Sang ,RW
508,Anton Slepyshev (LW),Edmonton Oilers,41,4,6,10,0.24,4,5,https://www.eliteprospects.com/player/117748/anton-slepyshev,2016-2015,nhl,Anton Slepyshev ,LW
509,Cédric Paquette (C),Tampa Bay Lightning,58,4,6,10,0.17,80,-6,https://www.eliteprospects.com/player/128521/cedric-paquette,2016-2015,nhl,Cédric Paquette ,C
510,Joseph Cramarossa (C/LW),totals,59,4,6,10,0.17,60,0,https://www.eliteprospects.com/player/45600/joseph-cramarossa,2016-2015,nhl,Joseph Cramarossa ,C/LW
511,Stephen Johns (D),Dallas Stars,61,4,6,10,0.16,36,-10,https://www.eliteprospects.com/player/20711/stephen-johns,2016-2015,nhl,Stephen Johns ,D
512,Adam Pelech (D),New York Islanders,44,3,7,10,0.23,6,-5,https://www.eliteprospects.com/player/89694/adam-pelech,2016-2015,nhl,Adam Pelech ,D
513,Logan Shaw (RW/C),Anaheim Ducks,55,3,7,10,0.18,10,3,https://www.eliteprospects.com/player/37280/logan-shaw,2016-2015,nhl,Logan Shaw ,RW/C
514,Marc Staal (D),New York Rangers,72,3,7,10,0.14,34,9,https://www.eliteprospects.com/player/9183/marc-staal,2016-2015,nhl,Marc Staal ,D
515,Josh Leivo (LW/RW),Toronto Maple Leafs,13,2,8,10,0.77,4,2,https://www.eliteprospects.com/player/88692/josh-leivo,2016-2015,nhl,Josh Leivo ,LW/RW
516,Chad Ruhwedel (D),Pittsburgh Penguins,34,2,8,10,0.29,8,9,https://www.eliteprospects.com/player/37927/chad-ruhwedel,2016-2015,nhl,Chad Ruhwedel ,D
517,Christopher Tanev (D),Vancouver Canucks,53,2,8,10,0.19,14,3,https://www.eliteprospects.com/player/39601/christopher-tanev,2016-2015,nhl,Christopher Tanev ,D
518,Alexei Yemelin (D),Montréal Canadiens,76,2,8,10,0.13,71,1,https://www.eliteprospects.com/player/9253/alexei-yemelin,2016-2015,nhl,Alexei Yemelin ,D
519,Adam McQuaid (D),Boston Bruins,77,2,8,10,0.13,71,4,https://www.eliteprospects.com/player/11321/adam-mcquaid,2016-2015,nhl,Adam McQuaid ,D
520,Brenden Dillon (D),San Jose Sharks,81,2,8,10,0.12,60,-2,https://www.eliteprospects.com/player/23790/brenden-dillon,2016-2015,nhl,Brenden Dillon ,D
521,Jacob Josefson (C),New Jersey Devils,38,1,9,10,0.26,16,-1,https://www.eliteprospects.com/player/7655/jacob-josefson,2016-2015,nhl,Jacob Josefson ,C
522,Nikita Zadorov (D),Colorado Avalanche,56,0,10,10,0.18,73,-20,https://www.eliteprospects.com/player/108648/nikita-zadorov,2016-2015,nhl,Nikita Zadorov ,D
523,Tyler Graovac (C),Minnesota Wild,52,7,2,9,0.17,10,7,https://www.eliteprospects.com/player/45582/tyler-graovac,2016-2015,nhl,Tyler Graovac ,C
524,Matt Puempel (LW),totals,40,6,3,9,0.23,11,-11,https://www.eliteprospects.com/player/45571/matt-puempel,2016-2015,nhl,Matt Puempel ,LW
525,Brad Richardson (RW/C),Arizona Coyotes,16,5,4,9,0.56,15,-1,https://www.eliteprospects.com/player/10211/brad-richardson,2016-2015,nhl,Brad Richardson ,RW/C
526,Jack Skille (RW/LW),Vancouver Canucks,55,5,4,9,0.16,12,0,https://www.eliteprospects.com/player/9217/jack-skille,2016-2015,nhl,Jack Skille ,RW/LW
527,Nikita Soshnikov (LW/RW),Toronto Maple Leafs,56,5,4,9,0.16,16,1,https://www.eliteprospects.com/player/94676/nikita-soshnikov,2016-2015,nhl,Nikita Soshnikov ,LW/RW
528,Matt Martin (LW),Toronto Maple Leafs,82,5,4,9,0.11,123,0,https://www.eliteprospects.com/player/19225/matt-martin,2016-2015,nhl,Matt Martin ,LW
529,Devante Smith-Pelly (RW),New Jersey Devils,53,4,5,9,0.17,12,-19,https://www.eliteprospects.com/player/32728/devante-smith-pelly,2016-2015,nhl,Devante Smith-Pelly ,RW
530,Michael Chaput (C),Vancouver Canucks,68,4,5,9,0.13,29,-12,https://www.eliteprospects.com/player/37543/michael-chaput,2016-2015,nhl,Michael Chaput ,C
531,Joseph Blandisi (C/RW),New Jersey Devils,27,3,6,9,0.33,26,-10,https://www.eliteprospects.com/player/99041/joseph-blandisi,2016-2015,nhl,Joseph Blandisi ,C/RW
532,Nail Yakupov (RW/LW),St. Louis Blues,40,3,6,9,0.23,14,-3,https://www.eliteprospects.com/player/21228/nail-yakupov,2016-2015,nhl,Nail Yakupov ,RW/LW
533,Brendan Smith (D),totals,51,3,6,9,0.18,63,1,https://www.eliteprospects.com/player/12506/brendan-smith,2016-2015,nhl,Brendan Smith ,D
534,Scott Mayfield (D),New York Islanders,25,2,7,9,0.36,35,-1,https://www.eliteprospects.com/player/45906/scott-mayfield,2016-2015,nhl,Scott Mayfield ,D
535,Daniel Carr (LW/RW),Montréal Canadiens,33,2,7,9,0.27,6,4,https://www.eliteprospects.com/player/39435/daniel-carr,2016-2015,nhl,Daniel Carr ,LW/RW
536,Shea Theodore (D),Anaheim Ducks,34,2,7,9,0.27,28,-6,https://www.eliteprospects.com/player/101581/shea-theodore,2016-2015,nhl,Shea Theodore ,D
537,Mike Sgarbossa (C),totals,38,2,7,9,0.24,9,-5,https://www.eliteprospects.com/player/23663/mike-sgarbossa,2016-2015,nhl,Mike Sgarbossa ,C
538,Johnny Oduya (D),totals,52,2,7,9,0.17,18,-4,https://www.eliteprospects.com/player/1015/johnny-oduya,2016-2015,nhl,Johnny Oduya ,D
539,Nikita Tryamkin (D),Vancouver Canucks,66,2,7,9,0.14,64,-7,https://www.eliteprospects.com/player/123119/nikita-tryamkin,2016-2015,nhl,Nikita Tryamkin ,D
540,Greg Pateryn (D),totals,36,1,8,9,0.25,10,-1,https://www.eliteprospects.com/player/15526/greg-pateryn,2016-2015,nhl,Greg Pateryn ,D
541,Jonathan Ericsson (D),Detroit Red Wings,51,1,8,9,0.18,63,-2,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2016-2015,nhl,Jonathan Ericsson ,D
542,Jason Garrison (D),Tampa Bay Lightning,70,1,8,9,0.13,14,-8,https://www.eliteprospects.com/player/24173/jason-garrison,2016-2015,nhl,Jason Garrison ,D
543,Yanni Gourde (C/W),Tampa Bay Lightning,20,6,2,8,0.40,8,-1,https://www.eliteprospects.com/player/37303/yanni-gourde,2016-2015,nhl,Yanni Gourde ,C/W
544,William Carrier (LW),Buffalo Sabres,41,5,3,8,0.20,21,-1,https://www.eliteprospects.com/player/88662/william-carrier,2016-2015,nhl,William Carrier ,LW
545,Jay McClement (C/D),Carolina Hurricanes,65,5,3,8,0.12,18,-8,https://www.eliteprospects.com/player/9517/jay-mcclement,2016-2015,nhl,Jay McClement ,C/D
546,Zach Sanford (LW),totals,39,4,4,8,0.21,10,2,https://www.eliteprospects.com/player/242077/zach-sanford,2016-2015,nhl,Zach Sanford ,LW
547,Jordan Nolan (C/LW),Los Angeles Kings,46,4,4,8,0.17,44,-3,https://www.eliteprospects.com/player/23805/jordan-nolan,2016-2015,nhl,Jordan Nolan ,C/LW
548,Jayson Megna (C),Vancouver Canucks,58,4,4,8,0.14,6,-4,https://www.eliteprospects.com/player/46027/jayson-megna,2016-2015,nhl,Jayson Megna ,C
549,Joe Colborne (C/W),Colorado Avalanche,62,4,4,8,0.13,34,-21,https://www.eliteprospects.com/player/18593/joe-colborne,2016-2015,nhl,Joe Colborne ,C/W
550,Dennis Rasmussen (C),Chicago Blackhawks,68,4,4,8,0.12,12,-4,https://www.eliteprospects.com/player/9985/dennis-rasmussen,2016-2015,nhl,Dennis Rasmussen ,C
551,Pierre-Édouard Bellemare (C/LW),Philadelphia Flyers,82,4,4,8,0.10,20,-1,https://www.eliteprospects.com/player/8339/pierre-edouard-bellemare,2016-2015,nhl,Pierre-Édouard Bellemare ,C/LW
552,Matt Beleskey (LW),Boston Bruins,49,3,5,8,0.16,47,-10,https://www.eliteprospects.com/player/9338/matt-beleskey,2016-2015,nhl,Matt Beleskey ,LW
553,Michal Kempný (D),Chicago Blackhawks,50,2,6,8,0.16,22,1,https://www.eliteprospects.com/player/18088/michal-kempny,2016-2015,nhl,Michal Kempný ,D
554,Christian Folin (D),Minnesota Wild,51,2,6,8,0.16,26,10,https://www.eliteprospects.com/player/9799/christian-folin,2016-2015,nhl,Christian Folin ,D
555,Connor Carrick (D),Toronto Maple Leafs,67,2,6,8,0.12,51,8,https://www.eliteprospects.com/player/90348/connor-carrick,2016-2015,nhl,Connor Carrick ,D
556,Dylan DeMelo (D),San Jose Sharks,25,1,7,8,0.32,14,2,https://www.eliteprospects.com/player/45603/dylan-demelo,2016-2015,nhl,Dylan DeMelo ,D
557,Jesse Puljujärvi (RW),Edmonton Oilers,28,1,7,8,0.29,10,5,https://www.eliteprospects.com/player/152117/jesse-puljujarvi,2016-2015,nhl,Jesse Puljujärvi ,RW
558,Alexei Marchenko (D),totals,41,1,7,8,0.20,12,7,https://www.eliteprospects.com/player/40249/alexei-marchenko,2016-2015,nhl,Alexei Marchenko ,D
559,Yannick Weber (D),Nashville Predators,73,1,7,8,0.11,25,1,https://www.eliteprospects.com/player/10615/yannick-weber,2016-2015,nhl,Yannick Weber ,D
560,Luke Schenn (D),Arizona Coyotes,78,1,7,8,0.10,85,-9,https://www.eliteprospects.com/player/11400/luke-schenn,2016-2015,nhl,Luke Schenn ,D
561,Paul LaDue (D),Los Angeles Kings,22,0,8,8,0.36,4,-5,https://www.eliteprospects.com/player/90101/paul-ladue,2016-2015,nhl,Paul LaDue ,D
562,Justin Falk (D),Buffalo Sabres,52,0,8,8,0.15,29,-3,https://www.eliteprospects.com/player/12543/justin-falk,2016-2015,nhl,Justin Falk ,D
563,Chris Wagner (RW/C),Anaheim Ducks,43,6,1,7,0.16,6,2,https://www.eliteprospects.com/player/39429/chris-wagner,2016-2015,nhl,Chris Wagner ,RW/C
564,Jamie Oleksiak (D),Dallas Stars,41,5,2,7,0.17,37,-4,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2016-2015,nhl,Jamie Oleksiak ,D
565,Drew Miller (LW/RW),Detroit Red Wings,55,5,2,7,0.13,18,-12,https://www.eliteprospects.com/player/11405/drew-miller,2016-2015,nhl,Drew Miller ,LW/RW
566,Ales Hemsky (RW),Dallas Stars,15,4,3,7,0.47,0,-1,https://www.eliteprospects.com/player/8600/ales-hemsky,2016-2015,nhl,Ales Hemsky ,RW
567,Tyler Motte (C/W),Chicago Blackhawks,33,4,3,7,0.21,14,2,https://www.eliteprospects.com/player/151824/tyler-motte,2016-2015,nhl,Tyler Motte ,C/W
568,Matt Hendricks (LW/C),Edmonton Oilers,42,4,3,7,0.17,29,-3,https://www.eliteprospects.com/player/11554/matt-hendricks,2016-2015,nhl,Matt Hendricks ,LW/C
569,Nick Lappin (C/RW),New Jersey Devils,43,4,3,7,0.16,17,-17,https://www.eliteprospects.com/player/46009/nick-lappin,2016-2015,nhl,Nick Lappin ,C/RW
570,Joel Eriksson Ek (C),Minnesota Wild,15,3,4,7,0.47,4,1,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2016-2015,nhl,Joel Eriksson Ek ,C
571,Carter Rowney (RW/C),Pittsburgh Penguins,27,3,4,7,0.26,4,2,https://www.eliteprospects.com/player/23959/carter-rowney,2016-2015,nhl,Carter Rowney ,RW/C
572,Greg McKegg (C/W),totals,46,3,4,7,0.15,22,-3,https://www.eliteprospects.com/player/31283/greg-mckegg,2016-2015,nhl,Greg McKegg ,C/W
573,Steve Ott (C/W),totals,53,3,4,7,0.13,80,-8,https://www.eliteprospects.com/player/8944/steve-ott,2016-2015,nhl,Steve Ott ,C/W
574,Lance Bouma (LW/C),Calgary Flames,61,3,4,7,0.12,35,-2,https://www.eliteprospects.com/player/16499/lance-bouma,2016-2015,nhl,Lance Bouma ,LW/C
575,Andreas Martinsen (LW/RW),totals,64,3,4,7,0.11,32,-14,https://www.eliteprospects.com/player/11958/andreas-martinsen,2016-2015,nhl,Andreas Martinsen ,LW/RW
576,John Mitchell (C/LW),Colorado Avalanche,65,3,4,7,0.11,45,-12,https://www.eliteprospects.com/player/11487/john-mitchell,2016-2015,nhl,John Mitchell ,C/LW
577,Korbinian Holzer (D),Anaheim Ducks,32,2,5,7,0.22,23,0,https://www.eliteprospects.com/player/12276/korbinian-holzer,2016-2015,nhl,Korbinian Holzer ,D
578,Steven Santini (D),New Jersey Devils,38,2,5,7,0.18,14,-6,https://www.eliteprospects.com/player/96780/steven-santini,2016-2015,nhl,Steven Santini ,D
579,Nate Prosser (D),Minnesota Wild,39,2,5,7,0.18,12,0,https://www.eliteprospects.com/player/38197/nate-prosser,2016-2015,nhl,Nate Prosser ,D
580,Markus Nutivaara (D),Columbus Blue Jackets,66,2,5,7,0.11,6,7,https://www.eliteprospects.com/player/47273/markus-nutivaara,2016-2015,nhl,Markus Nutivaara ,D
581,Remi Elie (LW/C),Dallas Stars,18,1,6,7,0.39,8,5,https://www.eliteprospects.com/player/127847/remi-elie,2016-2015,nhl,Remi Elie ,LW/C
582,Martin Marincin (D),Toronto Maple Leafs,25,1,6,7,0.28,16,3,https://www.eliteprospects.com/player/34750/martin-marincin,2016-2015,nhl,Martin Marincin ,D
583,Ryan Sproul (D),Detroit Red Wings,27,1,6,7,0.26,6,-8,https://www.eliteprospects.com/player/62407/ryan-sproul,2016-2015,nhl,Ryan Sproul ,D
584,Jared McCann (C/LW),Florida Panthers,29,1,6,7,0.24,4,-1,https://www.eliteprospects.com/player/189369/jared-mccann,2016-2015,nhl,Jared McCann ,C/LW
585,Phil Di Giuseppe (LW/RW),Carolina Hurricanes,36,1,6,7,0.19,15,-12,https://www.eliteprospects.com/player/62746/phil-di-giuseppe,2016-2015,nhl,Phil Di Giuseppe ,LW/RW
586,Kevin Gravel (D),Los Angeles Kings,49,1,6,7,0.14,6,3,https://www.eliteprospects.com/player/35674/kevin-gravel,2016-2015,nhl,Kevin Gravel ,D
587,Olli Määttä (D),Pittsburgh Penguins,55,1,6,7,0.13,12,17,https://www.eliteprospects.com/player/43543/olli-maatta,2016-2015,nhl,Olli Määttä ,D
588,Ben Lovejoy (D),New Jersey Devils,82,1,6,7,0.09,39,-7,https://www.eliteprospects.com/player/13404/ben-lovejoy,2016-2015,nhl,Ben Lovejoy ,D
589,Taylor Fedun (D),Buffalo Sabres,27,0,7,7,0.26,16,3,https://www.eliteprospects.com/player/34064/taylor-fedun,2016-2015,nhl,Taylor Fedun ,D
590,Anthony Bitetto (D),Nashville Predators,29,0,7,7,0.24,25,-1,https://www.eliteprospects.com/player/37758/anthony-bitetto,2016-2015,nhl,Anthony Bitetto ,D
591,Cody McLeod (LW),totals,59,5,1,6,0.10,145,-3,https://www.eliteprospects.com/player/10411/cody-mcleod,2016-2015,nhl,Cody McLeod ,LW
592,Evan Rodrigues (C/W),Buffalo Sabres,30,4,2,6,0.20,4,-7,https://www.eliteprospects.com/player/62525/evan-rodrigues,2016-2015,nhl,Evan Rodrigues ,C/W
593,Roman Lyubimov (LW/RW),Philadelphia Flyers,47,4,2,6,0.13,8,-2,https://www.eliteprospects.com/player/42434/roman-lyubimov,2016-2015,nhl,Roman Lyubimov ,LW/RW
594,Gemel Smith (C/W),Dallas Stars,17,3,3,6,0.35,21,-1,https://www.eliteprospects.com/player/122937/gemel-smith,2016-2015,nhl,Gemel Smith ,C/W
595,Jakub Vrána (LW/RW),Washington Capitals,21,3,3,6,0.29,2,2,https://www.eliteprospects.com/player/101250/jakub-vrana,2016-2015,nhl,Jakub Vrána ,LW/RW
596,Timo Meier (LW/RW),San Jose Sharks,34,3,3,6,0.18,10,1,https://www.eliteprospects.com/player/95921/timo-meier,2016-2015,nhl,Timo Meier ,LW/RW
597,J.T. Brown (RW),Tampa Bay Lightning,64,3,3,6,0.09,73,-7,https://www.eliteprospects.com/player/37802/j.t.-brown,2016-2015,nhl,J.T. Brown ,RW
598,Adrian Kempe (C/W),Los Angeles Kings,25,2,4,6,0.24,6,-3,https://www.eliteprospects.com/player/86313/adrian-kempe,2016-2015,nhl,Adrian Kempe ,C/W
599,Brandon Montour (D),Anaheim Ducks,27,2,4,6,0.22,14,11,https://www.eliteprospects.com/player/97957/brandon-montour,2016-2015,nhl,Brandon Montour ,D
600,Eric Gryba (D),Edmonton Oilers,40,2,4,6,0.15,65,-5,https://www.eliteprospects.com/player/12268/eric-gryba,2016-2015,nhl,Eric Gryba ,D
601,Klas Dahlbeck (D),Carolina Hurricanes,43,2,4,6,0.14,30,-12,https://www.eliteprospects.com/player/13266/klas-dahlbeck,2016-2015,nhl,Klas Dahlbeck ,D
602,Brad Hunt (D),totals,12,1,5,6,0.50,2,-1,https://www.eliteprospects.com/player/39225/brad-hunt,2016-2015,nhl,Brad Hunt ,D
603,Stephen Gionta (C/RW),New York Islanders,26,1,5,6,0.23,2,9,https://www.eliteprospects.com/player/9397/stephen-gionta,2016-2015,nhl,Stephen Gionta ,C/RW
604,Philip Larsen (D),Vancouver Canucks,26,1,5,6,0.23,4,-8,https://www.eliteprospects.com/player/6006/philip-larsen,2016-2015,nhl,Philip Larsen ,D
605,Erik Gudbranson (D),Vancouver Canucks,30,1,5,6,0.20,18,-14,https://www.eliteprospects.com/player/31282/erik-gudbranson,2016-2015,nhl,Erik Gudbranson ,D
606,Jyrki Jokipakka (D),totals,41,1,5,6,0.15,12,-4,https://www.eliteprospects.com/player/25488/jyrki-jokipakka,2016-2015,nhl,Jyrki Jokipakka ,D
607,Jon Merrill (D),New Jersey Devils,51,1,5,6,0.12,24,-9,https://www.eliteprospects.com/player/20712/jon-merrill,2016-2015,nhl,Jon Merrill ,D
608,Josh Gorges (D),Buffalo Sabres,66,1,5,6,0.09,50,-3,https://www.eliteprospects.com/player/9164/josh-gorges,2016-2015,nhl,Josh Gorges ,D
609,Dalton Prout (D),totals,29,0,6,6,0.21,44,-1,https://www.eliteprospects.com/player/22629/dalton-prout,2016-2015,nhl,Dalton Prout ,D
610,Matt Tennyson (D),Carolina Hurricanes,45,0,6,6,0.13,6,-13,https://www.eliteprospects.com/player/37796/matt-tennyson,2016-2015,nhl,Matt Tennyson ,D
611,Carl Gunnarsson (D),St. Louis Blues,56,0,6,6,0.11,4,-5,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2016-2015,nhl,Carl Gunnarsson ,D
612,Brock Boeser (RW),Vancouver Canucks,9,4,1,5,0.56,0,0,https://www.eliteprospects.com/player/248381/brock-boeser,2016-2015,nhl,Brock Boeser ,RW
613,J.T. Compher (W/C),Colorado Avalanche,21,3,2,5,0.24,4,0,https://www.eliteprospects.com/player/114800/j.t.-compher,2016-2015,nhl,J.T. Compher ,W/C
614,Tyler Myers (D),Winnipeg Jets,11,2,3,5,0.46,13,5,https://www.eliteprospects.com/player/17521/tyler-myers,2016-2015,nhl,Tyler Myers ,D
615,Kyle Connor (LW),Winnipeg Jets,20,2,3,5,0.25,4,-7,https://www.eliteprospects.com/player/177671/kyle-connor,2016-2015,nhl,Kyle Connor ,LW
616,Noel Acciari (C),Boston Bruins,29,2,3,5,0.17,16,3,https://www.eliteprospects.com/player/214725/noel-acciari,2016-2015,nhl,Noel Acciari ,C
617,Gustav Forsling (D),Chicago Blackhawks,38,2,3,5,0.13,4,3,https://www.eliteprospects.com/player/86366/gustav-forsling,2016-2015,nhl,Gustav Forsling ,D
618,Dmitri Kulikov (D),Buffalo Sabres,47,2,3,5,0.11,26,-26,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2016-2015,nhl,Dmitri Kulikov ,D
619,Jimmy Hayes (RW/C),Boston Bruins,58,2,3,5,0.09,29,-3,https://www.eliteprospects.com/player/11463/jimmy-hayes,2016-2015,nhl,Jimmy Hayes ,RW/C
620,Julius Honka (D),Dallas Stars,16,1,4,5,0.31,4,-4,https://www.eliteprospects.com/player/65456/julius-honka,2016-2015,nhl,Julius Honka ,D
621,Tom Gilbert (D),Los Angeles Kings,18,1,4,5,0.28,6,-4,https://www.eliteprospects.com/player/11009/tom-gilbert,2016-2015,nhl,Tom Gilbert ,D
622,Taylor Chorney (D),Washington Capitals,18,1,4,5,0.28,11,8,https://www.eliteprospects.com/player/9204/taylor-chorney,2016-2015,nhl,Taylor Chorney ,D
623,Andrej Nestrasil (RW/C),Carolina Hurricanes,19,1,4,5,0.26,2,-3,https://www.eliteprospects.com/player/19353/andrej-nestrasil,2016-2015,nhl,Andrej Nestrasil ,RW/C
624,Garnet Hathaway (RW/LW),Calgary Flames,26,1,4,5,0.19,44,0,https://www.eliteprospects.com/player/75018/garnet-hathaway,2016-2015,nhl,Garnet Hathaway ,RW/LW
625,Michael McCarron (RW/C),Montréal Canadiens,31,1,4,5,0.16,41,-4,https://www.eliteprospects.com/player/135703/michael-mccarron,2016-2015,nhl,Michael McCarron ,RW/C
626,Zach Redmond (D),Montréal Canadiens,16,0,5,5,0.31,2,6,https://www.eliteprospects.com/player/12189/zach-redmond,2016-2015,nhl,Zach Redmond ,D
627,Seth Griffith (C/RW),totals,24,0,5,5,0.21,8,6,https://www.eliteprospects.com/player/45606/seth-griffith,2016-2015,nhl,Seth Griffith ,C/RW
