,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
155,Zach Hyman (W/C),Toronto Maple Leafs,51,21,16,37,0.73,23,13,https://www.eliteprospects.com/player/75045/zach-hyman,2019-2018,nhl,Zach Hyman ,W/C
156,Tyler Ennis (RW/LW),totals,70,16,21,37,0.53,20,-6,https://www.eliteprospects.com/player/11667/tyler-ennis,2019-2018,nhl,Tyler Ennis ,RW/LW
157,Charlie Coyle (C/RW),Boston Bruins,70,16,21,37,0.53,21,9,https://www.eliteprospects.com/player/60251/charlie-coyle,2019-2018,nhl,Charlie Coyle ,C/RW
158,Mats Zuccarello (RW/LW),Minnesota Wild,65,15,22,37,0.57,18,-9,https://www.eliteprospects.com/player/10881/mats-zuccarello,2019-2018,nhl,Mats Zuccarello ,RW/LW
159,Chris Tierney (C),Ottawa Senators,71,11,26,37,0.52,20,-6,https://www.eliteprospects.com/player/92677/chris-tierney,2019-2018,nhl,Chris Tierney ,C
160,Oliver Bjorkstrand (RW),Columbus Blue Jackets,49,21,15,36,0.74,12,8,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2019-2018,nhl,Oliver Bjorkstrand ,RW
161,Nazem Kadri (C),Colorado Avalanche,51,19,17,36,0.71,97,7,https://www.eliteprospects.com/player/14728/nazem-kadri,2019-2018,nhl,Nazem Kadri ,C
162,Jake Virtanen (RW/LW),Vancouver Canucks,69,18,18,36,0.52,41,-4,https://www.eliteprospects.com/player/120197/jake-virtanen,2019-2018,nhl,Jake Virtanen ,RW/LW
163,Tomas Hertl (C/LW),San Jose Sharks,48,16,20,36,0.75,16,-18,https://www.eliteprospects.com/player/56038/tomas-hertl,2019-2018,nhl,Tomas Hertl ,C/LW
164,Martin Necas (C/RW),Carolina Hurricanes,64,16,20,36,0.56,20,-6,https://www.eliteprospects.com/player/237071/martin-necas,2019-2018,nhl,Martin Necas ,C/RW
165,Shea Weber (D),Montréal Canadiens,65,15,21,36,0.55,33,8,https://www.eliteprospects.com/player/9505/shea-weber,2019-2018,nhl,Shea Weber ,D
166,Nico Hischier (C),New Jersey Devils,58,14,22,36,0.62,12,-16,https://www.eliteprospects.com/player/116244/nico-hischier,2019-2018,nhl,Nico Hischier ,C
167,Ryan Johansen (C),Nashville Predators,68,14,22,36,0.53,45,-5,https://www.eliteprospects.com/player/45512/ryan-johansen,2019-2018,nhl,Ryan Johansen ,C
168,Kasperi Kapanen (RW/LW),Toronto Maple Leafs,69,13,23,36,0.52,22,0,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2019-2018,nhl,Kasperi Kapanen ,RW/LW
169,Ivan Provorov (D),Philadelphia Flyers,69,13,23,36,0.52,24,11,https://www.eliteprospects.com/player/242584/ivan-provorov,2019-2018,nhl,Ivan Provorov ,D
170,Jaccob Slavin (D),Carolina Hurricanes,68,6,30,36,0.53,10,30,https://www.eliteprospects.com/player/97621/jaccob-slavin,2019-2018,nhl,Jaccob Slavin ,D
171,Jake DeBrusk (LW),Boston Bruins,65,19,16,35,0.54,14,-1,https://www.eliteprospects.com/player/84242/jake-debrusk,2019-2018,nhl,Jake DeBrusk ,LW
172,Nick Bonino (C/LW),Nashville Predators,67,18,17,35,0.52,16,17,https://www.eliteprospects.com/player/14686/nick-bonino,2019-2018,nhl,Nick Bonino ,C/LW
173,Dustin Brown (RW/LW),Los Angeles Kings,66,17,18,35,0.53,22,-1,https://www.eliteprospects.com/player/9099/dustin-brown,2019-2018,nhl,Dustin Brown ,RW/LW
174,Carl Söderberg (C),Arizona Coyotes,70,17,18,35,0.50,18,6,https://www.eliteprospects.com/player/665/carl-soderberg,2019-2018,nhl,Carl Söderberg ,C
175,Jared McCann (C/LW),Pittsburgh Penguins,66,14,21,35,0.53,17,6,https://www.eliteprospects.com/player/189369/jared-mccann,2019-2018,nhl,Jared McCann ,C/LW
176,Ryan Pulock (D),New York Islanders,68,10,25,35,0.52,14,8,https://www.eliteprospects.com/player/86761/ryan-pulock,2019-2018,nhl,Ryan Pulock ,D
177,Miro Heiskanen (D),Dallas Stars,68,8,27,35,0.52,12,14,https://www.eliteprospects.com/player/250075/miro-heiskanen,2019-2018,nhl,Miro Heiskanen ,D
178,Drew Doughty (D),Los Angeles Kings,67,7,28,35,0.52,36,-16,https://www.eliteprospects.com/player/10430/drew-doughty,2019-2018,nhl,Drew Doughty ,D
179,Frank Vatrano (W/C),Florida Panthers,69,16,18,34,0.49,30,-8,https://www.eliteprospects.com/player/59733/frank-vatrano,2019-2018,nhl,Frank Vatrano ,W/C
180,Zack Kassian (RW),Edmonton Oilers,59,15,19,34,0.58,69,0,https://www.eliteprospects.com/player/15390/zack-kassian,2019-2018,nhl,Zack Kassian ,RW
181,Alexander Radulov (RW),Dallas Stars,60,15,19,34,0.57,46,8,https://www.eliteprospects.com/player/8794/alexander-radulov,2019-2018,nhl,Alexander Radulov ,RW
182,Calle Järnkrok (C/W),Nashville Predators,64,15,19,34,0.53,14,4,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2019-2018,nhl,Calle Järnkrok ,C/W
183,Mikhail Sergachyov (D),Tampa Bay Lightning,70,10,24,34,0.49,58,15,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2019-2018,nhl,Mikhail Sergachyov ,D
184,Kevin Shattenkirk (D),Tampa Bay Lightning,70,8,26,34,0.49,38,22,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2019-2018,nhl,Kevin Shattenkirk ,D
185,Oscar Klefbom (D),Edmonton Oilers,62,5,29,34,0.55,24,-17,https://www.eliteprospects.com/player/16804/oscar-klefbom,2019-2018,nhl,Oscar Klefbom ,D
186,Samuel Girard (D),Colorado Avalanche,70,4,30,34,0.49,17,1,https://www.eliteprospects.com/player/251476/samuel-girard,2019-2018,nhl,Samuel Girard ,D
187,Brandon Saad (LW/RW),Chicago Blackhawks,58,21,12,33,0.57,16,2,https://www.eliteprospects.com/player/31264/brandon-saad,2019-2018,nhl,Brandon Saad ,LW/RW
188,Roope Hintz (C/LW),Dallas Stars,60,19,14,33,0.55,16,3,https://www.eliteprospects.com/player/92117/roope-hintz,2019-2018,nhl,Roope Hintz ,C/LW
189,Brett Connolly (RW),Florida Panthers,69,19,14,33,0.48,26,-3,https://www.eliteprospects.com/player/23297/brett-connolly,2019-2018,nhl,Brett Connolly ,RW
190,Joonas Donskoi (RW/LW),Colorado Avalanche,65,16,17,33,0.51,26,2,https://www.eliteprospects.com/player/16039/joonas-donskoi,2019-2018,nhl,Joonas Donskoi ,RW/LW
191,Kevin Labanc (RW/LW),San Jose Sharks,70,14,19,33,0.47,38,-33,https://www.eliteprospects.com/player/133841/kevin-labanc,2019-2018,nhl,Kevin Labanc ,RW/LW
192,Adam Gaudette (C),Vancouver Canucks,59,12,21,33,0.56,37,-7,https://www.eliteprospects.com/player/203361/adam-gaudette,2019-2018,nhl,Adam Gaudette ,C
193,Matt Niskanen (D),Philadelphia Flyers,68,8,25,33,0.49,29,15,https://www.eliteprospects.com/player/9214/matt-niskanen,2019-2018,nhl,Matt Niskanen ,D
194,Mattias Ekholm (D),Nashville Predators,68,8,25,33,0.49,32,-1,https://www.eliteprospects.com/player/8373/mattias-ekholm,2019-2018,nhl,Mattias Ekholm ,D
195,Rasmus Ristolainen (D),Buffalo Sabres,69,6,27,33,0.48,46,-2,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2019-2018,nhl,Rasmus Ristolainen ,D
196,Alexander Edler (D),Vancouver Canucks,59,5,28,33,0.56,62,13,https://www.eliteprospects.com/player/4081/alexander-edler,2019-2018,nhl,Alexander Edler ,D
197,Darnell Nurse (D),Edmonton Oilers,71,5,28,33,0.47,48,-2,https://www.eliteprospects.com/player/97352/darnell-nurse,2019-2018,nhl,Darnell Nurse ,D
198,Blake Coleman (C/W),totals,66,21,11,32,0.48,56,0,https://www.eliteprospects.com/player/46889/blake-coleman,2019-2018,nhl,Blake Coleman ,C/W
199,Patric Hörnqvist (RW),Pittsburgh Penguins,52,17,15,32,0.62,36,9,https://www.eliteprospects.com/player/3683/patric-hornqvist,2019-2018,nhl,Patric Hörnqvist ,RW
200,Andrew Mangiapane (W/C),Calgary Flames,68,17,15,32,0.47,18,4,https://www.eliteprospects.com/player/223199/andrew-mangiapane,2019-2018,nhl,Andrew Mangiapane ,W/C
201,Jesper Bratt (LW/RW),New Jersey Devils,60,16,16,32,0.53,6,-6,https://www.eliteprospects.com/player/117698/jesper-bratt,2019-2018,nhl,Jesper Bratt ,LW/RW
202,Robby Fabbri (C/LW),totals,61,15,17,32,0.52,20,-33,https://www.eliteprospects.com/player/156923/robby-fabbri,2019-2018,nhl,Robby Fabbri ,C/LW
203,Jared Spurgeon (D),Minnesota Wild,62,12,20,32,0.52,18,-1,https://www.eliteprospects.com/player/11611/jared-spurgeon,2019-2018,nhl,Jared Spurgeon ,D
204,Adrian Kempe (C/W),Los Angeles Kings,69,11,21,32,0.46,29,-10,https://www.eliteprospects.com/player/86313/adrian-kempe,2019-2018,nhl,Adrian Kempe ,C/W
205,Derick Brassard (C/LW),New York Islanders,66,10,22,32,0.49,16,-2,https://www.eliteprospects.com/player/9366/derick-brassard,2019-2018,nhl,Derick Brassard ,C/LW
206,Pavel Zacha (C/LW),New Jersey Devils,65,8,24,32,0.49,14,-12,https://www.eliteprospects.com/player/130786/pavel-zacha,2019-2018,nhl,Pavel Zacha ,C/LW
207,John Klingberg (D),Dallas Stars,58,6,26,32,0.55,22,-10,https://www.eliteprospects.com/player/21717/john-klingberg,2019-2018,nhl,John Klingberg ,D
208,Charlie McAvoy (D),Boston Bruins,67,5,27,32,0.48,41,24,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2019-2018,nhl,Charlie McAvoy ,D
209,Alex Goligoski (D),Arizona Coyotes,70,4,28,32,0.46,24,8,https://www.eliteprospects.com/player/9435/alex-goligoski,2019-2018,nhl,Alex Goligoski ,D
210,James Neal (LW),Edmonton Oilers,55,19,12,31,0.56,12,-20,https://www.eliteprospects.com/player/9362/james-neal,2019-2018,nhl,James Neal ,LW
211,Craig Smith (RW/C),Nashville Predators,69,18,13,31,0.45,34,18,https://www.eliteprospects.com/player/27038/craig-smith,2019-2018,nhl,Craig Smith ,RW/C
212,Vladislav Namestnikov (C/LW),totals,65,17,14,31,0.48,45,-5,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2019-2018,nhl,Vladislav Namestnikov ,C/LW
213,Luke Kunin (C/W),Minnesota Wild,63,15,16,31,0.49,55,-10,https://www.eliteprospects.com/player/245278/luke-kunin,2019-2018,nhl,Luke Kunin ,C/W
214,Tyler Johnson (C),Tampa Bay Lightning,65,14,17,31,0.48,16,9,https://www.eliteprospects.com/player/12078/tyler-johnson,2019-2018,nhl,Tyler Johnson ,C
215,Joe Pavelski (C/RW),Dallas Stars,67,14,17,31,0.46,29,6,https://www.eliteprospects.com/player/10372/joe-pavelski,2019-2018,nhl,Joe Pavelski ,C/RW
216,Dominik Kahun (C/W),totals,56,12,19,31,0.55,8,8,https://www.eliteprospects.com/player/71940/dominik-kahun,2019-2018,nhl,Dominik Kahun ,C/W
217,J.T. Compher (W/C),Colorado Avalanche,67,11,20,31,0.46,18,9,https://www.eliteprospects.com/player/114800/j.t.-compher,2019-2018,nhl,J.T. Compher ,W/C
218,Rocco Grimaldi (W/C),Nashville Predators,66,10,21,31,0.47,10,10,https://www.eliteprospects.com/player/38622/rocco-grimaldi,2019-2018,nhl,Rocco Grimaldi ,W/C
219,Nick Foligno (LW/RW),Columbus Blue Jackets,67,10,21,31,0.46,62,-3,https://www.eliteprospects.com/player/10675/nick-foligno,2019-2018,nhl,Nick Foligno ,LW/RW
220,Kyle Turris (C/RW),Nashville Predators,62,9,22,31,0.50,22,-9,https://www.eliteprospects.com/player/11345/kyle-turris,2019-2018,nhl,Kyle Turris ,C/RW
221,Filip Hronek (D),Detroit Red Wings,65,9,22,31,0.48,46,-38,https://www.eliteprospects.com/player/191286/filip-hronek,2019-2018,nhl,Filip Hronek ,D
222,Damon Severson (D),New Jersey Devils,69,8,23,31,0.45,52,-20,https://www.eliteprospects.com/player/55867/damon-severson,2019-2018,nhl,Damon Severson ,D
223,Nate Schmidt (D),Vegas Golden Knights,59,7,24,31,0.53,12,11,https://www.eliteprospects.com/player/38039/nate-schmidt,2019-2018,nhl,Nate Schmidt ,D
224,Joe Thornton (C),San Jose Sharks,70,7,24,31,0.44,34,-19,https://www.eliteprospects.com/player/3670/joe-thornton,2019-2018,nhl,Joe Thornton ,C
225,Mark Giordano (D),Calgary Flames,60,5,26,31,0.52,34,2,https://www.eliteprospects.com/player/9161/mark-giordano,2019-2018,nhl,Mark Giordano ,D
226,Josh Morrissey (D),Winnipeg Jets,65,5,26,31,0.48,24,1,https://www.eliteprospects.com/player/62293/josh-morrissey,2019-2018,nhl,Josh Morrissey ,D
227,Mikael Granlund (C),Nashville Predators,63,17,13,30,0.48,28,-4,https://www.eliteprospects.com/player/16037/mikael-granlund,2019-2018,nhl,Mikael Granlund ,C
228,Joel Armia (RW),Montréal Canadiens,58,16,14,30,0.52,28,2,https://www.eliteprospects.com/player/40624/joel-armia,2019-2018,nhl,Joel Armia ,RW
229,Zach Sanford (LW),St. Louis Blues,58,16,14,30,0.52,28,13,https://www.eliteprospects.com/player/242077/zach-sanford,2019-2018,nhl,Zach Sanford ,LW
230,Warren Foegele (LW/C),Carolina Hurricanes,68,13,17,30,0.44,34,9,https://www.eliteprospects.com/player/210317/warren-foegele,2019-2018,nhl,Warren Foegele ,LW/C
231,Yanni Gourde (C/W),Tampa Bay Lightning,70,10,20,30,0.43,49,-5,https://www.eliteprospects.com/player/37303/yanni-gourde,2019-2018,nhl,Yanni Gourde ,C/W
232,Marcus Johansson (C/LW),Buffalo Sabres,60,9,21,30,0.50,20,-12,https://www.eliteprospects.com/player/6225/marcus-johansson,2019-2018,nhl,Marcus Johansson ,C/LW
233,Oliver Ekman Larsson (D),Arizona Coyotes,66,9,21,30,0.46,38,-3,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2019-2018,nhl,Oliver Ekman Larsson ,D
234,Seth Jones (D),Columbus Blue Jackets,56,6,24,30,0.54,20,10,https://www.eliteprospects.com/player/90355/seth-jones,2019-2018,nhl,Seth Jones ,D
235,Denis Guryanov (RW),Dallas Stars,64,20,9,29,0.45,13,5,https://www.eliteprospects.com/player/263964/denis-guryanov,2019-2018,nhl,Denis Guryanov ,RW
236,Tyler Bozak (C),St. Louis Blues,67,13,16,29,0.43,10,0,https://www.eliteprospects.com/player/11589/tyler-bozak,2019-2018,nhl,Tyler Bozak ,C
237,Jesper Fast (RW),New York Rangers,69,12,17,29,0.42,20,16,https://www.eliteprospects.com/player/10967/jesper-fast,2019-2018,nhl,Jesper Fast ,RW
238,Jack Roslovic (C/RW),Winnipeg Jets,71,12,17,29,0.41,12,4,https://www.eliteprospects.com/player/226309/jack-roslovic,2019-2018,nhl,Jack Roslovic ,C/RW
239,Nino Niederreiter (RW/LW),Carolina Hurricanes,67,11,18,29,0.43,42,-3,https://www.eliteprospects.com/player/17679/nino-niederreiter,2019-2018,nhl,Nino Niederreiter ,RW/LW
240,Derek Ryan (C/RW),Calgary Flames,68,10,19,29,0.43,10,9,https://www.eliteprospects.com/player/67660/derek-ryan,2019-2018,nhl,Derek Ryan ,C/RW
241,Cam Fowler (D),Anaheim Ducks,59,9,20,29,0.49,20,0,https://www.eliteprospects.com/player/31261/cam-fowler,2019-2018,nhl,Cam Fowler ,D
242,Joel Eriksson Ek (C),Minnesota Wild,62,8,21,29,0.47,22,7,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2019-2018,nhl,Joel Eriksson Ek ,C
243,Ryan Dzingel (C/W),Carolina Hurricanes,64,8,21,29,0.45,30,3,https://www.eliteprospects.com/player/49315/ryan-dzingel,2019-2018,nhl,Ryan Dzingel ,C/W
244,Erik Gustafsson (D),totals,66,6,23,29,0.44,27,-9,https://www.eliteprospects.com/player/15372/erik-gustafsson,2019-2018,nhl,Erik Gustafsson ,D
245,Viktor Arvidsson (LW/RW),Nashville Predators,57,15,13,28,0.49,26,-4,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2019-2018,nhl,Viktor Arvidsson ,LW/RW
246,Colton Parayko (D),St. Louis Blues,64,10,18,28,0.44,16,8,https://www.eliteprospects.com/player/89411/colton-parayko,2019-2018,nhl,Colton Parayko ,D
247,Derek Stepan (C),Arizona Coyotes,70,10,18,28,0.40,16,-4,https://www.eliteprospects.com/player/19040/derek-stepan,2019-2018,nhl,Derek Stepan ,C
248,Alexander Kerfoot (C/LW),Toronto Maple Leafs,65,9,19,28,0.43,32,-2,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2019-2018,nhl,Alexander Kerfoot ,C/LW
249,Jordan Greenway (LW),Minnesota Wild,67,8,20,28,0.42,54,2,https://www.eliteprospects.com/player/183455/jordan-greenway,2019-2018,nhl,Jordan Greenway ,LW
250,Devon Toews (D),New York Islanders,68,6,22,28,0.41,16,1,https://www.eliteprospects.com/player/59575/devon-toews,2019-2018,nhl,Devon Toews ,D
251,Jonas Brodin (D),Minnesota Wild,69,2,26,28,0.41,24,15,https://www.eliteprospects.com/player/19980/jonas-brodin,2019-2018,nhl,Jonas Brodin ,D
252,Noel Acciari (C),Florida Panthers,66,20,7,27,0.41,21,2,https://www.eliteprospects.com/player/214725/noel-acciari,2019-2018,nhl,Noel Acciari ,C
253,Jeff Carter (C),Los Angeles Kings,60,17,10,27,0.45,36,-21,https://www.eliteprospects.com/player/8813/jeff-carter,2019-2018,nhl,Jeff Carter ,C
254,Scott Laughton (C/LW),Philadelphia Flyers,49,13,14,27,0.55,26,13,https://www.eliteprospects.com/player/76690/scott-laughton,2019-2018,nhl,Scott Laughton ,C/LW
255,Valeri Nichushkin (RW),Colorado Avalanche,65,13,14,27,0.42,14,26,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2019-2018,nhl,Valeri Nichushkin ,RW
256,Artturi Lehkonen (LW),Montréal Canadiens,70,13,14,27,0.39,24,2,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2019-2018,nhl,Artturi Lehkonen ,LW
257,Jordan Staal (C),Carolina Hurricanes,68,8,19,27,0.40,40,3,https://www.eliteprospects.com/player/10157/jordan-staal,2019-2018,nhl,Jordan Staal ,C
258,Jacob Trouba (D),New York Rangers,70,7,20,27,0.39,61,-12,https://www.eliteprospects.com/player/90349/jacob-trouba,2019-2018,nhl,Jacob Trouba ,D
259,Dmitri Orlov (D),Washington Capitals,69,4,23,27,0.39,36,5,https://www.eliteprospects.com/player/17758/dmitri-orlov,2019-2018,nhl,Dmitri Orlov ,D
260,Morgan Rielly (D),Toronto Maple Leafs,47,3,24,27,0.57,24,6,https://www.eliteprospects.com/player/41184/morgan-rielly,2019-2018,nhl,Morgan Rielly ,D
261,Duncan Keith (D),Chicago Blackhawks,61,3,24,27,0.44,18,1,https://www.eliteprospects.com/player/9012/duncan-keith,2019-2018,nhl,Duncan Keith ,D
262,Cam Atkinson (RW),Columbus Blue Jackets,44,12,14,26,0.59,6,2,https://www.eliteprospects.com/player/19166/cam-atkinson,2019-2018,nhl,Cam Atkinson ,RW
263,Jakob Chychrun (D),Arizona Coyotes,63,12,14,26,0.41,38,4,https://www.eliteprospects.com/player/243386/jakob-chychrun,2019-2018,nhl,Jakob Chychrun ,D
264,Kailer Yamamoto (W/C),Edmonton Oilers,27,11,15,26,0.96,12,17,https://www.eliteprospects.com/player/247915/kailer-yamamoto,2019-2018,nhl,Kailer Yamamoto ,W/C
265,Andreas Athanasiou (C/W),totals,55,11,15,26,0.47,30,-46,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2019-2018,nhl,Andreas Athanasiou ,C/W
266,Chandler Stephenson (C/LW),totals,65,11,15,26,0.40,16,24,https://www.eliteprospects.com/player/60726/chandler-stephenson,2019-2018,nhl,Chandler Stephenson ,C/LW
267,Ivan Barbashev (C/W),St. Louis Blues,69,11,15,26,0.38,23,4,https://www.eliteprospects.com/player/108659/ivan-barbashev,2019-2018,nhl,Ivan Barbashev ,C/W
268,Ilya Kovalchuk (LW/RW),totals,46,10,16,26,0.57,18,-4,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,2019-2018,nhl,Ilya Kovalchuk ,LW/RW
269,Andrew Copp (C/LW),Winnipeg Jets,63,10,16,26,0.41,10,-3,https://www.eliteprospects.com/player/101962/andrew-copp,2019-2018,nhl,Andrew Copp ,C/LW
270,Alexander Nylander (W/C),Chicago Blackhawks,65,10,16,26,0.40,10,-2,https://www.eliteprospects.com/player/212641/alexander-nylander,2019-2018,nhl,Alexander Nylander ,W/C
271,Danton Heinen (W/C),totals,67,10,16,26,0.39,10,-2,https://www.eliteprospects.com/player/105821/danton-heinen,2019-2018,nhl,Danton Heinen ,W/C
272,Ryan Graves (D),Colorado Avalanche,69,9,17,26,0.38,45,40,https://www.eliteprospects.com/player/103763/ryan-graves,2019-2018,nhl,Ryan Graves ,D
273,Barclay Goodrow (C/W),totals,70,8,18,26,0.37,97,-8,https://www.eliteprospects.com/player/45398/barclay-goodrow,2019-2018,nhl,Barclay Goodrow ,C/W
274,John Marino (D),Pittsburgh Penguins,56,6,20,26,0.46,20,17,https://www.eliteprospects.com/player/278675/john-marino,2019-2018,nhl,John Marino ,D
275,Ian Cole (D),Colorado Avalanche,65,4,22,26,0.40,36,21,https://www.eliteprospects.com/player/11456/ian-cole,2019-2018,nhl,Ian Cole ,D
276,Derek Grant (C/W),totals,56,15,10,25,0.45,30,1,https://www.eliteprospects.com/player/18242/derek-grant,2019-2018,nhl,Derek Grant ,C/W
277,Lawson Crouse (LW),Arizona Coyotes,66,15,10,25,0.38,33,0,https://www.eliteprospects.com/player/205155/lawson-crouse,2019-2018,nhl,Lawson Crouse ,LW
278,Matt Calvert (LW/RW),Colorado Avalanche,50,12,13,25,0.50,39,13,https://www.eliteprospects.com/player/17025/matt-calvert,2019-2018,nhl,Matt Calvert ,LW/RW
279,Lucas Wallmark (C),totals,67,12,13,25,0.37,18,0,https://www.eliteprospects.com/player/39022/lucas-wallmark,2019-2018,nhl,Lucas Wallmark ,C
280,Marcus Foligno (LW/RW),Minnesota Wild,59,11,14,25,0.42,30,8,https://www.eliteprospects.com/player/18601/marcus-foligno,2019-2018,nhl,Marcus Foligno ,LW/RW
281,Brandon Tanev (LW/RW),Pittsburgh Penguins,68,11,14,25,0.37,16,-1,https://www.eliteprospects.com/player/96475/brandon-tanev,2019-2018,nhl,Brandon Tanev ,LW/RW
282,Nick Cousins (C/LW),totals,65,10,15,25,0.38,35,0,https://www.eliteprospects.com/player/45550/nick-cousins,2019-2018,nhl,Nick Cousins ,C/LW
283,Jason Spezza (C),Toronto Maple Leafs,58,9,16,25,0.43,18,-3,https://www.eliteprospects.com/player/3661/jason-spezza,2019-2018,nhl,Jason Spezza ,C
284,Travis Zajac (C),New Jersey Devils,69,9,16,25,0.36,28,-12,https://www.eliteprospects.com/player/10232/travis-zajac,2019-2018,nhl,Travis Zajac ,C
285,Carl Hagelin (LW),Washington Capitals,58,8,17,25,0.43,16,12,https://www.eliteprospects.com/player/4567/carl-hagelin,2019-2018,nhl,Carl Hagelin ,LW
286,Wayne Simmonds (RW),totals,68,8,17,25,0.37,66,-21,https://www.eliteprospects.com/player/12517/wayne-simmonds,2019-2018,nhl,Wayne Simmonds ,RW
287,Travis Sanheim (D),Philadelphia Flyers,69,8,17,25,0.36,32,4,https://www.eliteprospects.com/player/120938/travis-sanheim,2019-2018,nhl,Travis Sanheim ,D
288,Erik Haula (LW/C),totals,48,12,12,24,0.50,22,1,https://www.eliteprospects.com/player/16042/erik-haula,2019-2018,nhl,Erik Haula ,LW/C
289,Alex Chiasson (RW/C),Edmonton Oilers,65,11,13,24,0.37,42,-3,https://www.eliteprospects.com/player/32978/alex-chiasson,2019-2018,nhl,Alex Chiasson ,RW/C
290,Boone Jenner (C),Columbus Blue Jackets,70,11,13,24,0.34,36,-14,https://www.eliteprospects.com/player/45587/boone-jenner,2019-2018,nhl,Boone Jenner ,C
291,Alex Galchenyuk (C/LW),totals,59,8,16,24,0.41,16,-5,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2019-2018,nhl,Alex Galchenyuk ,C/LW
292,Brady Skjei (D),totals,67,8,16,24,0.36,45,-10,https://www.eliteprospects.com/player/90352/brady-skjei,2019-2018,nhl,Brady Skjei ,D
293,Ondrej Kase (RW),totals,55,7,17,24,0.44,14,-7,https://www.eliteprospects.com/player/165006/ondrej-kase,2019-2018,nhl,Ondrej Kase ,RW
294,Matt Dumba (D),Minnesota Wild,69,6,18,24,0.35,41,-7,https://www.eliteprospects.com/player/53542/matt-dumba,2019-2018,nhl,Matt Dumba ,D
295,Sean Walker (D),Los Angeles Kings,70,5,19,24,0.34,26,-12,https://www.eliteprospects.com/player/160791/sean-walker,2019-2018,nhl,Sean Walker ,D
296,Jake Gardiner (D),Carolina Hurricanes,68,4,20,24,0.35,30,-24,https://www.eliteprospects.com/player/18592/jake-gardiner,2019-2018,nhl,Jake Gardiner ,D
297,Jeff Skinner (LW/C),Buffalo Sabres,59,14,9,23,0.39,18,-22,https://www.eliteprospects.com/player/23668/jeff-skinner,2019-2018,nhl,Jeff Skinner ,LW/C
298,Filip Chytil (C),New York Rangers,60,14,9,23,0.38,10,-7,https://www.eliteprospects.com/player/236806/filip-chytil,2019-2018,nhl,Filip Chytil ,C
299,Ryan Donato (C/LW),Minnesota Wild,62,14,9,23,0.37,12,5,https://www.eliteprospects.com/player/195235/ryan-donato,2019-2018,nhl,Ryan Donato ,C/LW
300,Oskar Sundqvist (C),St. Louis Blues,57,12,11,23,0.40,28,5,https://www.eliteprospects.com/player/41621/oskar-sundqvist,2019-2018,nhl,Oskar Sundqvist ,C
301,Miles Wood (LW),New Jersey Devils,68,11,12,23,0.34,57,-19,https://www.eliteprospects.com/player/131890/miles-wood,2019-2018,nhl,Miles Wood ,LW
302,Conor Sheary (LW/RW),totals,63,10,13,23,0.37,10,-5,https://www.eliteprospects.com/player/94484/conor-sheary,2019-2018,nhl,Conor Sheary ,LW/RW
303,Kaapo Kakko (RW),New York Rangers,66,10,13,23,0.35,14,-26,https://www.eliteprospects.com/player/396655/kaapo-kakko,2019-2018,nhl,Kaapo Kakko ,RW
304,Pat Maroon (LW),Tampa Bay Lightning,64,9,14,23,0.36,71,4,https://www.eliteprospects.com/player/12063/pat-maroon,2019-2018,nhl,Pat Maroon ,LW
305,Vince Dunn (D),St. Louis Blues,71,9,14,23,0.32,27,15,https://www.eliteprospects.com/player/161816/vince-dunn,2019-2018,nhl,Vince Dunn ,D
306,Ilya Mikheyev (RW/LW),Toronto Maple Leafs,39,8,15,23,0.59,4,7,https://www.eliteprospects.com/player/180935/ilya-mikheyev,2019-2018,nhl,Ilya Mikheyev ,RW/LW
307,Kirby Dach (C),Chicago Blackhawks,64,8,15,23,0.36,24,-1,https://www.eliteprospects.com/player/268089/kirby-dach,2019-2018,nhl,Kirby Dach ,C
308,Tyson Jost (C),Colorado Avalanche,67,8,15,23,0.34,22,11,https://www.eliteprospects.com/player/148111/tyson-jost,2019-2018,nhl,Tyson Jost ,C
309,Sonny Milano (LW),totals,55,7,16,23,0.42,26,-7,https://www.eliteprospects.com/player/189415/sonny-milano,2019-2018,nhl,Sonny Milano ,LW
310,Colin White (C/RW),Ottawa Senators,61,7,16,23,0.38,39,-12,https://www.eliteprospects.com/player/183810/colin-white,2019-2018,nhl,Colin White ,C/RW
311,Jake Muzzin (D),Toronto Maple Leafs,53,6,17,23,0.43,40,12,https://www.eliteprospects.com/player/13614/jake-muzzin,2019-2018,nhl,Jake Muzzin ,D
