,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
154,Jack Roslovic (C/RW),Columbus Blue Jackets,81,22,23,45,0.56,12,2,https://www.eliteprospects.com/player/226309/jack-roslovic,2021-2020,nhl,Jack Roslovic ,C/RW
155,Paul Stastny (C),Winnipeg Jets,71,21,24,45,0.63,14,14,https://www.eliteprospects.com/player/10212/paul-stastny,2021-2020,nhl,Paul Stastny ,C
156,Kyle Okposo (RW/C),Buffalo Sabres,74,21,24,45,0.61,43,-15,https://www.eliteprospects.com/player/10458/kyle-okposo,2021-2020,nhl,Kyle Okposo ,RW/C
157,Jeff Carter (C),Pittsburgh Penguins,76,19,26,45,0.59,38,-8,https://www.eliteprospects.com/player/8813/jeff-carter,2021-2020,nhl,Jeff Carter ,C
158,Brandon Hagel (LW),totals,77,25,19,44,0.57,31,-18,https://www.eliteprospects.com/player/161843/brandon-hagel,2021-2020,nhl,Brandon Hagel ,LW
159,Nino Niederreiter (RW/LW),Carolina Hurricanes,75,24,20,44,0.59,34,29,https://www.eliteprospects.com/player/17679/nino-niederreiter,2021-2020,nhl,Nino Niederreiter ,RW/LW
160,Boone Jenner (C),Columbus Blue Jackets,59,23,21,44,0.75,22,-11,https://www.eliteprospects.com/player/45587/boone-jenner,2021-2020,nhl,Boone Jenner ,C
161,Jordan Eberle (RW),Seattle Kraken,79,21,23,44,0.56,14,-28,https://www.eliteprospects.com/player/11098/jordan-eberle,2021-2020,nhl,Jordan Eberle ,RW
162,Anton Lundell (C),Florida Panthers,65,18,26,44,0.68,18,33,https://www.eliteprospects.com/player/360145/anton-lundell,2021-2020,nhl,Anton Lundell ,C
163,Erik Haula (LW/C),Boston Bruins,78,18,26,44,0.56,47,19,https://www.eliteprospects.com/player/16042/erik-haula,2021-2020,nhl,Erik Haula ,LW/C
164,Drake Batherson (RW/C),Ottawa Senators,46,17,27,44,0.96,32,4,https://www.eliteprospects.com/player/195192/drake-batherson,2021-2020,nhl,Drake Batherson ,RW/C
165,Charlie Coyle (C/RW),Boston Bruins,82,16,28,44,0.54,32,-6,https://www.eliteprospects.com/player/60251/charlie-coyle,2021-2020,nhl,Charlie Coyle ,C/RW
166,Josh Bailey (RW/C),New York Islanders,74,14,30,44,0.60,6,-7,https://www.eliteprospects.com/player/14013/josh-bailey,2021-2020,nhl,Josh Bailey ,RW/C
167,Frédérick Gaudreau (C),Minnesota Wild,76,14,30,44,0.58,8,12,https://www.eliteprospects.com/player/129032/frederick-gaudreau,2021-2020,nhl,Frédérick Gaudreau ,C
168,Alex Pietrangelo (D),Vegas Golden Knights,80,13,31,44,0.55,42,7,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2021-2020,nhl,Alex Pietrangelo ,D
169,MacKenzie Weegar (D),Florida Panthers,80,8,36,44,0.55,81,40,https://www.eliteprospects.com/player/97908/mackenzie-weegar,2021-2020,nhl,MacKenzie Weegar ,D
170,Cole Caufield (LW/RW),Montréal Canadiens,67,23,20,43,0.64,10,-24,https://www.eliteprospects.com/player/316168/cole-caufield,2021-2020,nhl,Cole Caufield ,LW/RW
171,Yevgeni Dadonov (RW/LW),Vegas Golden Knights,78,20,23,43,0.55,18,4,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2021-2020,nhl,Yevgeni Dadonov ,RW/LW
172,Conor Sheary (LW/RW),Washington Capitals,71,19,24,43,0.61,14,-2,https://www.eliteprospects.com/player/94484/conor-sheary,2021-2020,nhl,Conor Sheary ,LW/RW
173,Evan Rodrigues (C/W),Pittsburgh Penguins,82,19,24,43,0.52,14,3,https://www.eliteprospects.com/player/62525/evan-rodrigues,2021-2020,nhl,Evan Rodrigues ,C/W
174,Anthony Cirelli (C),Tampa Bay Lightning,76,17,26,43,0.57,70,15,https://www.eliteprospects.com/player/274875/anthony-cirelli,2021-2020,nhl,Anthony Cirelli ,C
175,Evan Bouchard (D),Edmonton Oilers,81,12,31,43,0.53,28,10,https://www.eliteprospects.com/player/300591/evan-bouchard,2021-2020,nhl,Evan Bouchard ,D
176,Torey Krug (D),St. Louis Blues,64,9,34,43,0.67,48,23,https://www.eliteprospects.com/player/37747/torey-krug,2021-2020,nhl,Torey Krug ,D
177,Jake DeBrusk (LW),Boston Bruins,77,25,17,42,0.55,10,6,https://www.eliteprospects.com/player/84242/jake-debrusk,2021-2020,nhl,Jake DeBrusk ,LW
178,Marcus Foligno (LW/RW),Minnesota Wild,74,23,19,42,0.57,112,25,https://www.eliteprospects.com/player/18601/marcus-foligno,2021-2020,nhl,Marcus Foligno ,LW/RW
179,Yevgeni Malkin (C),Pittsburgh Penguins,41,20,22,42,1.02,24,-10,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2021-2020,nhl,Yevgeni Malkin ,C
180,Adam Henrique (C/LW),Anaheim Ducks,58,19,23,42,0.72,14,-2,https://www.eliteprospects.com/player/19043/adam-henrique,2021-2020,nhl,Adam Henrique ,C/LW
181,Dawson Mercer (C),New Jersey Devils,82,17,25,42,0.51,28,-25,https://www.eliteprospects.com/player/320305/dawson-mercer,2021-2020,nhl,Dawson Mercer ,C
182,Cam Fowler (D),Anaheim Ducks,76,9,33,42,0.55,14,-9,https://www.eliteprospects.com/player/31261/cam-fowler,2021-2020,nhl,Cam Fowler ,D
183,Jaccob Slavin (D),Carolina Hurricanes,79,4,38,42,0.53,10,35,https://www.eliteprospects.com/player/97621/jaccob-slavin,2021-2020,nhl,Jaccob Slavin ,D
184,Tanner Jeannot (LW/RW),Nashville Predators,81,24,17,41,0.51,130,2,https://www.eliteprospects.com/player/200717/tanner-jeannot,2021-2020,nhl,Tanner Jeannot ,LW/RW
185,Rickard Rakell (W/C),totals,70,20,21,41,0.59,12,0,https://www.eliteprospects.com/player/17435/rickard-rakell,2021-2020,nhl,Rickard Rakell ,W/C
186,Kailer Yamamoto (W/C),Edmonton Oilers,81,20,21,41,0.51,40,-1,https://www.eliteprospects.com/player/247915/kailer-yamamoto,2021-2020,nhl,Kailer Yamamoto ,W/C
187,Tyson Barrie (D),Edmonton Oilers,73,7,34,41,0.56,18,3,https://www.eliteprospects.com/player/15127/tyson-barrie,2021-2020,nhl,Tyson Barrie ,D
188,Corey Perry (RW),Tampa Bay Lightning,82,19,21,40,0.49,66,9,https://www.eliteprospects.com/player/8541/corey-perry,2021-2020,nhl,Corey Perry ,RW
189,Seth Jarvis (C/RW),Carolina Hurricanes,68,17,23,40,0.59,18,11,https://www.eliteprospects.com/player/201952/seth-jarvis,2021-2020,nhl,Seth Jarvis ,C/RW
190,Martin Necas (C/RW),Carolina Hurricanes,78,14,26,40,0.51,32,5,https://www.eliteprospects.com/player/237071/martin-necas,2021-2020,nhl,Martin Necas ,C/RW
191,Jared Spurgeon (D),Minnesota Wild,65,10,30,40,0.62,10,32,https://www.eliteprospects.com/player/11611/jared-spurgeon,2021-2020,nhl,Jared Spurgeon ,D
192,Evander Kane (LW),Edmonton Oilers,43,22,17,39,0.91,60,25,https://www.eliteprospects.com/player/14657/evander-kane,2021-2020,nhl,Evander Kane ,LW
193,Ross Colton (C),Tampa Bay Lightning,79,22,17,39,0.49,24,4,https://www.eliteprospects.com/player/300911/ross-colton,2021-2020,nhl,Ross Colton ,C
194,Jean-Gabriel Pageau (C),New York Islanders,77,18,21,39,0.51,30,0,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2021-2020,nhl,Jean-Gabriel Pageau ,C
195,Matt Boldy (LW/RW),Minnesota Wild,47,15,24,39,0.83,10,17,https://www.eliteprospects.com/player/375501/matt-boldy,2021-2020,nhl,Matt Boldy ,LW/RW
196,Nicolas Roy (C/RW),Vegas Golden Knights,78,15,24,39,0.50,51,12,https://www.eliteprospects.com/player/151361/nicolas-roy,2021-2020,nhl,Nicolas Roy ,C/RW
197,Mikael Backlund (C),Calgary Flames,82,12,27,39,0.48,30,16,https://www.eliteprospects.com/player/4295/mikael-backlund,2021-2020,nhl,Mikael Backlund ,C
198,Max Domi (C/LW),totals,72,11,28,39,0.54,55,10,https://www.eliteprospects.com/player/95484/max-domi,2021-2020,nhl,Max Domi ,C/LW
199,Jacob Trouba (D),New York Rangers,81,11,28,39,0.48,88,25,https://www.eliteprospects.com/player/90349/jacob-trouba,2021-2020,nhl,Jacob Trouba ,D
200,Connor Brown (RW),Ottawa Senators,64,10,29,39,0.61,10,-15,https://www.eliteprospects.com/player/97341/connor-brown,2021-2020,nhl,Connor Brown ,RW
201,Alexander Barabanov (LW/RW),San Jose Sharks,70,10,29,39,0.56,14,-5,https://www.eliteprospects.com/player/87913/alexander-barabanov,2021-2020,nhl,Alexander Barabanov ,LW/RW
202,Brady Skjei (D),Carolina Hurricanes,82,9,30,39,0.48,48,22,https://www.eliteprospects.com/player/90352/brady-skjei,2021-2020,nhl,Brady Skjei ,D
203,James van Riemsdyk (LW),Philadelphia Flyers,82,24,14,38,0.46,25,-33,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2021-2020,nhl,James van Riemsdyk ,LW
204,Artturi Lehkonen (LW),totals,74,19,19,38,0.51,22,1,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2021-2020,nhl,Artturi Lehkonen ,LW
205,Reilly Smith (RW/LW),Vegas Golden Knights,56,16,22,38,0.68,8,4,https://www.eliteprospects.com/player/33903/reilly-smith,2021-2020,nhl,Reilly Smith ,RW/LW
206,Dylan Cozens (C),Buffalo Sabres,79,13,25,38,0.48,55,-19,https://www.eliteprospects.com/player/286938/dylan-cozens,2021-2020,nhl,Dylan Cozens ,C
207,Alex Tuch (RW/C),Buffalo Sabres,50,12,26,38,0.76,14,-3,https://www.eliteprospects.com/player/178526/alex-tuch,2021-2020,nhl,Alex Tuch ,RW/C
208,Thomas Chabot (D),Ottawa Senators,59,7,31,38,0.64,26,-3,https://www.eliteprospects.com/player/213607/thomas-chabot,2021-2020,nhl,Thomas Chabot ,D
209,Mikhail Sergachyov (D),Tampa Bay Lightning,78,7,31,38,0.49,59,6,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2021-2020,nhl,Mikhail Sergachyov ,D
210,Filip Hronek (D),Detroit Red Wings,78,5,33,38,0.49,36,-29,https://www.eliteprospects.com/player/191286/filip-hronek,2021-2020,nhl,Filip Hronek ,D
211,Max Pacioretty (LW),Vegas Golden Knights,39,19,18,37,0.95,33,8,https://www.eliteprospects.com/player/12461/max-pacioretty,2021-2020,nhl,Max Pacioretty ,LW
212,Alex Iafallo (LW/C),Los Angeles Kings,79,17,20,37,0.47,8,4,https://www.eliteprospects.com/player/121859/alex-iafallo,2021-2020,nhl,Alex Iafallo ,LW/C
213,Rem Pitlick (C/RW),totals,66,15,22,37,0.56,24,-8,https://www.eliteprospects.com/player/199968/rem-pitlick,2021-2020,nhl,Rem Pitlick ,C/RW
214,Jonathan Toews (C),Chicago Blackhawks,71,12,25,37,0.52,39,-14,https://www.eliteprospects.com/player/8792/jonathan-toews,2021-2020,nhl,Jonathan Toews ,C
215,Josh Morrissey (D),Winnipeg Jets,79,12,25,37,0.47,66,-3,https://www.eliteprospects.com/player/62293/josh-morrissey,2021-2020,nhl,Josh Morrissey ,D
216,Alexander Wennberg (C),Seattle Kraken,80,11,26,37,0.46,28,-26,https://www.eliteprospects.com/player/37041/alexander-wennberg,2021-2020,nhl,Alexander Wennberg ,C
217,Brandon Montour (D),Florida Panthers,81,11,26,37,0.46,48,15,https://www.eliteprospects.com/player/97957/brandon-montour,2021-2020,nhl,Brandon Montour ,D
218,Gustav Forsling (D),Florida Panthers,71,10,27,37,0.52,18,41,https://www.eliteprospects.com/player/86366/gustav-forsling,2021-2020,nhl,Gustav Forsling ,D
219,Ryan Getzlaf (C),Anaheim Ducks,56,3,34,37,0.66,29,-14,https://www.eliteprospects.com/player/8526/ryan-getzlaf,2021-2020,nhl,Ryan Getzlaf ,C
220,Jordan Staal (C),Carolina Hurricanes,78,17,19,36,0.46,18,11,https://www.eliteprospects.com/player/10157/jordan-staal,2021-2020,nhl,Jordan Staal ,C
221,Craig Smith (RW/C),Boston Bruins,74,16,20,36,0.49,28,2,https://www.eliteprospects.com/player/27038/craig-smith,2021-2020,nhl,Craig Smith ,RW/C
222,Pavel Zacha (C/LW),New Jersey Devils,70,15,21,36,0.51,22,-21,https://www.eliteprospects.com/player/130786/pavel-zacha,2021-2020,nhl,Pavel Zacha ,C/LW
223,Pius Suter (C),Detroit Red Wings,82,15,21,36,0.44,22,-11,https://www.eliteprospects.com/player/135775/pius-suter,2021-2020,nhl,Pius Suter ,C
224,Jesse Puljujärvi (RW),Edmonton Oilers,65,14,22,36,0.55,20,22,https://www.eliteprospects.com/player/152117/jesse-puljujarvi,2021-2020,nhl,Jesse Puljujärvi ,RW
225,Miro Heiskanen (D),Dallas Stars,70,5,31,36,0.51,24,3,https://www.eliteprospects.com/player/250075/miro-heiskanen,2021-2020,nhl,Miro Heiskanen ,D
226,Travis Boyd (C),Arizona Coyotes,74,17,18,35,0.47,34,-10,https://www.eliteprospects.com/player/38621/travis-boyd,2021-2020,nhl,Travis Boyd ,C
227,Mike Hoffman (LW/C),Montréal Canadiens,67,15,20,35,0.52,32,-24,https://www.eliteprospects.com/player/18800/mike-hoffman,2021-2020,nhl,Mike Hoffman ,LW/C
228,Pierre Engvall (LW/RW),Toronto Maple Leafs,78,15,20,35,0.45,30,13,https://www.eliteprospects.com/player/147720/pierre-engvall,2021-2020,nhl,Pierre Engvall ,LW/RW
229,Zach Parise (LW/RW),New York Islanders,82,15,20,35,0.43,28,-2,https://www.eliteprospects.com/player/8903/zach-parise,2021-2020,nhl,Zach Parise ,LW/RW
230,Andreas Johnsson (LW/RW),New Jersey Devils,71,13,22,35,0.49,30,4,https://www.eliteprospects.com/player/43991/andreas-johnsson,2021-2020,nhl,Andreas Johnsson ,LW/RW
231,William Karlsson (C),Vegas Golden Knights,67,12,23,35,0.52,10,3,https://www.eliteprospects.com/player/19432/william-karlsson,2021-2020,nhl,William Karlsson ,C
232,Dmitri Orlov (D),Washington Capitals,76,12,23,35,0.46,44,25,https://www.eliteprospects.com/player/17758/dmitri-orlov,2021-2020,nhl,Dmitri Orlov ,D
233,Erik Karlsson (D),San Jose Sharks,50,10,25,35,0.70,14,-14,https://www.eliteprospects.com/player/9878/erik-karlsson,2021-2020,nhl,Erik Karlsson ,D
234,Darnell Nurse (D),Edmonton Oilers,71,9,26,35,0.49,54,18,https://www.eliteprospects.com/player/97352/darnell-nurse,2021-2020,nhl,Darnell Nurse ,D
235,Mark Giordano (D),totals,75,8,27,35,0.47,57,-9,https://www.eliteprospects.com/player/9161/mark-giordano,2021-2020,nhl,Mark Giordano ,D
236,Kevin Shattenkirk (D),Anaheim Ducks,82,8,27,35,0.43,36,-9,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2021-2020,nhl,Kevin Shattenkirk ,D
237,Vince Dunn (D),Seattle Kraken,73,7,28,35,0.48,63,-21,https://www.eliteprospects.com/player/161816/vince-dunn,2021-2020,nhl,Vince Dunn ,D
238,Colton Parayko (D),St. Louis Blues,80,6,29,35,0.44,18,16,https://www.eliteprospects.com/player/89411/colton-parayko,2021-2020,nhl,Colton Parayko ,D
239,Lawson Crouse (LW),Arizona Coyotes,65,20,14,34,0.52,52,-9,https://www.eliteprospects.com/player/205155/lawson-crouse,2021-2020,nhl,Lawson Crouse ,LW
240,Joel Farabee (LW),Philadelphia Flyers,63,17,17,34,0.54,50,-11,https://www.eliteprospects.com/player/334036/joel-farabee,2021-2020,nhl,Joel Farabee ,LW
241,Sonny Milano (LW),Anaheim Ducks,66,14,20,34,0.52,10,-9,https://www.eliteprospects.com/player/189415/sonny-milano,2021-2020,nhl,Sonny Milano ,LW
242,Tanner Pearson (LW),Vancouver Canucks,68,14,20,34,0.50,30,9,https://www.eliteprospects.com/player/75951/tanner-pearson,2021-2020,nhl,Tanner Pearson ,LW
243,Jesper Fast (RW),Carolina Hurricanes,82,14,20,34,0.42,4,24,https://www.eliteprospects.com/player/10967/jesper-fast,2021-2020,nhl,Jesper Fast ,RW
244,Anthony Beauvillier (LW/C),New York Islanders,75,12,22,34,0.45,12,-10,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2021-2020,nhl,Anthony Beauvillier ,LW/C
245,Neal Pionk (D),Winnipeg Jets,77,3,31,34,0.44,46,5,https://www.eliteprospects.com/player/196583/neal-pionk,2021-2020,nhl,Neal Pionk ,D
246,J.T. Compher (W/C),Colorado Avalanche,70,18,15,33,0.47,25,6,https://www.eliteprospects.com/player/114800/j.t.-compher,2021-2020,nhl,J.T. Compher ,W/C
247,Danton Heinen (W/C),Pittsburgh Penguins,76,18,15,33,0.43,16,6,https://www.eliteprospects.com/player/105821/danton-heinen,2021-2020,nhl,Danton Heinen ,W/C
248,Blake Coleman (C/W),Calgary Flames,81,16,17,33,0.41,60,16,https://www.eliteprospects.com/player/46889/blake-coleman,2021-2020,nhl,Blake Coleman ,C/W
249,Kyle Palmieri (RW),New York Islanders,69,15,18,33,0.48,57,0,https://www.eliteprospects.com/player/17508/kyle-palmieri,2021-2020,nhl,Kyle Palmieri ,RW
250,Alex Newhook (C/LW),Colorado Avalanche,71,13,20,33,0.47,12,11,https://www.eliteprospects.com/player/320307/alex-newhook,2021-2020,nhl,Alex Newhook ,C/LW
251,Barclay Goodrow (C/W),New York Rangers,79,13,20,33,0.42,69,13,https://www.eliteprospects.com/player/45398/barclay-goodrow,2021-2020,nhl,Barclay Goodrow ,C/W
252,Christian Dvorak (LW/C),Montréal Canadiens,56,11,22,33,0.59,24,-19,https://www.eliteprospects.com/player/194889/christian-dvorak,2021-2020,nhl,Christian Dvorak ,LW/C
253,Vladislav Gavrikov (D),Columbus Blue Jackets,80,5,28,33,0.41,68,-3,https://www.eliteprospects.com/player/165015/vladislav-gavrikov,2021-2020,nhl,Vladislav Gavrikov ,D
254,Ilya Mikheyev (RW/LW),Toronto Maple Leafs,53,21,11,32,0.60,26,16,https://www.eliteprospects.com/player/180935/ilya-mikheyev,2021-2020,nhl,Ilya Mikheyev ,RW/LW
255,Josh Anderson (RW/LW),Montréal Canadiens,69,19,13,32,0.46,65,-25,https://www.eliteprospects.com/player/95853/josh-anderson,2021-2020,nhl,Josh Anderson ,RW/LW
256,Frank Vatrano (W/C),totals,71,18,14,32,0.45,22,4,https://www.eliteprospects.com/player/59733/frank-vatrano,2021-2020,nhl,Frank Vatrano ,W/C
257,Dillon Dubé (C/LW),Calgary Flames,79,18,14,32,0.41,20,1,https://www.eliteprospects.com/player/157256/dillon-dube,2021-2020,nhl,Dillon Dubé ,C/LW
258,Alex Formenton (LW),Ottawa Senators,79,18,14,32,0.41,59,-13,https://www.eliteprospects.com/player/273622/alex-formenton,2021-2020,nhl,Alex Formenton ,LW
259,Nick Paul (LW/C),totals,80,16,16,32,0.40,39,-14,https://www.eliteprospects.com/player/149617/nick-paul,2021-2020,nhl,Nick Paul ,LW/C
260,Dominik Kubalík (LW),Chicago Blackhawks,78,15,17,32,0.41,16,-16,https://www.eliteprospects.com/player/101221/dominik-kubalik,2021-2020,nhl,Dominik Kubalík ,LW
261,Philip Tomasino (C/W),Nashville Predators,76,11,21,32,0.42,10,2,https://www.eliteprospects.com/player/418531/philip-tomasino,2021-2020,nhl,Philip Tomasino ,C/W
262,Kasperi Kapanen (RW/LW),Pittsburgh Penguins,79,11,21,32,0.41,16,2,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2021-2020,nhl,Kasperi Kapanen ,RW/LW
263,Ryan Suter (D),Dallas Stars,82,7,25,32,0.39,40,1,https://www.eliteprospects.com/player/8897/ryan-suter,2021-2020,nhl,Ryan Suter ,D
264,Nate Schmidt (D),Winnipeg Jets,77,4,28,32,0.42,10,-4,https://www.eliteprospects.com/player/38039/nate-schmidt,2021-2020,nhl,Nate Schmidt ,D
265,Jamie Drysdale (D),Anaheim Ducks,81,4,28,32,0.40,16,-26,https://www.eliteprospects.com/player/201868/jamie-drysdale,2021-2020,nhl,Jamie Drysdale ,D
266,Alexis Lafrenière (LW/RW),New York Rangers,79,19,12,31,0.39,37,2,https://www.eliteprospects.com/player/296697/alexis-lafreniere,2021-2020,nhl,Alexis Lafrenière ,LW/RW
267,Ryan Donato (C/LW),Seattle Kraken,74,16,15,31,0.42,40,-13,https://www.eliteprospects.com/player/195235/ryan-donato,2021-2020,nhl,Ryan Donato ,C/LW
268,Cole Sillinger (C),Columbus Blue Jackets,79,16,15,31,0.39,37,-22,https://www.eliteprospects.com/player/201844/cole-sillinger,2021-2020,nhl,Cole Sillinger ,C
269,Lars Eller (C),Washington Capitals,72,13,18,31,0.43,40,-4,https://www.eliteprospects.com/player/5995/lars-eller,2021-2020,nhl,Lars Eller ,C
270,Sam Gagner (C/RW),Detroit Red Wings,81,13,18,31,0.38,32,-4,https://www.eliteprospects.com/player/10425/sam-gagner,2021-2020,nhl,Sam Gagner ,C/RW
271,Denis Guryanov (RW),Dallas Stars,73,11,20,31,0.43,16,2,https://www.eliteprospects.com/player/263964/denis-guryanov,2021-2020,nhl,Denis Guryanov ,RW
272,Mike Matheson (D),Pittsburgh Penguins,74,11,20,31,0.42,33,12,https://www.eliteprospects.com/player/76333/mike-matheson,2021-2020,nhl,Mike Matheson ,D
273,Kevin Hayes (C),Philadelphia Flyers,48,10,21,31,0.65,26,-20,https://www.eliteprospects.com/player/40243/kevin-hayes,2021-2020,nhl,Kevin Hayes ,C
274,Oliver Kylington (D),Calgary Flames,73,9,22,31,0.43,14,34,https://www.eliteprospects.com/player/142238/oliver-kylington,2021-2020,nhl,Oliver Kylington ,D
275,Ivan Provorov (D),Philadelphia Flyers,79,9,22,31,0.39,34,-20,https://www.eliteprospects.com/player/242584/ivan-provorov,2021-2020,nhl,Ivan Provorov ,D
276,Drew Doughty (D),Los Angeles Kings,39,7,24,31,0.80,30,4,https://www.eliteprospects.com/player/10430/drew-doughty,2021-2020,nhl,Drew Doughty ,D
277,Travis Sanheim (D),Philadelphia Flyers,80,7,24,31,0.39,34,9,https://www.eliteprospects.com/player/120938/travis-sanheim,2021-2020,nhl,Travis Sanheim ,D
278,Nicklas Bäckström (C),Washington Capitals,47,6,25,31,0.66,12,-8,https://www.eliteprospects.com/player/3682/nicklas-backstrom,2021-2020,nhl,Nicklas Bäckström ,C
279,Mattias Ekholm (D),Nashville Predators,76,6,25,31,0.41,44,14,https://www.eliteprospects.com/player/8373/mattias-ekholm,2021-2020,nhl,Mattias Ekholm ,D
280,Robby Fabbri (C/LW),Detroit Red Wings,56,17,13,30,0.54,35,-23,https://www.eliteprospects.com/player/156923/robby-fabbri,2021-2020,nhl,Robby Fabbri ,C/LW
281,Vladislav Namestnikov (C/LW),totals,75,16,14,30,0.40,45,2,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2021-2020,nhl,Vladislav Namestnikov ,C/LW
282,Tomas Tatar (LW/RW),New Jersey Devils,76,15,15,30,0.40,22,-22,https://www.eliteprospects.com/player/17750/tomas-tatar,2021-2020,nhl,Tomas Tatar ,LW/RW
283,Sean Kuraly (C/LW),Columbus Blue Jackets,77,14,16,30,0.39,61,2,https://www.eliteprospects.com/player/49938/sean-kuraly,2021-2020,nhl,Sean Kuraly ,C/LW
284,Calle Järnkrok (C/W),totals,66,12,18,30,0.45,6,-14,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2021-2020,nhl,Calle Järnkrok ,C/W
285,Mathieu Joseph (RW/LW),totals,69,12,18,30,0.43,29,12,https://www.eliteprospects.com/player/227640/mathieu-joseph,2021-2020,nhl,Mathieu Joseph ,RW/LW
286,Scott Laughton (C/LW),Philadelphia Flyers,67,11,19,30,0.45,35,-9,https://www.eliteprospects.com/player/76690/scott-laughton,2021-2020,nhl,Scott Laughton ,C/LW
287,Mark Stone (RW),Vegas Golden Knights,37,9,21,30,0.81,8,7,https://www.eliteprospects.com/player/32806/mark-stone,2021-2020,nhl,Mark Stone ,RW
288,Dougie Hamilton (D),New Jersey Devils,62,9,21,30,0.48,34,-19,https://www.eliteprospects.com/player/45596/dougie-hamilton,2021-2020,nhl,Dougie Hamilton ,D
289,Jonas Brodin (D),Minnesota Wild,73,5,25,30,0.41,18,9,https://www.eliteprospects.com/player/19980/jonas-brodin,2021-2020,nhl,Jonas Brodin ,D
290,Alexandre Carrier (D),Nashville Predators,77,3,27,30,0.39,50,26,https://www.eliteprospects.com/player/151143/alexandre-carrier,2021-2020,nhl,Alexandre Carrier ,D
291,Alex Goligoski (D),Minnesota Wild,72,2,28,30,0.42,34,41,https://www.eliteprospects.com/player/9435/alex-goligoski,2021-2020,nhl,Alex Goligoski ,D
292,Isac Lundeström (C/LW),Anaheim Ducks,80,16,13,29,0.36,8,-3,https://www.eliteprospects.com/player/265570/isac-lundestrom,2021-2020,nhl,Isac Lundeström ,C/LW
293,Derek Grant (C/W),Anaheim Ducks,71,15,14,29,0.41,27,-16,https://www.eliteprospects.com/player/18242/derek-grant,2021-2020,nhl,Derek Grant ,C/W
294,Jake Evans (C/RW),Montréal Canadiens,72,13,16,29,0.40,22,-5,https://www.eliteprospects.com/player/152048/jake-evans,2021-2020,nhl,Jake Evans ,C/RW
295,Jesperi Kotkaniemi (C/LW),Carolina Hurricanes,66,12,17,29,0.44,37,3,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,2021-2020,nhl,Jesperi Kotkaniemi ,C/LW
296,Marcus Johansson (C/LW),totals,69,9,20,29,0.42,4,-26,https://www.eliteprospects.com/player/6225/marcus-johansson,2021-2020,nhl,Marcus Johansson ,C/LW
297,Oliver Ekman Larsson (D),Vancouver Canucks,79,5,24,29,0.37,52,5,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2021-2020,nhl,Oliver Ekman Larsson ,D
298,Patric Hörnqvist (RW),Florida Panthers,65,11,17,28,0.43,19,-5,https://www.eliteprospects.com/player/3683/patric-hornqvist,2021-2020,nhl,Patric Hörnqvist ,RW
299,Dustin Brown (RW/LW),Los Angeles Kings,64,9,19,28,0.44,20,-3,https://www.eliteprospects.com/player/9099/dustin-brown,2021-2020,nhl,Dustin Brown ,RW/LW
300,Teodors Blugers (C),Pittsburgh Penguins,65,9,19,28,0.43,10,12,https://www.eliteprospects.com/player/108347/teodors-blugers,2021-2020,nhl,Teodors Blugers ,C
301,Brett Pesce (D),Carolina Hurricanes,70,7,21,28,0.40,39,5,https://www.eliteprospects.com/player/121869/brett-pesce,2021-2020,nhl,Brett Pesce ,D
302,Colton Sissons (C/RW),Nashville Predators,79,7,21,28,0.35,30,2,https://www.eliteprospects.com/player/48393/colton-sissons,2021-2020,nhl,Colton Sissons ,C/RW
303,Ryan Graves (D),New Jersey Devils,75,6,22,28,0.37,24,-9,https://www.eliteprospects.com/player/103763/ryan-graves,2021-2020,nhl,Ryan Graves ,D
304,Christopher Tanev (D),Calgary Flames,82,6,22,28,0.34,22,35,https://www.eliteprospects.com/player/39601/christopher-tanev,2021-2020,nhl,Christopher Tanev ,D
305,Samuel Girard (D),Colorado Avalanche,67,5,23,28,0.42,20,-4,https://www.eliteprospects.com/player/251476/samuel-girard,2021-2020,nhl,Samuel Girard ,D
306,Cody Ceci (D),Edmonton Oilers,78,5,23,28,0.36,14,8,https://www.eliteprospects.com/player/45584/cody-ceci,2021-2020,nhl,Cody Ceci ,D
307,T.J. Brodie (D),Toronto Maple Leafs,82,4,24,28,0.34,34,20,https://www.eliteprospects.com/player/19170/t.j.-brodie,2021-2020,nhl,T.J. Brodie ,D
308,Adam Pelech (D),New York Islanders,78,3,25,28,0.36,42,20,https://www.eliteprospects.com/player/89694/adam-pelech,2021-2020,nhl,Adam Pelech ,D
309,Michael Rasmussen (C),Detroit Red Wings,80,15,12,27,0.34,66,-25,https://www.eliteprospects.com/player/286738/michael-rasmussen,2021-2020,nhl,Michael Rasmussen ,C
