,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
155,Jesper Bratt (LW/RW),New Jersey Devils,46,7,23,30,0.65,8,4,https://www.eliteprospects.com/player/117698/jesper-bratt,2020-2019,nhl,Jesper Bratt ,LW/RW
156,Charlie McAvoy (D),Boston Bruins,51,5,25,30,0.59,38,22,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2020-2019,nhl,Charlie McAvoy ,D
157,Mikhail Sergachyov (D),Tampa Bay Lightning,56,4,26,30,0.54,30,5,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2020-2019,nhl,Mikhail Sergachyov ,D
158,Alexander Wennberg (C),Florida Panthers,56,17,12,29,0.52,8,6,https://www.eliteprospects.com/player/37041/alexander-wennberg,2020-2019,nhl,Alexander Wennberg ,C
159,Anthony Mantha (RW/LW),totals,56,15,14,29,0.52,25,-14,https://www.eliteprospects.com/player/104045/anthony-mantha,2020-2019,nhl,Anthony Mantha ,RW/LW
160,Adrian Kempe (C/W),Los Angeles Kings,56,14,15,29,0.52,28,-18,https://www.eliteprospects.com/player/86313/adrian-kempe,2020-2019,nhl,Adrian Kempe ,C/W
161,Paul Stastny (C),Winnipeg Jets,56,13,16,29,0.52,32,-3,https://www.eliteprospects.com/player/10212/paul-stastny,2020-2019,nhl,Paul Stastny ,C
162,Tim Stützle (LW/C),Ottawa Senators,53,12,17,29,0.55,14,-18,https://www.eliteprospects.com/player/348134/tim-stutzle,2020-2019,nhl,Tim Stützle ,LW/C
163,Yevgeni Kuznetsov (C),Washington Capitals,41,9,20,29,0.71,18,7,https://www.eliteprospects.com/player/34777/yevgeni-kuznetsov,2020-2019,nhl,Yevgeni Kuznetsov ,C
164,Brent Burns (D),San Jose Sharks,56,7,22,29,0.52,36,-13,https://www.eliteprospects.com/player/9103/brent-burns,2020-2019,nhl,Brent Burns ,D
165,Anthony Beauvillier (LW/C),New York Islanders,47,15,13,28,0.60,12,15,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2020-2019,nhl,Anthony Beauvillier ,LW/C
166,Jean-Gabriel Pageau (C),New York Islanders,54,14,14,28,0.52,10,10,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2020-2019,nhl,Jean-Gabriel Pageau ,C
167,Calle Järnkrok (C/W),Nashville Predators,49,13,15,28,0.57,14,13,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2020-2019,nhl,Calle Järnkrok ,C/W
168,Kevin Labanc (RW/LW),San Jose Sharks,55,12,16,28,0.51,31,-9,https://www.eliteprospects.com/player/133841/kevin-labanc,2020-2019,nhl,Kevin Labanc ,RW/LW
169,Sean Monahan (C),Calgary Flames,50,10,18,28,0.56,10,-6,https://www.eliteprospects.com/player/85013/sean-monahan,2020-2019,nhl,Sean Monahan ,C
170,Rickard Rakell (W/C),Anaheim Ducks,52,9,19,28,0.54,12,-14,https://www.eliteprospects.com/player/17435/rickard-rakell,2020-2019,nhl,Rickard Rakell ,W/C
171,Yevgeni Malkin (C),Pittsburgh Penguins,33,8,20,28,0.85,24,-4,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2020-2019,nhl,Yevgeni Malkin ,C
172,Seth Jones (D),Columbus Blue Jackets,56,5,23,28,0.50,26,-18,https://www.eliteprospects.com/player/90355/seth-jones,2020-2019,nhl,Seth Jones ,D
173,Pius Suter (C),Chicago Blackhawks,55,14,13,27,0.49,14,-5,https://www.eliteprospects.com/player/135775/pius-suter,2020-2019,nhl,Pius Suter ,C
174,Mikael Granlund (C),Nashville Predators,51,13,14,27,0.53,14,-1,https://www.eliteprospects.com/player/16037/mikael-granlund,2020-2019,nhl,Mikael Granlund ,C
175,Nils Höglander (LW/RW),Vancouver Canucks,56,13,14,27,0.48,16,-4,https://www.eliteprospects.com/player/311906/nils-hoglander,2020-2019,nhl,Nils Höglander ,LW/RW
176,Sam Bennett (C/LW),totals,48,10,17,27,0.56,52,-2,https://www.eliteprospects.com/player/189371/sam-bennett,2020-2019,nhl,Sam Bennett ,C/LW
177,Miro Heiskanen (D),Dallas Stars,55,8,19,27,0.49,12,-9,https://www.eliteprospects.com/player/250075/miro-heiskanen,2020-2019,nhl,Miro Heiskanen ,D
178,Jake Muzzin (D),Toronto Maple Leafs,53,4,23,27,0.51,29,21,https://www.eliteprospects.com/player/13614/jake-muzzin,2020-2019,nhl,Jake Muzzin ,D
179,Justin Schultz (D),Washington Capitals,46,3,24,27,0.59,10,12,https://www.eliteprospects.com/player/18241/justin-schultz,2020-2019,nhl,Justin Schultz ,D
180,Keith Yandle (D),Florida Panthers,56,3,24,27,0.48,38,-8,https://www.eliteprospects.com/player/10247/keith-yandle,2020-2019,nhl,Keith Yandle ,D
181,Mike Reilly (D),totals,55,0,27,27,0.49,22,5,https://www.eliteprospects.com/player/106295/mike-reilly,2020-2019,nhl,Mike Reilly ,D
182,Frank Vatrano (W/C),Florida Panthers,56,18,8,26,0.46,26,8,https://www.eliteprospects.com/player/59733/frank-vatrano,2020-2019,nhl,Frank Vatrano ,W/C
183,Nick Ritchie (LW),Boston Bruins,56,15,11,26,0.46,37,-7,https://www.eliteprospects.com/player/99036/nick-ritchie,2020-2019,nhl,Nick Ritchie ,LW
184,Marcus Foligno (LW/RW),Minnesota Wild,39,11,15,26,0.67,49,19,https://www.eliteprospects.com/player/18601/marcus-foligno,2020-2019,nhl,Marcus Foligno ,LW/RW
185,Nick Bonino (C/LW),Minnesota Wild,55,10,16,26,0.47,26,0,https://www.eliteprospects.com/player/14686/nick-bonino,2020-2019,nhl,Nick Bonino ,C/LW
186,Mark Giordano (D),Calgary Flames,56,9,17,26,0.46,14,5,https://www.eliteprospects.com/player/9161/mark-giordano,2020-2019,nhl,Mark Giordano ,D
187,Ivan Provorov (D),Philadelphia Flyers,56,7,19,26,0.46,28,4,https://www.eliteprospects.com/player/242584/ivan-provorov,2020-2019,nhl,Ivan Provorov ,D
188,Filip Hronek (D),Detroit Red Wings,56,2,24,26,0.46,16,-18,https://www.eliteprospects.com/player/191286/filip-hronek,2020-2019,nhl,Filip Hronek ,D
189,Miles Wood (LW),New Jersey Devils,55,17,8,25,0.46,29,-6,https://www.eliteprospects.com/player/131890/miles-wood,2020-2019,nhl,Miles Wood ,LW
190,Jesse Puljujärvi (RW),Edmonton Oilers,55,15,10,25,0.46,16,6,https://www.eliteprospects.com/player/152117/jesse-puljujarvi,2020-2019,nhl,Jesse Puljujärvi ,RW
191,Reilly Smith (RW/LW),Vegas Golden Knights,53,14,11,25,0.47,18,10,https://www.eliteprospects.com/player/33903/reilly-smith,2020-2019,nhl,Reilly Smith ,RW/LW
192,Mason Appleton (C/RW),Winnipeg Jets,56,12,13,25,0.45,14,11,https://www.eliteprospects.com/player/266919/mason-appleton,2020-2019,nhl,Mason Appleton ,C/RW
193,Viktor Arvidsson (LW/RW),Nashville Predators,50,10,15,25,0.50,21,9,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2020-2019,nhl,Viktor Arvidsson ,LW/RW
194,Janne Kuokkanen (LW/C),New Jersey Devils,50,8,17,25,0.50,14,-11,https://www.eliteprospects.com/player/209426/janne-kuokkanen,2020-2019,nhl,Janne Kuokkanen ,LW/C
195,Jared Spurgeon (D),Minnesota Wild,54,7,18,25,0.46,6,-2,https://www.eliteprospects.com/player/11611/jared-spurgeon,2020-2019,nhl,Jared Spurgeon ,D
196,Justin Faulk (D),St. Louis Blues,56,7,18,25,0.45,35,11,https://www.eliteprospects.com/player/20715/justin-faulk,2020-2019,nhl,Justin Faulk ,D
197,Brett Pesce (D),Carolina Hurricanes,55,4,21,25,0.46,20,14,https://www.eliteprospects.com/player/121869/brett-pesce,2020-2019,nhl,Brett Pesce ,D
198,Josh Anderson (RW/LW),Montréal Canadiens,52,17,7,24,0.46,38,-10,https://www.eliteprospects.com/player/95853/josh-anderson,2020-2019,nhl,Josh Anderson ,RW/LW
199,Brandon Saad (LW/RW),Colorado Avalanche,44,15,9,24,0.55,12,1,https://www.eliteprospects.com/player/31264/brandon-saad,2020-2019,nhl,Brandon Saad ,LW/RW
200,Patrik Laine (LW/RW),totals,46,12,12,24,0.52,25,-28,https://www.eliteprospects.com/player/221667/patrik-laine,2020-2019,nhl,Patrik Laine ,LW/RW
201,Mattias Janmark (C/W),totals,56,11,13,24,0.43,10,-12,https://www.eliteprospects.com/player/16629/mattias-janmark,2020-2019,nhl,Mattias Janmark ,C/W
202,Adam Lowry (C),Winnipeg Jets,52,10,14,24,0.46,13,6,https://www.eliteprospects.com/player/45633/adam-lowry,2020-2019,nhl,Adam Lowry ,C
203,Brandon Hagel (LW),Chicago Blackhawks,52,9,15,24,0.46,11,-7,https://www.eliteprospects.com/player/161843/brandon-hagel,2020-2019,nhl,Brandon Hagel ,LW
204,Max Domi (C/LW),Columbus Blue Jackets,54,9,15,24,0.44,75,-18,https://www.eliteprospects.com/player/95484/max-domi,2020-2019,nhl,Max Domi ,C/LW
205,Phillip Danault (C/LW),Montréal Canadiens,53,5,19,24,0.45,24,9,https://www.eliteprospects.com/player/45282/phillip-danault,2020-2019,nhl,Phillip Danault ,C/LW
206,Oliver Ekman Larsson (D),Arizona Coyotes,46,3,21,24,0.52,32,-17,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2020-2019,nhl,Oliver Ekman Larsson ,D
207,Brendan Gallagher (RW),Montréal Canadiens,35,14,9,23,0.66,16,10,https://www.eliteprospects.com/player/25705/brendan-gallagher,2020-2019,nhl,Brendan Gallagher ,RW
208,Andreas Athanasiou (C/W),Los Angeles Kings,47,10,13,23,0.49,27,-6,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2020-2019,nhl,Andreas Athanasiou ,C/W
209,Victor Rask (C/LW),Minnesota Wild,54,10,13,23,0.43,2,1,https://www.eliteprospects.com/player/15747/victor-rask,2020-2019,nhl,Victor Rask ,C/LW
210,Gabriel Vilardi (C),Los Angeles Kings,54,10,13,23,0.43,6,-8,https://www.eliteprospects.com/player/286867/gabriel-vilardi,2020-2019,nhl,Gabriel Vilardi ,C
211,Trevor Moore (C/W),Los Angeles Kings,56,10,13,23,0.41,18,-5,https://www.eliteprospects.com/player/87846/trevor-moore,2020-2019,nhl,Trevor Moore ,C/W
212,Milan Lucic (LW),Calgary Flames,56,10,13,23,0.41,46,-8,https://www.eliteprospects.com/player/11104/milan-lucic,2020-2019,nhl,Milan Lucic ,LW
213,Dylan Larkin (C),Detroit Red Wings,44,9,14,23,0.52,34,-14,https://www.eliteprospects.com/player/177693/dylan-larkin,2020-2019,nhl,Dylan Larkin ,C
214,Jonas Brodin (D),Minnesota Wild,53,9,14,23,0.43,18,2,https://www.eliteprospects.com/player/19980/jonas-brodin,2020-2019,nhl,Jonas Brodin ,D
215,Lars Eller (C),Washington Capitals,44,8,15,23,0.52,21,-1,https://www.eliteprospects.com/player/5995/lars-eller,2020-2019,nhl,Lars Eller ,C
216,Alexander Kerfoot (C/LW),Toronto Maple Leafs,56,8,15,23,0.41,12,2,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2020-2019,nhl,Alexander Kerfoot ,C/LW
217,Alex Pietrangelo (D),Vegas Golden Knights,41,7,16,23,0.56,16,20,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2020-2019,nhl,Alex Pietrangelo ,D
218,Mattias Ekholm (D),Nashville Predators,48,6,17,23,0.48,14,19,https://www.eliteprospects.com/player/8373/mattias-ekholm,2020-2019,nhl,Mattias Ekholm ,D
219,Cam Fowler (D),Anaheim Ducks,56,5,18,23,0.41,18,-4,https://www.eliteprospects.com/player/31261/cam-fowler,2020-2019,nhl,Cam Fowler ,D
220,Rasmus Dahlin (D),Buffalo Sabres,56,5,18,23,0.41,26,-36,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2020-2019,nhl,Rasmus Dahlin ,D
221,Jonathan Drouin (LW/C),Montréal Canadiens,44,2,21,23,0.52,20,-8,https://www.eliteprospects.com/player/118657/jonathan-drouin,2020-2019,nhl,Jonathan Drouin ,LW/C
222,Ty Smith (D),New Jersey Devils,48,2,21,23,0.48,22,-9,https://www.eliteprospects.com/player/281814/ty-smith,2020-2019,nhl,Ty Smith ,D
223,Conor Sheary (LW/RW),Washington Capitals,53,14,8,22,0.42,14,-1,https://www.eliteprospects.com/player/94484/conor-sheary,2020-2019,nhl,Conor Sheary ,LW/RW
224,Colin Blackwell (C/W),New York Rangers,47,12,10,22,0.47,15,2,https://www.eliteprospects.com/player/128394/colin-blackwell,2020-2019,nhl,Colin Blackwell ,C/W
225,Aaron Ekblad (D),Florida Panthers,35,11,11,22,0.63,33,5,https://www.eliteprospects.com/player/49042/aaron-ekblad,2020-2019,nhl,Aaron Ekblad ,D
226,Eeli Tolvanen (RW/LW),Nashville Predators,40,11,11,22,0.55,4,-10,https://www.eliteprospects.com/player/249730/eeli-tolvanen,2020-2019,nhl,Eeli Tolvanen ,RW/LW
227,Dillon Dubé (C/LW),Calgary Flames,51,11,11,22,0.43,20,-1,https://www.eliteprospects.com/player/157256/dillon-dube,2020-2019,nhl,Dillon Dubé ,C/LW
228,Casey Mittelstadt (C),Buffalo Sabres,41,10,12,22,0.54,10,-10,https://www.eliteprospects.com/player/300831/casey-mittelstadt,2020-2019,nhl,Casey Mittelstadt ,C
229,Anthony Cirelli (C),Tampa Bay Lightning,50,9,13,22,0.44,10,0,https://www.eliteprospects.com/player/274875/anthony-cirelli,2020-2019,nhl,Anthony Cirelli ,C
230,Filip Chytil (C),New York Rangers,42,8,14,22,0.52,10,9,https://www.eliteprospects.com/player/236806/filip-chytil,2020-2019,nhl,Filip Chytil ,C
231,Dmitri Orlov (D),Washington Capitals,51,8,14,22,0.43,20,16,https://www.eliteprospects.com/player/17758/dmitri-orlov,2020-2019,nhl,Dmitri Orlov ,D
232,Erik Karlsson (D),San Jose Sharks,52,8,14,22,0.42,18,-18,https://www.eliteprospects.com/player/9878/erik-karlsson,2020-2019,nhl,Erik Karlsson ,D
233,Tyler Johnson (C),Tampa Bay Lightning,55,8,14,22,0.40,16,-1,https://www.eliteprospects.com/player/12078/tyler-johnson,2020-2019,nhl,Tyler Johnson ,C
234,Teodors Blugers (C),Pittsburgh Penguins,43,7,15,22,0.51,16,10,https://www.eliteprospects.com/player/108347/teodors-blugers,2020-2019,nhl,Teodors Blugers ,C
235,Ryan Johansen (C),Nashville Predators,48,7,15,22,0.46,22,0,https://www.eliteprospects.com/player/45512/ryan-johansen,2020-2019,nhl,Ryan Johansen ,C
236,Ryan Hartman (RW/C),Minnesota Wild,51,7,15,22,0.43,33,0,https://www.eliteprospects.com/player/90345/ryan-hartman,2020-2019,nhl,Ryan Hartman ,RW/C
237,Alex Goligoski (D),Arizona Coyotes,56,3,19,22,0.39,14,2,https://www.eliteprospects.com/player/9435/alex-goligoski,2020-2019,nhl,Alex Goligoski ,D
238,Oliver Wahlstrom (RW),New York Islanders,44,12,9,21,0.48,21,2,https://www.eliteprospects.com/player/241370/oliver-wahlstrom,2020-2019,nhl,Oliver Wahlstrom ,RW
239,Adam Henrique (C/LW),Anaheim Ducks,45,12,9,21,0.47,11,-8,https://www.eliteprospects.com/player/19043/adam-henrique,2020-2019,nhl,Adam Henrique ,C/LW
240,Alexis Lafrenière (LW/RW),New York Rangers,56,12,9,21,0.38,8,-7,https://www.eliteprospects.com/player/296697/alexis-lafreniere,2020-2019,nhl,Alexis Lafrenière ,LW/RW
241,Elias Pettersson (C/W),Vancouver Canucks,26,10,11,21,0.81,6,0,https://www.eliteprospects.com/player/266336/elias-pettersson,2020-2019,nhl,Elias Pettersson ,C/W
242,Kyle Palmieri (RW),totals,51,10,11,21,0.41,20,-5,https://www.eliteprospects.com/player/17508/kyle-palmieri,2020-2019,nhl,Kyle Palmieri ,RW
243,Valeri Nichushkin (RW),Colorado Avalanche,55,10,11,21,0.38,4,9,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2020-2019,nhl,Valeri Nichushkin ,RW
244,Pierre-Luc Dubois (C/LW),totals,46,9,12,21,0.46,38,-8,https://www.eliteprospects.com/player/252480/pierre-luc-dubois,2020-2019,nhl,Pierre-Luc Dubois ,C/LW
245,Corey Perry (RW),Montréal Canadiens,49,9,12,21,0.43,39,-4,https://www.eliteprospects.com/player/8541/corey-perry,2020-2019,nhl,Corey Perry ,RW
246,Erik Haula (LW/C),Nashville Predators,51,9,12,21,0.41,14,4,https://www.eliteprospects.com/player/16042/erik-haula,2020-2019,nhl,Erik Haula ,LW/C
247,Jaden Schwartz (LW),St. Louis Blues,40,8,13,21,0.53,20,2,https://www.eliteprospects.com/player/33907/jaden-schwartz,2020-2019,nhl,Jaden Schwartz ,LW
248,Kailer Yamamoto (W/C),Edmonton Oilers,52,8,13,21,0.40,26,9,https://www.eliteprospects.com/player/247915/kailer-yamamoto,2020-2019,nhl,Kailer Yamamoto ,W/C
249,Matt Dumba (D),Minnesota Wild,51,6,15,21,0.41,46,1,https://www.eliteprospects.com/player/53542/matt-dumba,2020-2019,nhl,Matt Dumba ,D
250,Tyler Myers (D),Vancouver Canucks,55,6,15,21,0.38,51,-8,https://www.eliteprospects.com/player/17521/tyler-myers,2020-2019,nhl,Tyler Myers ,D
251,Rasmus Andersson (D),Calgary Flames,56,5,16,21,0.38,34,-9,https://www.eliteprospects.com/player/86137/rasmus-andersson,2020-2019,nhl,Rasmus Andersson ,D
252,Josh Morrissey (D),Winnipeg Jets,56,4,17,21,0.38,25,-1,https://www.eliteprospects.com/player/62293/josh-morrissey,2020-2019,nhl,Josh Morrissey ,D
253,Damon Severson (D),New Jersey Devils,56,3,18,21,0.38,29,-8,https://www.eliteprospects.com/player/55867/damon-severson,2020-2019,nhl,Damon Severson ,D
254,Daniel Sprong (RW/LW),Washington Capitals,42,13,7,20,0.48,12,7,https://www.eliteprospects.com/player/231299/daniel-sprong,2020-2019,nhl,Daniel Sprong ,RW/LW
255,Yevgeni Dadonov (RW/LW),Ottawa Senators,55,13,7,20,0.36,4,-9,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2020-2019,nhl,Yevgeni Dadonov ,RW/LW
256,Adam Erne (LW/RW),Detroit Red Wings,45,11,9,20,0.44,26,-1,https://www.eliteprospects.com/player/90359/adam-erne,2020-2019,nhl,Adam Erne ,LW/RW
257,Warren Foegele (LW/C),Carolina Hurricanes,53,10,10,20,0.38,20,4,https://www.eliteprospects.com/player/210317/warren-foegele,2020-2019,nhl,Warren Foegele ,LW/C
258,Shayne Gostisbehere (D),Philadelphia Flyers,41,9,11,20,0.49,6,-2,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2020-2019,nhl,Shayne Gostisbehere ,D
259,Scott Laughton (C/LW),Philadelphia Flyers,53,9,11,20,0.38,39,13,https://www.eliteprospects.com/player/76690/scott-laughton,2020-2019,nhl,Scott Laughton ,C/LW
260,Travis Zajac (C),totals,46,8,12,20,0.43,6,-1,https://www.eliteprospects.com/player/10232/travis-zajac,2020-2019,nhl,Travis Zajac ,C
261,Derick Brassard (C/LW),Arizona Coyotes,53,8,12,20,0.38,12,-10,https://www.eliteprospects.com/player/9366/derick-brassard,2020-2019,nhl,Derick Brassard ,C/LW
262,Zach Werenski (D),Columbus Blue Jackets,35,7,13,20,0.57,13,-9,https://www.eliteprospects.com/player/186311/zach-werenski,2020-2019,nhl,Zach Werenski ,D
263,Troy Terry (RW/C),Anaheim Ducks,48,7,13,20,0.42,18,-1,https://www.eliteprospects.com/player/234046/troy-terry,2020-2019,nhl,Troy Terry ,RW/C
264,Nick Foligno (LW/RW),totals,49,7,13,20,0.41,32,2,https://www.eliteprospects.com/player/10675/nick-foligno,2020-2019,nhl,Nick Foligno ,LW/RW
265,Vince Dunn (D),St. Louis Blues,43,6,14,20,0.47,18,-8,https://www.eliteprospects.com/player/161816/vince-dunn,2020-2019,nhl,Vince Dunn ,D
266,Ryan Donato (C/LW),San Jose Sharks,50,6,14,20,0.40,10,-11,https://www.eliteprospects.com/player/195235/ryan-donato,2020-2019,nhl,Ryan Donato ,C/LW
267,Barclay Goodrow (C/W),Tampa Bay Lightning,55,6,14,20,0.36,52,16,https://www.eliteprospects.com/player/45398/barclay-goodrow,2020-2019,nhl,Barclay Goodrow ,C/W
268,Matt Grzelcyk (D),Boston Bruins,37,5,15,20,0.54,22,11,https://www.eliteprospects.com/player/90350/matt-grzelcyk,2020-2019,nhl,Matt Grzelcyk ,D
269,Joe Thornton (C),Toronto Maple Leafs,44,5,15,20,0.46,14,6,https://www.eliteprospects.com/player/3670/joe-thornton,2020-2019,nhl,Joe Thornton ,C
270,Jesperi Kotkaniemi (C/LW),Montréal Canadiens,56,5,15,20,0.36,12,-1,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,2020-2019,nhl,Jesperi Kotkaniemi ,C/LW
271,Nick Paul (LW/C),Ottawa Senators,56,5,15,20,0.36,19,5,https://www.eliteprospects.com/player/149617/nick-paul,2020-2019,nhl,Nick Paul ,LW/C
272,Justin Holl (D),Toronto Maple Leafs,55,2,18,20,0.36,25,16,https://www.eliteprospects.com/player/46905/justin-holl,2020-2019,nhl,Justin Holl ,D
273,Anders Lee (LW),New York Islanders,27,12,7,19,0.70,12,11,https://www.eliteprospects.com/player/19068/anders-lee,2020-2019,nhl,Anders Lee ,LW
274,Mathieu Joseph (RW/LW),Tampa Bay Lightning,56,12,7,19,0.34,10,3,https://www.eliteprospects.com/player/227640/mathieu-joseph,2020-2019,nhl,Mathieu Joseph ,RW/LW
275,Luke Kunin (C/W),Nashville Predators,38,10,9,19,0.50,13,3,https://www.eliteprospects.com/player/245278/luke-kunin,2020-2019,nhl,Luke Kunin ,C/W
276,Mathieu Perreault (C),Winnipeg Jets,56,9,10,19,0.34,16,6,https://www.eliteprospects.com/player/10441/mathieu-perreault,2020-2019,nhl,Mathieu Perreault ,C
277,Jesper Fast (RW),Carolina Hurricanes,46,6,13,19,0.41,14,-4,https://www.eliteprospects.com/player/10967/jesper-fast,2020-2019,nhl,Jesper Fast ,RW
278,Shea Weber (D),Montréal Canadiens,48,6,13,19,0.40,33,-4,https://www.eliteprospects.com/player/9505/shea-weber,2020-2019,nhl,Shea Weber ,D
279,Filip Zadina (RW/LW),Detroit Red Wings,49,6,13,19,0.39,0,-4,https://www.eliteprospects.com/player/236471/filip-zadina,2020-2019,nhl,Filip Zadina ,RW/LW
280,Chris Tierney (C),Ottawa Senators,55,6,13,19,0.35,8,-12,https://www.eliteprospects.com/player/92677/chris-tierney,2020-2019,nhl,Chris Tierney ,C
281,P.K. Subban (D),New Jersey Devils,44,5,14,19,0.43,26,-16,https://www.eliteprospects.com/player/11251/p.k.-subban,2020-2019,nhl,P.K. Subban ,D
282,Ryan Suter (D),Minnesota Wild,56,3,16,19,0.34,12,9,https://www.eliteprospects.com/player/8897/ryan-suter,2020-2019,nhl,Ryan Suter ,D
283,Brenden Dillon (D),Washington Capitals,56,2,17,19,0.34,49,15,https://www.eliteprospects.com/player/23790/brenden-dillon,2020-2019,nhl,Brenden Dillon ,D
284,Robby Fabbri (C/LW),Detroit Red Wings,30,10,8,18,0.60,16,3,https://www.eliteprospects.com/player/156923/robby-fabbri,2020-2019,nhl,Robby Fabbri ,C/LW
285,Colin White (C/RW),Ottawa Senators,45,10,8,18,0.40,16,-6,https://www.eliteprospects.com/player/183810/colin-white,2020-2019,nhl,Colin White ,C/RW
286,J.T. Compher (W/C),Colorado Avalanche,48,10,8,18,0.38,19,10,https://www.eliteprospects.com/player/114800/j.t.-compher,2020-2019,nhl,J.T. Compher ,W/C
287,Tanner Pearson (LW),Vancouver Canucks,51,10,8,18,0.35,26,-15,https://www.eliteprospects.com/player/75951/tanner-pearson,2020-2019,nhl,Tanner Pearson ,LW
288,Jason Zucker (LW/RW),Pittsburgh Penguins,38,9,9,18,0.47,21,-8,https://www.eliteprospects.com/player/20726/jason-zucker,2020-2019,nhl,Jason Zucker ,LW/RW
289,Tomas Nosek (LW/C),Vegas Golden Knights,38,8,10,18,0.47,10,7,https://www.eliteprospects.com/player/102439/tomas-nosek,2020-2019,nhl,Tomas Nosek ,LW/C
290,Eric Robinson (LW),Columbus Blue Jackets,56,8,10,18,0.32,4,6,https://www.eliteprospects.com/player/206755/eric-robinson,2020-2019,nhl,Eric Robinson ,LW
291,Owen Tippett (RW/LW),Florida Panthers,45,7,11,18,0.40,6,-5,https://www.eliteprospects.com/player/201664/owen-tippett,2020-2019,nhl,Owen Tippett ,RW/LW
292,Zach Parise (LW/RW),Minnesota Wild,45,7,11,18,0.40,6,7,https://www.eliteprospects.com/player/8903/zach-parise,2020-2019,nhl,Zach Parise ,LW/RW
293,Brandon Montour (D),totals,50,7,11,18,0.36,40,-5,https://www.eliteprospects.com/player/97957/brandon-montour,2020-2019,nhl,Brandon Montour ,D
294,Garnet Hathaway (RW/LW),Washington Capitals,56,6,12,18,0.32,66,7,https://www.eliteprospects.com/player/75018/garnet-hathaway,2020-2019,nhl,Garnet Hathaway ,RW/LW
295,Ryan Ellis (D),Nashville Predators,35,5,13,18,0.51,10,1,https://www.eliteprospects.com/player/14012/ryan-ellis,2020-2019,nhl,Ryan Ellis ,D
296,Erik Cernak (D),Tampa Bay Lightning,46,5,13,18,0.39,38,8,https://www.eliteprospects.com/player/166368/erik-cernak,2020-2019,nhl,Erik Cernak ,D
297,Sean Walker (D),Los Angeles Kings,47,5,13,18,0.38,18,-13,https://www.eliteprospects.com/player/160791/sean-walker,2020-2019,nhl,Sean Walker ,D
298,Nick Cousins (C/LW),Nashville Predators,52,5,13,18,0.35,41,4,https://www.eliteprospects.com/player/45550/nick-cousins,2020-2019,nhl,Nick Cousins ,C/LW
299,Rasmus Ristolainen (D),Buffalo Sabres,49,4,14,18,0.37,36,-18,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2020-2019,nhl,Rasmus Ristolainen ,D
300,Pat Maroon (LW),Tampa Bay Lightning,55,4,14,18,0.33,60,2,https://www.eliteprospects.com/player/12063/pat-maroon,2020-2019,nhl,Pat Maroon ,LW
301,Jack Eichel (C),Buffalo Sabres,21,2,16,18,0.86,6,-9,https://www.eliteprospects.com/player/191959/jack-eichel,2020-2019,nhl,Jack Eichel ,C
302,Nico Sturm (C/LW),Minnesota Wild,50,11,6,17,0.34,17,10,https://www.eliteprospects.com/player/54457/nico-sturm,2020-2019,nhl,Nico Sturm ,C/LW
303,Dylan Strome (C/RW),Chicago Blackhawks,40,9,8,17,0.43,14,-16,https://www.eliteprospects.com/player/228107/dylan-strome,2020-2019,nhl,Dylan Strome ,C/RW
304,Kaapo Kakko (RW),New York Rangers,48,9,8,17,0.35,10,3,https://www.eliteprospects.com/player/396655/kaapo-kakko,2020-2019,nhl,Kaapo Kakko ,RW
305,Boone Jenner (C),Columbus Blue Jackets,41,8,9,17,0.42,6,-9,https://www.eliteprospects.com/player/45587/boone-jenner,2020-2019,nhl,Boone Jenner ,C
306,Rudolfs Balcers (LW/RW),San Jose Sharks,41,8,9,17,0.42,16,-6,https://www.eliteprospects.com/player/153652/rudolfs-balcers,2020-2019,nhl,Rudolfs Balcers ,LW/RW
307,Vladislav Namestnikov (C/LW),Detroit Red Wings,53,8,9,17,0.32,24,-5,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2020-2019,nhl,Vladislav Namestnikov ,C/LW
308,Carl Söderberg (C),totals,45,7,10,17,0.38,18,-5,https://www.eliteprospects.com/player/665/carl-soderberg,2020-2019,nhl,Carl Söderberg ,C
309,Ilya Mikheyev (RW/LW),Toronto Maple Leafs,54,7,10,17,0.32,6,5,https://www.eliteprospects.com/player/180935/ilya-mikheyev,2020-2019,nhl,Ilya Mikheyev ,RW/LW
