,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
466,Nicolas Deslauriers (LW/D),Anaheim Ducks,49,5,5,10,0.20,53,-7,https://www.eliteprospects.com/player/37437/nicolas-deslauriers,2020-2019,nhl,Nicolas Deslauriers ,LW/D
467,Jimmy Vesey (LW),totals,50,5,5,10,0.20,10,-14,https://www.eliteprospects.com/player/121865/jimmy-vesey,2020-2019,nhl,Jimmy Vesey ,LW
468,Trevor Lewis (C/RW),Winnipeg Jets,56,5,5,10,0.18,2,7,https://www.eliteprospects.com/player/10461/trevor-lewis,2020-2019,nhl,Trevor Lewis ,C/RW
469,Cody Glass (C),Vegas Golden Knights,27,4,6,10,0.37,8,6,https://www.eliteprospects.com/player/201704/cody-glass,2020-2019,nhl,Cody Glass ,C
470,Nikita Gusev (LW/RW),totals,31,4,6,10,0.32,2,-12,https://www.eliteprospects.com/player/75169/nikita-gusev,2020-2019,nhl,Nikita Gusev ,LW/RW
471,Adam Larsson (D),Edmonton Oilers,56,4,6,10,0.18,24,2,https://www.eliteprospects.com/player/10713/adam-larsson,2020-2019,nhl,Adam Larsson ,D
472,Austin Watson (W/C),Ottawa Senators,34,3,7,10,0.29,40,-7,https://www.eliteprospects.com/player/33753/austin-watson,2020-2019,nhl,Austin Watson ,W/C
473,Drake Caggiula (C/LW),totals,38,3,7,10,0.26,19,-6,https://www.eliteprospects.com/player/97396/drake-caggiula,2020-2019,nhl,Drake Caggiula ,C/LW
474,Travis Hamonic (D),Vancouver Canucks,38,3,7,10,0.26,39,-3,https://www.eliteprospects.com/player/17519/travis-hamonic,2020-2019,nhl,Travis Hamonic ,D
475,Tanner Kero (C/RW),Dallas Stars,39,3,7,10,0.26,6,0,https://www.eliteprospects.com/player/55796/tanner-kero,2020-2019,nhl,Tanner Kero ,C/RW
476,Blake Lizotte (C),Los Angeles Kings,41,3,7,10,0.24,16,2,https://www.eliteprospects.com/player/321198/blake-lizotte,2020-2019,nhl,Blake Lizotte ,C
477,Nathan Bastian (RW/C),New Jersey Devils,41,3,7,10,0.24,21,0,https://www.eliteprospects.com/player/245157/nathan-bastian,2020-2019,nhl,Nathan Bastian ,RW/C
478,Patrik Nemeth (D),totals,52,3,7,10,0.19,20,5,https://www.eliteprospects.com/player/10383/patrik-nemeth,2020-2019,nhl,Patrik Nemeth ,D
479,Brady Skjei (D),Carolina Hurricanes,52,3,7,10,0.19,30,6,https://www.eliteprospects.com/player/90352/brady-skjei,2020-2019,nhl,Brady Skjei ,D
480,Marc Staal (D),Detroit Red Wings,56,3,7,10,0.18,20,-5,https://www.eliteprospects.com/player/9183/marc-staal,2020-2019,nhl,Marc Staal ,D
481,Kirby Dach (C),Chicago Blackhawks,18,2,8,10,0.56,4,-3,https://www.eliteprospects.com/player/268089/kirby-dach,2020-2019,nhl,Kirby Dach ,C
482,Frédérick Gaudreau (C),Pittsburgh Penguins,19,2,8,10,0.53,2,10,https://www.eliteprospects.com/player/129032/frederick-gaudreau,2020-2019,nhl,Frédérick Gaudreau ,C
483,Nick Merkley (RW/C),New Jersey Devils,27,2,8,10,0.37,7,-5,https://www.eliteprospects.com/player/107894/nick-merkley,2020-2019,nhl,Nick Merkley ,RW/C
484,Mason Marchment (LW/C),Florida Panthers,33,2,8,10,0.30,18,4,https://www.eliteprospects.com/player/208693/mason-marchment,2020-2019,nhl,Mason Marchment ,LW/C
485,Matt Roy (D),Los Angeles Kings,44,2,8,10,0.23,8,0,https://www.eliteprospects.com/player/191271/matt-roy,2020-2019,nhl,Matt Roy ,D
486,Zdeno Chára (D),Washington Capitals,55,2,8,10,0.18,44,5,https://www.eliteprospects.com/player/4530/zdeno-chara,2020-2019,nhl,Zdeno Chára ,D
487,Nikolai Knyzhov (D),San Jose Sharks,56,2,8,10,0.18,39,-9,https://www.eliteprospects.com/player/308784/nikolai-knyzhov,2020-2019,nhl,Nikolai Knyzhov ,D
488,Jordie Benn (D),totals,39,1,9,10,0.26,9,7,https://www.eliteprospects.com/player/19742/jordie-benn,2020-2019,nhl,Jordie Benn ,D
489,Calvin de Haan (D),Chicago Blackhawks,44,1,9,10,0.23,14,-16,https://www.eliteprospects.com/player/23814/calvin-de-haan,2020-2019,nhl,Calvin de Haan ,D
490,Markus Nutivaara (D),Florida Panthers,30,0,10,10,0.33,12,1,https://www.eliteprospects.com/player/47273/markus-nutivaara,2020-2019,nhl,Markus Nutivaara ,D
491,Wayne Simmonds (RW),Toronto Maple Leafs,38,7,2,9,0.24,45,-3,https://www.eliteprospects.com/player/12517/wayne-simmonds,2020-2019,nhl,Wayne Simmonds ,RW
492,Tyler Motte (C/W),Vancouver Canucks,24,6,3,9,0.38,14,0,https://www.eliteprospects.com/player/151824/tyler-motte,2020-2019,nhl,Tyler Motte ,C/W
493,Mikhail Maltsev (LW),New Jersey Devils,33,6,3,9,0.27,4,-4,https://www.eliteprospects.com/player/312218/mikhail-maltsev,2020-2019,nhl,Mikhail Maltsev ,LW
494,Josh Leivo (LW/RW),Calgary Flames,38,6,3,9,0.24,10,-3,https://www.eliteprospects.com/player/88692/josh-leivo,2020-2019,nhl,Josh Leivo ,LW/RW
495,Isac Lundeström (C/LW),Anaheim Ducks,41,6,3,9,0.22,14,-9,https://www.eliteprospects.com/player/265570/isac-lundestrom,2020-2019,nhl,Isac Lundeström ,C/LW
496,Devin Shore (C),Edmonton Oilers,38,5,4,9,0.24,6,-4,https://www.eliteprospects.com/player/149937/devin-shore,2020-2019,nhl,Devin Shore ,C
497,Wyatt Kalynuk (D),Chicago Blackhawks,21,4,5,9,0.43,4,-6,https://www.eliteprospects.com/player/196651/wyatt-kalynuk,2020-2019,nhl,Wyatt Kalynuk ,D
498,Oskar Sundqvist (C),St. Louis Blues,28,4,5,9,0.32,14,-6,https://www.eliteprospects.com/player/41621/oskar-sundqvist,2020-2019,nhl,Oskar Sundqvist ,C
499,Sean Kuraly (C/LW),Boston Bruins,47,4,5,9,0.19,20,-10,https://www.eliteprospects.com/player/49938/sean-kuraly,2020-2019,nhl,Sean Kuraly ,C/LW
500,Nolan Patrick (C),Philadelphia Flyers,52,4,5,9,0.17,20,-30,https://www.eliteprospects.com/player/201274/nolan-patrick,2020-2019,nhl,Nolan Patrick ,C
501,Patrick Marleau (LW),San Jose Sharks,56,4,5,9,0.16,10,-9,https://www.eliteprospects.com/player/3671/patrick-marleau,2020-2019,nhl,Patrick Marleau ,LW
502,Tyler Ennis (RW/LW),Edmonton Oilers,30,3,6,9,0.30,6,0,https://www.eliteprospects.com/player/11667/tyler-ennis,2020-2019,nhl,Tyler Ennis ,RW/LW
503,Morgan Geekie (C/RW),Carolina Hurricanes,36,3,6,9,0.25,10,1,https://www.eliteprospects.com/player/247912/morgan-geekie,2020-2019,nhl,Morgan Geekie ,C/RW
504,Anton Strålman (D),Florida Panthers,38,3,6,9,0.24,8,-1,https://www.eliteprospects.com/player/4152/anton-stralman,2020-2019,nhl,Anton Strålman ,D
505,Marco Scandella (D),St. Louis Blues,49,3,6,9,0.18,24,14,https://www.eliteprospects.com/player/17520/marco-scandella,2020-2019,nhl,Marco Scandella ,D
506,Artyom Anisimov (C),Ottawa Senators,19,2,7,9,0.47,2,1,https://www.eliteprospects.com/player/9300/artyom-anisimov,2020-2019,nhl,Artyom Anisimov ,C
507,Marcus Pettersson (D),Pittsburgh Penguins,47,2,7,9,0.19,22,8,https://www.eliteprospects.com/player/86321/marcus-pettersson,2020-2019,nhl,Marcus Pettersson ,D
508,Jacob MacDonald (D),Colorado Avalanche,33,1,8,9,0.27,8,14,https://www.eliteprospects.com/player/60064/jacob-macdonald,2020-2019,nhl,Jacob MacDonald ,D
509,Jacob Bryson (D),Buffalo Sabres,38,1,8,9,0.24,12,-1,https://www.eliteprospects.com/player/253923/jacob-bryson,2020-2019,nhl,Jacob Bryson ,D
510,Kris Russell (D),Edmonton Oilers,35,0,9,9,0.26,8,0,https://www.eliteprospects.com/player/9188/kris-russell,2020-2019,nhl,Kris Russell ,D
511,Jakub Zboril (D),Boston Bruins,42,0,9,9,0.21,18,0,https://www.eliteprospects.com/player/112379/jakub-zboril,2020-2019,nhl,Jakub Zboril ,D
512,Dylan DeMelo (D),Winnipeg Jets,52,0,9,9,0.17,20,10,https://www.eliteprospects.com/player/45603/dylan-demelo,2020-2019,nhl,Dylan DeMelo ,D
513,Brett Ritchie (RW),Calgary Flames,32,4,4,8,0.25,24,-5,https://www.eliteprospects.com/player/45554/brett-ritchie,2020-2019,nhl,Brett Ritchie ,RW
514,Austin Wagner (LW/C),Los Angeles Kings,44,4,4,8,0.18,15,-14,https://www.eliteprospects.com/player/161117/austin-wagner,2020-2019,nhl,Austin Wagner ,LW/C
515,Cédric Paquette (C),totals,47,4,4,8,0.17,21,-12,https://www.eliteprospects.com/player/128521/cedric-paquette,2020-2019,nhl,Cédric Paquette ,C
516,Yevgeni Svechnikov (RW/LW),Detroit Red Wings,21,3,5,8,0.38,10,-3,https://www.eliteprospects.com/player/168679/yevgeni-svechnikov,2020-2019,nhl,Yevgeni Svechnikov ,RW/LW
517,Alexander Barabanov (LW/RW),totals,22,3,5,8,0.36,6,1,https://www.eliteprospects.com/player/87913/alexander-barabanov,2020-2019,nhl,Alexander Barabanov ,LW/RW
518,Jamie Drysdale (D),Anaheim Ducks,24,3,5,8,0.33,6,-12,https://www.eliteprospects.com/player/201868/jamie-drysdale,2020-2019,nhl,Jamie Drysdale ,D
519,Dryden Hunt (LW/C),Arizona Coyotes,26,3,5,8,0.31,4,-6,https://www.eliteprospects.com/player/84609/dryden-hunt,2020-2019,nhl,Dryden Hunt ,LW/C
520,Eetu Luostarinen (C),Florida Panthers,44,3,5,8,0.18,12,-11,https://www.eliteprospects.com/player/299319/eetu-luostarinen,2020-2019,nhl,Eetu Luostarinen ,C
521,Henri Jokiharju (D),Buffalo Sabres,46,3,5,8,0.17,4,-11,https://www.eliteprospects.com/player/277056/henri-jokiharju,2020-2019,nhl,Henri Jokiharju ,D
522,Darren Helm (C/LW),Detroit Red Wings,47,3,5,8,0.17,10,-3,https://www.eliteprospects.com/player/10438/darren-helm,2020-2019,nhl,Darren Helm ,C/LW
523,Julien Gauthier (RW),New York Rangers,30,2,6,8,0.27,14,-6,https://www.eliteprospects.com/player/213464/julien-gauthier,2020-2019,nhl,Julien Gauthier ,RW
524,Brayden McNabb (D),Vegas Golden Knights,41,2,6,8,0.20,16,10,https://www.eliteprospects.com/player/31079/brayden-mcnabb,2020-2019,nhl,Brayden McNabb ,D
525,Ethan Bear (D),Edmonton Oilers,43,2,6,8,0.19,14,-1,https://www.eliteprospects.com/player/197561/ethan-bear,2020-2019,nhl,Ethan Bear ,D
526,Steven Lorentz (C/LW),Carolina Hurricanes,45,2,6,8,0.18,8,1,https://www.eliteprospects.com/player/204707/steven-lorentz,2020-2019,nhl,Steven Lorentz ,C/LW
527,Brett Kulak (D),Montréal Canadiens,46,2,6,8,0.17,20,3,https://www.eliteprospects.com/player/88617/brett-kulak,2020-2019,nhl,Brett Kulak ,D
528,Phil Di Giuseppe (LW/RW),New York Rangers,31,1,7,8,0.26,13,2,https://www.eliteprospects.com/player/62746/phil-di-giuseppe,2020-2019,nhl,Phil Di Giuseppe ,LW/RW
529,Leo Komarov (W/C),New York Islanders,33,1,7,8,0.24,15,7,https://www.eliteprospects.com/player/7617/leo-komarov,2020-2019,nhl,Leo Komarov ,W/C
530,Jérémy Lauzon (D),Boston Bruins,41,1,7,8,0.20,40,8,https://www.eliteprospects.com/player/213715/jeremy-lauzon,2020-2019,nhl,Jérémy Lauzon ,D
531,Ian Cole (D),totals,54,1,7,8,0.15,32,21,https://www.eliteprospects.com/player/11456/ian-cole,2020-2019,nhl,Ian Cole ,D
532,Nikita Zadorov (D),Chicago Blackhawks,55,1,7,8,0.15,36,1,https://www.eliteprospects.com/player/108648/nikita-zadorov,2020-2019,nhl,Nikita Zadorov ,D
533,Jake Gardiner (D),Carolina Hurricanes,26,0,8,8,0.31,11,-1,https://www.eliteprospects.com/player/18592/jake-gardiner,2020-2019,nhl,Jake Gardiner ,D
534,Joel Hanley (D),Dallas Stars,35,0,8,8,0.23,2,6,https://www.eliteprospects.com/player/33730/joel-hanley,2020-2019,nhl,Joel Hanley ,D
535,Jan Rutta (D),Tampa Bay Lightning,35,0,8,8,0.23,22,12,https://www.eliteprospects.com/player/18090/jan-rutta,2020-2019,nhl,Jan Rutta ,D
536,Alexander Edler (D),Vancouver Canucks,52,0,8,8,0.15,58,-8,https://www.eliteprospects.com/player/4081/alexander-edler,2020-2019,nhl,Alexander Edler ,D
537,Tyler Bertuzzi (LW),Detroit Red Wings,9,5,2,7,0.78,4,0,https://www.eliteprospects.com/player/125028/tyler-bertuzzi,2020-2019,nhl,Tyler Bertuzzi ,LW
538,Tanner Jeannot (LW/RW),Nashville Predators,15,5,2,7,0.47,2,6,https://www.eliteprospects.com/player/200717/tanner-jeannot,2020-2019,nhl,Tanner Jeannot ,LW/RW
539,Matt Nieto (LW/RW),San Jose Sharks,28,5,2,7,0.25,4,-4,https://www.eliteprospects.com/player/20723/matt-nieto,2020-2019,nhl,Matt Nieto ,LW/RW
540,Tobias Rieder (W/C),Buffalo Sabres,44,5,2,7,0.16,2,-9,https://www.eliteprospects.com/player/34851/tobias-rieder,2020-2019,nhl,Tobias Rieder ,W/C
541,Wade Allison (RW),Philadelphia Flyers,14,4,3,7,0.50,4,1,https://www.eliteprospects.com/player/199949/wade-allison,2020-2019,nhl,Wade Allison ,RW
542,Jesper Boqvist (C/LW),New Jersey Devils,28,4,3,7,0.25,2,-5,https://www.eliteprospects.com/player/212690/jesper-boqvist,2020-2019,nhl,Jesper Boqvist ,C/LW
543,Kyle Clifford (LW),St. Louis Blues,50,4,3,7,0.14,30,-5,https://www.eliteprospects.com/player/15480/kyle-clifford,2020-2019,nhl,Kyle Clifford ,LW
544,Ian Mitchell (D),Chicago Blackhawks,39,3,4,7,0.18,14,-10,https://www.eliteprospects.com/player/201362/ian-mitchell,2020-2019,nhl,Ian Mitchell ,D
545,Matthew Highmore (C/W),totals,42,3,4,7,0.17,8,-5,https://www.eliteprospects.com/player/130125/matthew-highmore,2020-2019,nhl,Matthew Highmore ,C/W
546,Cody Eakin (C),Buffalo Sabres,46,3,4,7,0.15,14,-9,https://www.eliteprospects.com/player/23166/cody-eakin,2020-2019,nhl,Cody Eakin ,C
547,Riley Nash (C),totals,37,2,5,7,0.19,4,-1,https://www.eliteprospects.com/player/12507/riley-nash,2020-2019,nhl,Riley Nash ,C
548,Shane Pinto (C),Ottawa Senators,12,1,6,7,0.58,10,6,https://www.eliteprospects.com/player/388979/shane-pinto,2020-2019,nhl,Shane Pinto ,C
549,Josh Manson (D),Anaheim Ducks,23,1,6,7,0.30,30,-3,https://www.eliteprospects.com/player/47762/josh-manson,2020-2019,nhl,Josh Manson ,D
550,Ben Chiarot (D),Montréal Canadiens,41,1,6,7,0.17,50,-16,https://www.eliteprospects.com/player/33875/ben-chiarot,2020-2019,nhl,Ben Chiarot ,D
551,Brett Howden (C),New York Rangers,42,1,6,7,0.17,11,-2,https://www.eliteprospects.com/player/232712/brett-howden,2020-2019,nhl,Brett Howden ,C
552,Joakim Nordström (C/LW),Calgary Flames,44,1,6,7,0.16,6,1,https://www.eliteprospects.com/player/18332/joakim-nordstrom,2020-2019,nhl,Joakim Nordström ,C/LW
553,Connor Clifton (D),Boston Bruins,44,1,6,7,0.16,38,10,https://www.eliteprospects.com/player/131370/connor-clifton,2020-2019,nhl,Connor Clifton ,D
554,Jacob Larsson (D),Anaheim Ducks,46,1,6,7,0.15,14,-9,https://www.eliteprospects.com/player/147719/jacob-larsson,2020-2019,nhl,Jacob Larsson ,D
555,Conor Timmins (D),Colorado Avalanche,31,0,7,7,0.23,8,6,https://www.eliteprospects.com/player/267584/conor-timmins,2020-2019,nhl,Conor Timmins ,D
556,Ben Harpur (D),Nashville Predators,34,0,7,7,0.21,17,2,https://www.eliteprospects.com/player/144069/ben-harpur,2020-2019,nhl,Ben Harpur ,D
557,Arttu Ruotsalainen (C/W),Buffalo Sabres,17,5,1,6,0.35,8,-9,https://www.eliteprospects.com/player/152112/arttu-ruotsalainen,2020-2019,nhl,Arttu Ruotsalainen ,C/W
558,Noah Gregor (C),San Jose Sharks,30,5,1,6,0.20,6,-16,https://www.eliteprospects.com/player/162892/noah-gregor,2020-2019,nhl,Noah Gregor ,C
559,Alex Formenton (LW),Ottawa Senators,20,4,2,6,0.30,6,6,https://www.eliteprospects.com/player/273622/alex-formenton,2020-2019,nhl,Alex Formenton ,LW
560,Lias Andersson (C/W),Los Angeles Kings,23,3,3,6,0.26,12,-4,https://www.eliteprospects.com/player/214318/lias-andersson,2020-2019,nhl,Lias Andersson ,C/W
561,Dylan Coghlan (D),Vegas Golden Knights,29,3,3,6,0.21,2,-3,https://www.eliteprospects.com/player/247901/dylan-coghlan,2020-2019,nhl,Dylan Coghlan ,D
562,Brett Connolly (RW),totals,31,3,3,6,0.19,4,3,https://www.eliteprospects.com/player/23297/brett-connolly,2020-2019,nhl,Brett Connolly ,RW
563,Sam Carrick (C/RW),Anaheim Ducks,13,2,4,6,0.46,28,4,https://www.eliteprospects.com/player/32716/sam-carrick,2020-2019,nhl,Sam Carrick ,C/RW
564,Hampus Lindholm (D),Anaheim Ducks,18,2,4,6,0.33,16,-1,https://www.eliteprospects.com/player/34882/hampus-lindholm,2020-2019,nhl,Hampus Lindholm ,D
565,Nicolas Beaudin (D),Chicago Blackhawks,19,2,4,6,0.32,2,1,https://www.eliteprospects.com/player/284924/nicolas-beaudin,2020-2019,nhl,Nicolas Beaudin ,D
566,Sami Vatanen (D),totals,39,2,4,6,0.15,20,3,https://www.eliteprospects.com/player/16044/sami-vatanen,2020-2019,nhl,Sami Vatanen ,D
567,Radim Simek (D),San Jose Sharks,40,2,4,6,0.15,15,-9,https://www.eliteprospects.com/player/160567/radim-simek,2020-2019,nhl,Radim Simek ,D
568,Travis Dermott (D),Toronto Maple Leafs,51,2,4,6,0.12,19,-1,https://www.eliteprospects.com/player/214673/travis-dermott,2020-2019,nhl,Travis Dermott ,D
569,Derek Stepan (C),Ottawa Senators,20,1,5,6,0.30,8,-6,https://www.eliteprospects.com/player/19040/derek-stepan,2020-2019,nhl,Derek Stepan ,C
570,Frans Nielsen (C),Detroit Red Wings,29,1,5,6,0.21,0,-3,https://www.eliteprospects.com/player/210/frans-nielsen,2020-2019,nhl,Frans Nielsen ,C
571,Tobias Björnfot (D),Los Angeles Kings,33,1,5,6,0.18,14,-3,https://www.eliteprospects.com/player/344751/tobias-bjornfot,2020-2019,nhl,Tobias Björnfot ,D
572,Marc-Édouard Vlasic (D),San Jose Sharks,51,1,5,6,0.12,8,-8,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2020-2019,nhl,Marc-Édouard Vlasic ,D
573,Justin Braun (D),Philadelphia Flyers,53,1,5,6,0.11,18,0,https://www.eliteprospects.com/player/15033/justin-braun,2020-2019,nhl,Justin Braun ,D
574,Alexander Romanov (D),Montréal Canadiens,54,1,5,6,0.11,21,1,https://www.eliteprospects.com/player/396529/alexander-romanov,2020-2019,nhl,Alexander Romanov ,D
575,David Savard (D),totals,54,1,5,6,0.11,24,-27,https://www.eliteprospects.com/player/32878/david-savard,2020-2019,nhl,David Savard ,D
576,Kale Clague (D),Los Angeles Kings,18,0,6,6,0.33,4,-6,https://www.eliteprospects.com/player/108472/kale-clague,2020-2019,nhl,Kale Clague ,D
577,Carter Rowney (RW/C),Anaheim Ducks,19,0,6,6,0.32,2,-2,https://www.eliteprospects.com/player/23959/carter-rowney,2020-2019,nhl,Carter Rowney ,RW/C
578,Mikko Lehtonen (D),totals,26,0,6,6,0.23,8,-2,https://www.eliteprospects.com/player/56196/mikko-lehtonen,2020-2019,nhl,Mikko Lehtonen ,D
579,Sam Lafferty (C/LW),Pittsburgh Penguins,34,0,6,6,0.18,25,-6,https://www.eliteprospects.com/player/259043/sam-lafferty,2020-2019,nhl,Sam Lafferty ,C/LW
580,Jake Virtanen (RW/LW),Vancouver Canucks,38,5,0,5,0.13,41,-4,https://www.eliteprospects.com/player/120197/jake-virtanen,2020-2019,nhl,Jake Virtanen ,RW/LW
581,Cole Caufield (LW/RW),Montréal Canadiens,10,4,1,5,0.50,2,-1,https://www.eliteprospects.com/player/316168/cole-caufield,2020-2019,nhl,Cole Caufield ,LW/RW
582,Adam Brooks (C),Toronto Maple Leafs,11,4,1,5,0.46,0,4,https://www.eliteprospects.com/player/120202/adam-brooks,2020-2019,nhl,Adam Brooks ,C
583,Ryan Carpenter (C/RW),Chicago Blackhawks,40,4,1,5,0.13,19,-10,https://www.eliteprospects.com/player/46952/ryan-carpenter,2020-2019,nhl,Ryan Carpenter ,C/RW
584,Trent Frederic (C/LW),Boston Bruins,42,4,1,5,0.12,65,-8,https://www.eliteprospects.com/player/272221/trent-frederic,2020-2019,nhl,Trent Frederic ,C/LW
585,Juho Lammikko (C/LW),Florida Panthers,44,4,1,5,0.11,10,-8,https://www.eliteprospects.com/player/151955/juho-lammikko,2020-2019,nhl,Juho Lammikko ,C/LW
586,Emil Bemström (C/RW),Columbus Blue Jackets,20,3,2,5,0.25,0,2,https://www.eliteprospects.com/player/313359/emil-bemstrom,2020-2019,nhl,Emil Bemström ,C/RW
587,Logan O'Connor (RW),Colorado Avalanche,22,3,2,5,0.23,6,6,https://www.eliteprospects.com/player/62327/logan-o-connor,2020-2019,nhl,Logan O'Connor ,RW
588,Ty Dellandrea (C/RW),Dallas Stars,26,3,2,5,0.19,23,0,https://www.eliteprospects.com/player/399353/ty-dellandrea,2020-2019,nhl,Ty Dellandrea ,C/RW
589,Mathieu Olivier (RW/LW),Nashville Predators,30,3,2,5,0.17,70,-1,https://www.eliteprospects.com/player/213604/mathieu-olivier,2020-2019,nhl,Mathieu Olivier ,RW/LW
590,Andrej Sekera (D),Dallas Stars,46,3,2,5,0.11,4,12,https://www.eliteprospects.com/player/9249/andrej-sekera,2020-2019,nhl,Andrej Sekera ,D
591,Evan Bouchard (D),Edmonton Oilers,14,2,3,5,0.36,2,-2,https://www.eliteprospects.com/player/300591/evan-bouchard,2020-2019,nhl,Evan Bouchard ,D
592,Steven Kampfer (D),Boston Bruins,20,2,3,5,0.25,4,3,https://www.eliteprospects.com/player/12530/steven-kampfer,2020-2019,nhl,Steven Kampfer ,D
593,Kyle Turris (C/RW),Edmonton Oilers,27,2,3,5,0.19,10,-11,https://www.eliteprospects.com/player/11345/kyle-turris,2020-2019,nhl,Kyle Turris ,C/RW
594,Zack Kassian (RW),Edmonton Oilers,27,2,3,5,0.19,15,-4,https://www.eliteprospects.com/player/15390/zack-kassian,2020-2019,nhl,Zack Kassian ,RW
595,John Hayden (C/RW),Arizona Coyotes,29,2,3,5,0.17,37,-4,https://www.eliteprospects.com/player/151828/john-hayden,2020-2019,nhl,John Hayden ,C/RW
596,Jayce Hawryluk (RW/C),Vancouver Canucks,30,2,3,5,0.17,9,-7,https://www.eliteprospects.com/player/120626/jayce-hawryluk,2020-2019,nhl,Jayce Hawryluk ,RW/C
597,Robert Hägg (D),Philadelphia Flyers,34,2,3,5,0.15,18,-3,https://www.eliteprospects.com/player/27397/robert-hagg,2020-2019,nhl,Robert Hägg ,D
598,Chris Wagner (RW/C),Boston Bruins,41,2,3,5,0.12,24,-9,https://www.eliteprospects.com/player/39429/chris-wagner,2020-2019,nhl,Chris Wagner ,RW/C
599,Nate Thompson (C),Winnipeg Jets,44,2,3,5,0.11,4,4,https://www.eliteprospects.com/player/10261/nate-thompson,2020-2019,nhl,Nate Thompson ,C
600,Pierre-Olivier Joseph (D),Pittsburgh Penguins,16,1,4,5,0.31,6,1,https://www.eliteprospects.com/player/284911/pierre-olivier-joseph,2020-2019,nhl,Pierre-Olivier Joseph ,D
601,Justin Dowling (C/W),Dallas Stars,27,1,4,5,0.19,6,-4,https://www.eliteprospects.com/player/23320/justin-dowling,2020-2019,nhl,Justin Dowling ,C/W
602,Victor Mete (D),totals,28,1,4,5,0.18,8,8,https://www.eliteprospects.com/player/232703/victor-mete,2020-2019,nhl,Victor Mete ,D
603,Marcus Sörensen (LW/RW),San Jose Sharks,29,1,4,5,0.17,16,-5,https://www.eliteprospects.com/player/20065/marcus-sorensen,2020-2019,nhl,Marcus Sörensen ,LW/RW
604,Jay Beagle (C/RW),Vancouver Canucks,30,1,4,5,0.17,8,-2,https://www.eliteprospects.com/player/14825/jay-beagle,2020-2019,nhl,Jay Beagle ,C/RW
605,Dean Kukan (D),Columbus Blue Jackets,35,1,4,5,0.14,10,-3,https://www.eliteprospects.com/player/66177/dean-kukan,2020-2019,nhl,Dean Kukan ,D
606,Ryan Reaves (RW),Vegas Golden Knights,37,1,4,5,0.14,27,0,https://www.eliteprospects.com/player/14003/ryan-reaves,2020-2019,nhl,Ryan Reaves ,RW
607,Ben Hutton (D),totals,38,1,4,5,0.13,11,-13,https://www.eliteprospects.com/player/78150/ben-hutton,2020-2019,nhl,Ben Hutton ,D
608,Robert Bortuzzo (D),St. Louis Blues,40,1,4,5,0.13,47,-3,https://www.eliteprospects.com/player/12524/robert-bortuzzo,2020-2019,nhl,Robert Bortuzzo ,D
609,Andy Greene (D),New York Islanders,55,1,4,5,0.09,6,9,https://www.eliteprospects.com/player/9169/andy-greene,2020-2019,nhl,Andy Greene ,D
610,Niklas Hjalmarsson (D),Arizona Coyotes,41,0,5,5,0.12,18,-6,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2020-2019,nhl,Niklas Hjalmarsson ,D
611,Jon Merrill (D),totals,49,0,5,5,0.10,16,-9,https://www.eliteprospects.com/player/20712/jon-merrill,2020-2019,nhl,Jon Merrill ,D
612,Tyler Graovac (C),Vancouver Canucks,14,3,1,4,0.29,6,-3,https://www.eliteprospects.com/player/45582/tyler-graovac,2020-2019,nhl,Tyler Graovac ,C
613,David Backes (RW/C),Anaheim Ducks,15,3,1,4,0.27,4,-4,https://www.eliteprospects.com/player/11435/david-backes,2020-2019,nhl,David Backes ,RW/C
614,Brandon Carlo (D),Boston Bruins,27,3,1,4,0.15,12,1,https://www.eliteprospects.com/player/120965/brandon-carlo,2020-2019,nhl,Brandon Carlo ,D
615,Mark Pysyk (D),Dallas Stars,36,3,1,4,0.11,20,6,https://www.eliteprospects.com/player/23154/mark-pysyk,2020-2019,nhl,Mark Pysyk ,D
616,Haydn Fleury (D),totals,47,3,1,4,0.09,8,-12,https://www.eliteprospects.com/player/119392/haydn-fleury,2020-2019,nhl,Haydn Fleury ,D
617,Radim Zohorna (C/W),Pittsburgh Penguins,8,2,2,4,0.50,4,4,https://www.eliteprospects.com/player/190526/radim-zohorna,2020-2019,nhl,Radim Zohorna ,C/W
618,Andrew Shaw (RW/C),Chicago Blackhawks,14,2,2,4,0.29,6,-5,https://www.eliteprospects.com/player/37671/andrew-shaw,2020-2019,nhl,Andrew Shaw ,RW/C
619,Anthony Angello (RW/C),Pittsburgh Penguins,19,2,2,4,0.21,8,4,https://www.eliteprospects.com/player/178527/anthony-angello,2020-2019,nhl,Anthony Angello ,RW/C
620,Vitali Kravtsov (RW),New York Rangers,20,2,2,4,0.20,4,-6,https://www.eliteprospects.com/player/379749/vitali-kravtsov,2020-2019,nhl,Vitali Kravtsov ,RW
621,Michael Stone (D),Calgary Flames,21,2,2,4,0.19,6,-1,https://www.eliteprospects.com/player/11708/michael-stone,2020-2019,nhl,Michael Stone ,D
622,Kurtis MacDermid (D),Los Angeles Kings,28,2,2,4,0.14,36,-14,https://www.eliteprospects.com/player/98183/kurtis-macdermid,2020-2019,nhl,Kurtis MacDermid ,D
