,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
690,Sam Carrick (C/RW),Toronto Maple Leafs,16,1,1,2,0.13,9,1,https://www.eliteprospects.com/player/32716/sam-carrick,2014-2013,nhl,Sam Carrick ,C/RW
691,Daniel Cleary (RW/LW),Detroit Red Wings,17,1,1,2,0.12,6,-4,https://www.eliteprospects.com/player/4376/daniel-cleary,2014-2013,nhl,Daniel Cleary ,RW/LW
692,Tim Schaller (LW/C),Buffalo Sabres,18,1,1,2,0.11,2,-5,https://www.eliteprospects.com/player/38059/tim-schaller,2014-2013,nhl,Tim Schaller ,LW/C
693,Justin Falk (D),totals,18,1,1,2,0.11,14,-9,https://www.eliteprospects.com/player/12543/justin-falk,2014-2013,nhl,Justin Falk ,D
694,Chris Porter (LW),St. Louis Blues,24,1,1,2,0.08,6,-3,https://www.eliteprospects.com/player/14133/chris-porter,2014-2013,nhl,Chris Porter ,LW
695,Matt Ellis (LW),Buffalo Sabres,39,1,1,2,0.05,4,-12,https://www.eliteprospects.com/player/10998/matt-ellis,2014-2013,nhl,Matt Ellis ,LW
696,Anthony Peluso (RW),Winnipeg Jets,49,1,1,2,0.04,86,-3,https://www.eliteprospects.com/player/15038/anthony-peluso,2014-2013,nhl,Anthony Peluso ,RW
697,Petr Straka (LW),Philadelphia Flyers,3,0,2,2,0.67,0,1,https://www.eliteprospects.com/player/34805/petr-straka,2014-2013,nhl,Petr Straka ,LW
698,David Musil (D),Edmonton Oilers,4,0,2,2,0.50,2,-2,https://www.eliteprospects.com/player/23298/david-musil,2014-2013,nhl,David Musil ,D
699,Vyacheslav Voynov (D),Los Angeles Kings,6,0,2,2,0.33,2,0,https://www.eliteprospects.com/player/10627/vyacheslav-voynov,2014-2013,nhl,Vyacheslav Voynov ,D
700,Sean Collins (C/LW),Columbus Blue Jackets,8,0,2,2,0.25,2,0,https://www.eliteprospects.com/player/19204/sean-collins,2014-2013,nhl,Sean Collins ,C/LW
701,Danny Biega (D),Carolina Hurricanes,10,0,2,2,0.20,0,-5,https://www.eliteprospects.com/player/40194/danny-biega,2014-2013,nhl,Danny Biega ,D
702,Ty Rattie (RW),St. Louis Blues,11,0,2,2,0.18,2,0,https://www.eliteprospects.com/player/26385/ty-rattie,2014-2013,nhl,Ty Rattie ,RW
703,Bryan Allen (D),totals,11,0,2,2,0.18,6,-2,https://www.eliteprospects.com/player/8767/bryan-allen,2014-2013,nhl,Bryan Allen ,D
704,Brian Lashoff (D),Detroit Red Wings,11,0,2,2,0.18,6,4,https://www.eliteprospects.com/player/15481/brian-lashoff,2014-2013,nhl,Brian Lashoff ,D
705,Andrew MacWilliam (D),Toronto Maple Leafs,12,0,2,2,0.17,12,-6,https://www.eliteprospects.com/player/19165/andrew-macwilliam,2014-2013,nhl,Andrew MacWilliam ,D
706,Jarred Tinordi (D),Montréal Canadiens,13,0,2,2,0.15,19,-5,https://www.eliteprospects.com/player/20706/jarred-tinordi,2014-2013,nhl,Jarred Tinordi ,D
707,Bryce Salvador (D),New Jersey Devils,15,0,2,2,0.13,20,-5,https://www.eliteprospects.com/player/8864/bryce-salvador,2014-2013,nhl,Bryce Salvador ,D
708,Tim Sestito (C/LW),New Jersey Devils,15,0,2,2,0.13,33,-1,https://www.eliteprospects.com/player/9736/tim-sestito,2014-2013,nhl,Tim Sestito ,C/LW
709,Seth Helgeson (D),New Jersey Devils,22,0,2,2,0.09,18,4,https://www.eliteprospects.com/player/33895/seth-helgeson,2014-2013,nhl,Seth Helgeson ,D
710,Miikka Salomäki (W/C),Nashville Predators,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/43419/miikka-salomaki,2014-2013,nhl,Miikka Salomäki ,W/C
711,Jonathan Marchessault (LW/RW),Tampa Bay Lightning,2,1,0,1,0.50,0,1,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2014-2013,nhl,Jonathan Marchessault ,LW/RW
712,Bryan Lerg (LW/C),San Jose Sharks,2,1,0,1,0.50,0,-1,https://www.eliteprospects.com/player/9428/bryan-lerg,2014-2013,nhl,Bryan Lerg ,LW/C
713,Stanislav Galiyev (LW),Washington Capitals,2,1,0,1,0.50,0,1,https://www.eliteprospects.com/player/24635/stanislav-galiyev,2014-2013,nhl,Stanislav Galiyev ,LW
714,Landon Ferraro (C/RW),Detroit Red Wings,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/13934/landon-ferraro,2014-2013,nhl,Landon Ferraro ,C/RW
715,Joe Whitney (LW/RW),New Jersey Devils,4,1,0,1,0.25,0,-1,https://www.eliteprospects.com/player/14685/joe-whitney,2014-2013,nhl,Joe Whitney ,LW/RW
716,Justin Hodgman (C),Arizona Coyotes,5,1,0,1,0.20,2,-2,https://www.eliteprospects.com/player/14428/justin-hodgman,2014-2013,nhl,Justin Hodgman ,C
717,Chris Brown (RW/C),Washington Capitals,5,1,0,1,0.20,2,1,https://www.eliteprospects.com/player/31273/chris-brown,2014-2013,nhl,Chris Brown ,RW/C
718,Casey Bailey (RW/C),Toronto Maple Leafs,6,1,0,1,0.17,2,1,https://www.eliteprospects.com/player/45878/casey-bailey,2014-2013,nhl,Casey Bailey ,RW/C
719,Alex Biega (D),Vancouver Canucks,7,1,0,1,0.14,0,-2,https://www.eliteprospects.com/player/11427/alex-biega,2014-2013,nhl,Alex Biega ,D
720,Rocco Grimaldi (W/C),Florida Panthers,7,1,0,1,0.14,4,1,https://www.eliteprospects.com/player/38622/rocco-grimaldi,2014-2013,nhl,Rocco Grimaldi ,W/C
721,Stefan Matteau (C/LW),New Jersey Devils,7,1,0,1,0.14,4,0,https://www.eliteprospects.com/player/77561/stefan-matteau,2014-2013,nhl,Stefan Matteau ,C/LW
722,Brian Dumoulin (D),Pittsburgh Penguins,8,1,0,1,0.13,2,0,https://www.eliteprospects.com/player/33896/brian-dumoulin,2014-2013,nhl,Brian Dumoulin ,D
723,Jordan Szwarz (RW/C),Arizona Coyotes,9,1,0,1,0.11,2,-2,https://www.eliteprospects.com/player/23107/jordan-szwarz,2014-2013,nhl,Jordan Szwarz ,RW/C
724,Josh Leivo (LW/RW),Toronto Maple Leafs,9,1,0,1,0.11,4,-1,https://www.eliteprospects.com/player/88692/josh-leivo,2014-2013,nhl,Josh Leivo ,LW/RW
725,Frank Corrado (D),Vancouver Canucks,10,1,0,1,0.10,0,-7,https://www.eliteprospects.com/player/45547/frank-corrado,2014-2013,nhl,Frank Corrado ,D
726,Reid Boucher (LW/RW),New Jersey Devils,11,1,0,1,0.09,0,-4,https://www.eliteprospects.com/player/38620/reid-boucher,2014-2013,nhl,Reid Boucher ,LW/RW
727,Brandon Davidson (D),Edmonton Oilers,12,1,0,1,0.08,0,-5,https://www.eliteprospects.com/player/45525/brandon-davidson,2014-2013,nhl,Brandon Davidson ,D
728,Joe Morrow (D),Boston Bruins,15,1,0,1,0.07,4,3,https://www.eliteprospects.com/player/37180/joe-morrow,2014-2013,nhl,Joe Morrow ,D
729,Freddie Hamilton (C/W),totals,18,1,0,1,0.06,0,-2,https://www.eliteprospects.com/player/31570/freddie-hamilton,2014-2013,nhl,Freddie Hamilton ,C/W
730,Christian Thomas (RW),Montréal Canadiens,18,1,0,1,0.06,7,-2,https://www.eliteprospects.com/player/30686/christian-thomas,2014-2013,nhl,Christian Thomas ,RW
731,Colin Greening (C/LW),Ottawa Senators,26,1,0,1,0.04,29,-5,https://www.eliteprospects.com/player/15312/colin-greening,2014-2013,nhl,Colin Greening ,C/LW
732,T.J. Galiardi (C/LW),Winnipeg Jets,38,1,0,1,0.03,2,-8,https://www.eliteprospects.com/player/12464/t.j.-galiardi,2014-2013,nhl,T.J. Galiardi ,C/LW
733,Keaton Ellerby (D),Winnipeg Jets,1,0,1,1,1.00,0,-1,https://www.eliteprospects.com/player/9333/keaton-ellerby,2014-2013,nhl,Keaton Ellerby ,D
734,Andrew Agozzino (LW/C),Colorado Avalanche,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/23816/andrew-agozzino,2014-2013,nhl,Andrew Agozzino ,LW/C
735,Michael Paliotta (D),Chicago Blackhawks,1,0,1,1,1.00,0,0,https://www.eliteprospects.com/player/38626/michael-paliotta,2014-2013,nhl,Michael Paliotta ,D
736,Andrew Copp (C/LW),Winnipeg Jets,1,0,1,1,1.00,0,2,https://www.eliteprospects.com/player/101962/andrew-copp,2014-2013,nhl,Andrew Copp ,C/LW
737,Sam Bennett (C/LW),Calgary Flames,1,0,1,1,1.00,0,-1,https://www.eliteprospects.com/player/189371/sam-bennett,2014-2013,nhl,Sam Bennett ,C/LW
738,Shane Prince (LW/RW),Ottawa Senators,2,0,1,1,0.50,0,1,https://www.eliteprospects.com/player/32724/shane-prince,2014-2013,nhl,Shane Prince ,LW/RW
739,Tom Sestito (LW),Vancouver Canucks,3,0,1,1,0.33,7,1,https://www.eliteprospects.com/player/12269/tom-sestito,2014-2013,nhl,Tom Sestito ,LW
740,Mike Sgarbossa (C),Colorado Avalanche,3,0,1,1,0.33,10,0,https://www.eliteprospects.com/player/23663/mike-sgarbossa,2014-2013,nhl,Mike Sgarbossa ,C
741,Peter Regin (C),Chicago Blackhawks,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/4104/peter-regin,2014-2013,nhl,Peter Regin ,C
742,David Warsofsky (D),Boston Bruins,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/17499/david-warsofsky,2014-2013,nhl,David Warsofsky ,D
743,Frédéric St-Denis (D),Columbus Blue Jackets,4,0,1,1,0.25,0,-1,https://www.eliteprospects.com/player/23512/frederic-st-denis,2014-2013,nhl,Frédéric St-Denis ,D
744,Chad Ruhwedel (D),Buffalo Sabres,4,0,1,1,0.25,0,3,https://www.eliteprospects.com/player/37927/chad-ruhwedel,2014-2013,nhl,Chad Ruhwedel ,D
745,Jonathon Blum (D),Minnesota Wild,4,0,1,1,0.25,2,-3,https://www.eliteprospects.com/player/11597/jonathon-blum,2014-2013,nhl,Jonathon Blum ,D
746,Daniil Tarasov (RW/LW),San Jose Sharks,5,0,1,1,0.20,0,2,https://www.eliteprospects.com/player/38672/daniil-tarasov,2014-2013,nhl,Daniil Tarasov ,RW/LW
747,Jordan Oesterle (D),Edmonton Oilers,6,0,1,1,0.17,0,-4,https://www.eliteprospects.com/player/84700/jordan-oesterle,2014-2013,nhl,Jordan Oesterle ,D
748,Émile Poirier (LW),Calgary Flames,6,0,1,1,0.17,0,1,https://www.eliteprospects.com/player/128977/emile-poirier,2014-2013,nhl,Émile Poirier ,LW
749,Josh Anderson (RW/LW),Columbus Blue Jackets,6,0,1,1,0.17,2,-1,https://www.eliteprospects.com/player/95853/josh-anderson,2014-2013,nhl,Josh Anderson ,RW/LW
750,T.J. Brennan (D),Toronto Maple Leafs,6,0,1,1,0.17,9,-7,https://www.eliteprospects.com/player/12169/t.j.-brennan,2014-2013,nhl,T.J. Brennan ,D
751,Brian Ferlin (RW),Boston Bruins,7,0,1,1,0.14,0,0,https://www.eliteprospects.com/player/45729/brian-ferlin,2014-2013,nhl,Brian Ferlin ,RW
752,Michael Kostka (D),New York Rangers,7,0,1,1,0.14,0,1,https://www.eliteprospects.com/player/24186/michael-kostka,2014-2013,nhl,Michael Kostka ,D
753,Tomas Vincour (RW/C),Colorado Avalanche,7,0,1,1,0.14,2,-1,https://www.eliteprospects.com/player/12565/tomas-vincour,2014-2013,nhl,Tomas Vincour ,RW/C
754,Mat Clark (D),Anaheim Ducks,7,0,1,1,0.14,6,2,https://www.eliteprospects.com/player/31560/mat-clark,2014-2013,nhl,Mat Clark ,D
755,Jordan Martinook (W/C),Arizona Coyotes,8,0,1,1,0.13,0,-3,https://www.eliteprospects.com/player/44271/jordan-martinook,2014-2013,nhl,Jordan Martinook ,W/C
756,Valeri Nichushkin (RW),Dallas Stars,8,0,1,1,0.13,2,-5,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2014-2013,nhl,Valeri Nichushkin ,RW
757,Griffin Reinhart (D),New York Islanders,8,0,1,1,0.13,6,1,https://www.eliteprospects.com/player/41183/griffin-reinhart,2014-2013,nhl,Griffin Reinhart ,D
758,Sam Reinhart (C/RW),Buffalo Sabres,9,0,1,1,0.11,2,-1,https://www.eliteprospects.com/player/95032/sam-reinhart,2014-2013,nhl,Sam Reinhart ,C/RW
759,Jeff Schultz (D),Los Angeles Kings,9,0,1,1,0.11,4,1,https://www.eliteprospects.com/player/9490/jeff-schultz,2014-2013,nhl,Jeff Schultz ,D
760,Shane O'Brien (D),Florida Panthers,9,0,1,1,0.11,5,-4,https://www.eliteprospects.com/player/10228/shane-o-brien,2014-2013,nhl,Shane O'Brien ,D
761,Stu Bickel (D),Minnesota Wild,9,0,1,1,0.11,46,1,https://www.eliteprospects.com/player/19451/stu-bickel,2014-2013,nhl,Stu Bickel ,D
762,Paul Carey (W/C),Colorado Avalanche,10,0,1,1,0.10,0,2,https://www.eliteprospects.com/player/14386/paul-carey,2014-2013,nhl,Paul Carey ,W/C
763,Mike Sislo (RW),New Jersey Devils,10,0,1,1,0.10,2,-2,https://www.eliteprospects.com/player/33225/mike-sislo,2014-2013,nhl,Mike Sislo ,RW
764,Magnus Pääjärvi (LW/RW),St. Louis Blues,10,0,1,1,0.10,6,-2,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2014-2013,nhl,Magnus Pääjärvi ,LW/RW
765,Eric O'Dell (C),Winnipeg Jets,11,0,1,1,0.09,19,0,https://www.eliteprospects.com/player/17515/eric-o-dell,2014-2013,nhl,Eric O'Dell ,C
766,Colby Robak (D),totals,12,0,1,1,0.08,2,2,https://www.eliteprospects.com/player/17518/colby-robak,2014-2013,nhl,Colby Robak ,D
767,Brendan Shinnimin (C/LW),Arizona Coyotes,12,0,1,1,0.08,8,-1,https://www.eliteprospects.com/player/37254/brendan-shinnimin,2014-2013,nhl,Brendan Shinnimin ,C/LW
768,Jayson Megna (C),Pittsburgh Penguins,12,0,1,1,0.08,14,-2,https://www.eliteprospects.com/player/46027/jayson-megna,2014-2013,nhl,Jayson Megna ,C
769,Keith Ballard (D),Minnesota Wild,14,0,1,1,0.07,26,-3,https://www.eliteprospects.com/player/9072/keith-ballard,2014-2013,nhl,Keith Ballard ,D
770,Adam Cracknell (RW/C),Columbus Blue Jackets,17,0,1,1,0.06,2,-8,https://www.eliteprospects.com/player/14459/adam-cracknell,2014-2013,nhl,Adam Cracknell ,RW/C
771,Trevor van Riemsdyk (D),Chicago Blackhawks,18,0,1,1,0.06,2,0,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2014-2013,nhl,Trevor van Riemsdyk ,D
772,Ladislav Smid (D),Calgary Flames,31,0,1,1,0.03,13,-12,https://www.eliteprospects.com/player/9225/ladislav-smid,2014-2013,nhl,Ladislav Smid ,D
773,Keith Aulie (D),Edmonton Oilers,31,0,1,1,0.03,66,-3,https://www.eliteprospects.com/player/12561/keith-aulie,2014-2013,nhl,Keith Aulie ,D
774,Andrew Campbell (D),Arizona Coyotes,33,0,1,1,0.03,10,-13,https://www.eliteprospects.com/player/19222/andrew-campbell,2014-2013,nhl,Andrew Campbell ,D
775,Mattias Öhlund (D),Tampa Bay Lightning,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/749/mattias-ohlund,2014-2013,nhl,Mattias Öhlund ,D
776,Scott Mayfield (D),New York Islanders,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45906/scott-mayfield,2014-2013,nhl,Scott Mayfield ,D
777,Dmitri Orlov (D),Washington Capitals,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/17758/dmitri-orlov,2014-2013,nhl,Dmitri Orlov ,D
778,Jesse Winchester (C/W),Colorado Avalanche,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15310/jesse-winchester,2014-2013,nhl,Jesse Winchester ,C/W
779,Rich Peverley (C),Dallas Stars,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11017/rich-peverley,2014-2013,nhl,Rich Peverley ,C
780,Raffi Torres (LW),San Jose Sharks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8857/raffi-torres,2014-2013,nhl,Raffi Torres ,LW
781,Marc Savard (C),Boston Bruins,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8574/marc-savard,2014-2013,nhl,Marc Savard ,C
782,Sheldon Souray (D),Anaheim Ducks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/4505/sheldon-souray,2014-2013,nhl,Sheldon Souray ,D
783,Nathan Horton (RW),totals,0,0,0,0,-,0,0,https://www.eliteprospects.com/player/3657/nathan-horton,2014-2013,nhl,Nathan Horton ,RW
784,John Erskine (D),Washington Capitals,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9148/john-erskine,2014-2013,nhl,John Erskine ,D
785,Colin Fraser (C/LW),St. Louis Blues,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9504/colin-fraser,2014-2013,nhl,Colin Fraser ,C/LW
786,Rich Clune (LW),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9364/rich-clune,2014-2013,nhl,Rich Clune ,LW
787,Colton Orr (RW),Toronto Maple Leafs,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8941/colton-orr,2014-2013,nhl,Colton Orr ,RW
788,Bogdan Yakimov (C),Edmonton Oilers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/117749/bogdan-yakimov,2014-2013,nhl,Bogdan Yakimov ,C
789,Kevin Fiala (W/C),Nashville Predators,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/87971/kevin-fiala,2014-2013,nhl,Kevin Fiala ,W/C
790,Mark Alt (D),Philadelphia Flyers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/74998/mark-alt,2014-2013,nhl,Mark Alt ,D
791,Scott Wilson (C/LW),Pittsburgh Penguins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/62534/scott-wilson,2014-2013,nhl,Scott Wilson ,C/LW
792,Stefan Noesen (RW),Anaheim Ducks,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45567/stefan-noesen,2014-2013,nhl,Stefan Noesen ,RW
793,Joel Armia (RW),Buffalo Sabres,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/40624/joel-armia,2014-2013,nhl,Joel Armia ,RW
794,Duncan Siemens (D),Colorado Avalanche,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/37238/duncan-siemens,2014-2013,nhl,Duncan Siemens ,D
795,Tyler Wotherspoon (D),Calgary Flames,1,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/37182/tyler-wotherspoon,2014-2013,nhl,Tyler Wotherspoon ,D
796,Steve Oleksy (D),Washington Capitals,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/33848/steve-oleksy,2014-2013,nhl,Steve Oleksy ,D
797,Jesse Blacker (D),Anaheim Ducks,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/33754/jesse-blacker,2014-2013,nhl,Jesse Blacker ,D
798,John Ramage (D),Calgary Flames,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/31270/john-ramage,2014-2013,nhl,John Ramage ,D
799,Colin Smith (C/RW),Colorado Avalanche,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/26388/colin-smith,2014-2013,nhl,Colin Smith ,C/RW
800,David Van Der Gulik (LW/RW),Los Angeles Kings,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11743/david-van-der-gulik,2014-2013,nhl,David Van Der Gulik ,LW/RW
801,Julien Brouillette (D),Winnipeg Jets,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12123/julien-brouillette,2014-2013,nhl,Julien Brouillette ,D
802,Patrick Bordeleau (LW),Colorado Avalanche,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12141/patrick-bordeleau,2014-2013,nhl,Patrick Bordeleau ,LW
803,Dylan Reese (D),Arizona Coyotes,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/13412/dylan-reese,2014-2013,nhl,Dylan Reese ,D
804,Max Friberg (RW),Anaheim Ducks,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13766/max-friberg,2014-2013,nhl,Max Friberg ,RW
805,Ryan Bourque (C/LW),New York Rangers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/17500/ryan-bourque,2014-2013,nhl,Ryan Bourque ,C/LW
806,Roman Graborenko (D),New Jersey Devils,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/17658/roman-graborenko,2014-2013,nhl,Roman Graborenko ,D
807,Patrice Cormier (C),Winnipeg Jets,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/19042/patrice-cormier,2014-2013,nhl,Patrice Cormier ,C
808,Brendan Ranford (C/LW),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/24082/brendan-ranford,2014-2013,nhl,Brendan Ranford ,C/LW
809,Oscar Lindberg (C/LW),New York Rangers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10711/oscar-lindberg,2014-2013,nhl,Oscar Lindberg ,C/LW
810,Brett Kulak (D),Calgary Flames,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/88617/brett-kulak,2014-2013,nhl,Brett Kulak ,D
811,Joe Piskula (D),Nashville Predators,1,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/14335/joe-piskula,2014-2013,nhl,Joe Piskula ,D
812,Curtis Hamilton (LW/RW),Edmonton Oilers,1,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/31288/curtis-hamilton,2014-2013,nhl,Curtis Hamilton ,LW/RW
813,Dylan McIlrath (D),New York Rangers,1,0,0,0,0.00,9,0,https://www.eliteprospects.com/player/37170/dylan-mcilrath,2014-2013,nhl,Dylan McIlrath ,D
814,Oliver Lauridsen (D),Philadelphia Flyers,1,0,0,0,0.00,10,-1,https://www.eliteprospects.com/player/6660/oliver-lauridsen,2014-2013,nhl,Oliver Lauridsen ,D
815,Brandon DeFazio (LW/RW),Vancouver Canucks,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/39097/brandon-defazio,2014-2013,nhl,Brandon DeFazio ,LW/RW
816,Shayne Gostisbehere (D),Philadelphia Flyers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2014-2013,nhl,Shayne Gostisbehere ,D
817,Darnell Nurse (D),Edmonton Oilers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/97352/darnell-nurse,2014-2013,nhl,Darnell Nurse ,D
818,Tyler Gaudet (C),Arizona Coyotes,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/96052/tyler-gaudet,2014-2013,nhl,Tyler Gaudet ,C
819,Brendan Woods (LW/C),Carolina Hurricanes,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/45678/brendan-woods,2014-2013,nhl,Brendan Woods ,LW/C
820,Jake McCabe (D),Buffalo Sabres,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45419/jake-mccabe,2014-2013,nhl,Jake McCabe ,D
821,Phillip Danault (C/LW),Chicago Blackhawks,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45282/phillip-danault,2014-2013,nhl,Phillip Danault ,C/LW
822,Dominik Uher (C),Pittsburgh Penguins,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/41098/dominik-uher,2014-2013,nhl,Dominik Uher ,C
823,Harry Zolnierczyk (LW/RW),New York Islanders,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/39068/harry-zolnierczyk,2014-2013,nhl,Harry Zolnierczyk ,LW/RW
824,Aaron Volpatti (LW/RW),Washington Capitals,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/39059/aaron-volpatti,2014-2013,nhl,Aaron Volpatti ,LW/RW
825,Corban Knight (C),Calgary Flames,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/38063/corban-knight,2014-2013,nhl,Corban Knight ,C
826,Matt Lindblad (C/LW),Boston Bruins,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/37746/matt-lindblad,2014-2013,nhl,Matt Lindblad ,C/LW
827,Garrett Wilson (LW/RW),Florida Panthers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/23809/garrett-wilson,2014-2013,nhl,Garrett Wilson ,LW/RW
828,Carl Klingberg (RW),Winnipeg Jets,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9791/carl-klingberg,2014-2013,nhl,Carl Klingberg ,RW
829,Ryan Craig (C/LW),Columbus Blue Jackets,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9126/ryan-craig,2014-2013,nhl,Ryan Craig ,C/LW
830,Mike Blunden (RW),Tampa Bay Lightning,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/9195/mike-blunden,2014-2013,nhl,Mike Blunden ,RW
831,Chris Conner (RW/LW),Washington Capitals,2,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/10995/chris-conner,2014-2013,nhl,Chris Conner ,RW/LW
832,Keegan Lowe (D),Carolina Hurricanes,2,0,0,0,0.00,10,-2,https://www.eliteprospects.com/player/45485/keegan-lowe,2014-2013,nhl,Keegan Lowe ,D
833,Greg McKegg (C/W),Toronto Maple Leafs,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/31283/greg-mckegg,2014-2013,nhl,Greg McKegg ,C/W
834,Ryan Wilson (D),Colorado Avalanche,3,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/13843/ryan-wilson,2014-2013,nhl,Ryan Wilson ,D
835,Drayson Bowman (W/C),Montréal Canadiens,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12521/drayson-bowman,2014-2013,nhl,Drayson Bowman ,W/C
836,Ben Street (C/LW),Colorado Avalanche,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12378/ben-street,2014-2013,nhl,Ben Street ,C/LW
837,Dana Tyrell (C/W),Columbus Blue Jackets,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11638/dana-tyrell,2014-2013,nhl,Dana Tyrell ,C/W
838,Kyle Baun (RW),Chicago Blackhawks,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/76818/kyle-baun,2014-2013,nhl,Kyle Baun ,RW
839,Tyler Graovac (C),Minnesota Wild,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45582/tyler-graovac,2014-2013,nhl,Tyler Graovac ,C
840,Alexander Khokhlachev (C/W),Boston Bruins,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/41925/alexander-khokhlachev,2014-2013,nhl,Alexander Khokhlachev ,C/W
841,Gabriel Dumont (C/RW),Montréal Canadiens,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/36736/gabriel-dumont,2014-2013,nhl,Gabriel Dumont ,C/RW
842,Slater Koekkoek (D),Tampa Bay Lightning,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/84723/slater-koekkoek,2014-2013,nhl,Slater Koekkoek ,D
843,Henrik Samuelsson (C/RW),Arizona Coyotes,3,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/33217/henrik-samuelsson,2014-2013,nhl,Henrik Samuelsson ,C/RW
844,Justin Shugg (RW/LW),Carolina Hurricanes,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/13670/justin-shugg,2014-2013,nhl,Justin Shugg ,RW/LW
845,David Wolf (LW/RW),Calgary Flames,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/28745/david-wolf,2014-2013,nhl,David Wolf ,LW/RW
